date_written,title,content
August 2022,Birthday Meal,"My Husband and I came here for a Birthday lunch, it is definitely a special occasion restaurant for the price! The dining room is lovely, we were warmly greeted and service was attentive throughout. We both opted for the larger tasting menu as we did...More"
August 2022,Fantastic meal,"Lovely restaurant. Tasting menu and we had the matched wines which I’d recommend- it would be far too difficult to find a bottle or two that would work throughout. The food was excellent and plentiful, for me fish courses were the best but the whole...More"
July 2022,"Undeniably my best fine dining experience, ever.","Every dish of the 11 course meal was an absolute perfect balance and marriage. Perfectly cooked, perfect temperature, service was impeccable."
May 2022,Amazing food in a beautiful room.,"Fabulous. The food was just outstanding. Every single course was beautiful to look at and delicious to eat. The service was lovely too, as is the room."
June 2022,Best in England,"IMO, the most immaculate restaurant in the UK. From Jack's leadership to Thom's cooking and Brett's influence, every second of the night is flawlessly reacted to and beautifully thought out. Can't be topped."
March 2022,"Great fun, great service, great food.","Absolutely mega. From start to finish the food and service was incredible. 

I love food, love, love, love experiencing new things.... but am not a fan of pretentiousness or stuffiness. There's none of that at the Ledbury. Just lovely people delivering wonderful memories.

Service was...More"
May 2022,Faultless,"I think the new post pandemic version of the Ledbury is faultless.The team are relaxed and engaging , the food is superb (especially the Scallop and mushroom dishes). Core is great but this is as good."
May 2022,Simply the best,"A number of visits from 2005 till today, never disappointed. Glad they have te-opened post-covid. This time lunch. Fantastic food, well designed wine pairing (except one). Just great (and expensive)."
April 2022,So nice to see it back open after so long,"The Ledbury is back and thank god it is , Nice to see Brett cooking and nice new tasting menu and very good wine Match to compliment it"
May 2022,Triumphant return of our London favourite,"This was our first visit since the post-lockdown reopening – the earliest booking we could get! But it was so worth the wait!

Having become quite regular customers prior to Covid, we were a little apprehensive that too much might have changed and that the...More"
May 2022,Best Restaurant in London,"First time dining in The Ledbury for my partners birthday and what an absolutely phenomenol experience. 10/10! The setting was intimate yet so beautiful. Unpretentious staff who were amazing and so accommodating. Flawless service!
The food was out of this world, creative, and truly delectable...More"
April 2022,What a Disappointment!,"In the past, my husband and I had always been extremely fond of The Ledbury for a special occasion. A few nights ago we dined there to find that there was no alternative to their extremely pretentious tasting menu priced at £185 per person.

Gone...More"
April 2022,Fantastic venue for a very special occasion...,I've dined at The Ledbury on three occasions over the past 15 years or so and on each one the venue has never failed to impress. It is like nowhere else. Then again the final bill is like nowhere else I've been to either! That...More
May 2019,Over the top excellent,"Be ready to dine
Very creative bursting with flavors. Every item very well prepared
Great pastry chef
We had a tasting menu plus some
Everyone who works there gets it"
February 2019,One of my favorite at all time ,"From service to food just outstanding, is clean and yet simple but very delicious food here .we will come back again and again"
May 2019,Date night,"Ok, is not cheap.The set dinner for 120£ it’s amazing experience.The oysters are very nice!
Fresh food and attention to the details.Well done.
Nice Notting Hill location, I love this area."
April 2019,Beautiful restaurant,Cozy restaurant serving beautiful food and excellent service. The oysters were very fresh and big. The scallop was cooked perfectly. Dish decoration is nice and well thought too. Strongly recommended!
April 2019,"Nice atmosphere, great service, great location! Feels like London","The service was excellent, the atmosphere was great. The neighborhood great! The menu is sort of fixed ,but the food was innovative, English and well done. Fresh ingredients. nice way to spend a evening. A dining experience, in the old sense of the word."
May 2019,Fantastic dining experience! Highly recommend,We visited The Ledbury with my wife to celebrate a special occasion. The dining experience was simply perfect: from the moment we arrived we felt welcomed and pampered and every minute detail was taken care of. A personalised note from the staff was waiting at...More
April 2019,Just one word - superb,I ate here with a friend over from South Africa and we’ve both eaten in many top restaurants. This is up there with the best. The experience was just superb from the moment I phoned the day before to confirm a dietary requirement to the...More
April 2019,The food is for Instagram not for the Mouth,"We opted for the Sunday 4 course set menu at £70, which consisted of 1) Course one White Asparagus 6/10, 2) Roast Celeriac 7/10, 3)Main / John Dory Fish course, fish was over cooked and lucked flavour and taste and lucked texture or taste. I...More"
April 2019,Didn’t disappoint ,"I’ve been waiting to come here for ages, wonderful restaurant. Lovely ambiance, staff, food, what more could you wish for. There wasn’t a poor dish in the entire menu. The amuse bouche were delicious, lovely surprises together us in the mood. Good wines to go...More"
March 2019,Absoultelty Sublime Food & Excellent Staff,"Amazing dishes and you should never forget to try their desserts. (They are Yumzz!!)
The ambience is amazing and its well decorated.  Must try their lobter soup and lam shoulder!!"
August 2018,My favorite restaurant in London,"I have been to the Ledbury many times.  I love it for romantic or family dinners (with kids 10 years and above).  Id assume it is also wonderful for business dinners.  The food is superb, service amazing and decor just beautiful and calm."
March 2019,Super duper,"We’ve been eating at The Ledbury for 15 years, or there abouts. We’ve dined twice in the past couple of months and particularly enjoyed the ala Carte menu, the service is bang on, friendly and informative.
There aren’t many places I would jump at to...More"
April 2019,Sophistication and Beyond!!,"One of best meals ever, no doubt it's among the bests in the world as 11 Madison Park and Blue and Hill at Stone Barns. Wonderful execution of special sourced materials, and beautiful presentation. We're most impressed with intricacy and creativity of the use of...More"
April 2019,Wonderful,"The Ledbury met or exceeded all our expectations for a excellent meal.  The food was fabulous, with creative dishes bringing together a wide array of flavors and perfectly presented.  Equal to the quality of the food is the exceptional service.  Every staff member was friendly,...More"
May 2018,Delicious food and nice place to spend great time!,I really had a nice memories with this place!The wine was great but much expencive comparing last time we visited! But food was delicious and very nice served!
March 2019,Delicious,"The food was gorgeous.  Lots of nice extra amuse bouches, lovely bread, friendly and very efficient service.  Nice atmosphere.  Expensive but well worth it for a very special occasion."
March 2019,8 course perfection,Some people say the art of good service is dieing in hospitality. Well they obviously have not dined here. The whole evening was a pleasure to be a part of with an uncompromising flow to the service that was like theatre to watch and enjoy....More
April 2019,Outstanding,The Ledbury really is a cut above other fine dining restaurants and has few peers. We enjoyed the 8 course tasting menu and every course was superb - in terms of presentation and the subtlety and mixing of the tastes.  The chef is not trying...More
March 2019,Dinner ,"Amazing experience. Every dish was outstanding, service was impeccable and friendly, lots of added extras. Highly recommend, a MUST visit."
March 2019,"If fine dining was art, the Ledbury would be a masterpiece !!!","We went there for dinner at the weekend & we had the tasting menu. Every course was superb from start to finish. It’s not a large restaurant & you will need to book in advance. The service & wine on offer, were both of the...More"
March 2019,Absolutely our top restaurant experience in London,Absolutely our top restaurant experience in London! Fine dining on the next level. Epic food and service... the one is lost without the other. Fantastic atmosphere too. We are treated like royalty and yet also made to feel “right at home”. Thank you for the...More
March 2019,Warm romantic,"Great food and fantastic atmosphere too, lovely service 
Had a nice evening,
Highly recommended 
Definitely going back"
February 2019,Business lunch,"I met for lunch with a client here a few weeks back and I must say I was very pleasently surprised with the quality of the food and the politeness of the staff, the food was exquisite and presented beautifully. Honestly, a fantastic place. I...More"
March 2019,Outstanding visit to the Ledbury,"My wife and I visited the Ledbury for lunch on 23rd March, what an incredible afternoon we both had. The food was superb, we did the 8 course tasting menu and indeed were lucky enough to be given an extra course to try also. Every...More"
February 2019,Just ever so slightly disappointed ,"We'd had the Ledbury on our wish list for such a long time and maybe our anticipation was too high.
Don't get me wrong there was absolutely nothing wrong with our meal it was delicious, but we both thought it lacked wow.
There were a...More"
February 2019,Best eating in London?,My favourite restaurant in a city packed with fun places and serious cooking. The service is perfect but neither fawning nor military-intimidating French-style. The three course menu with all the stunning extras is constantly surprising and the wine list caters for all wallets. The most...More
March 2019,Worth a visit!,"The food was wonderful and the service even better. They made us feel right at 
home so we could enjoy the delicious food without pretense or fussiness. The staff even gave us a handwritten list of some of their favorite casual restaurants for Thai, Sri...More"
December 2018,Always fantastic.,"We go to the Ledbury every time we are in London.  Always an impressive experience.  The food is spectacular as is the ambience.  Always something different on the menu.  Extensive wine list, with some expensive but worthwhile options."
March 2019,Sophisticated Fast Food lol,"Our first time at The Ledbury and my comments are when comparing it with Emily Roux's newly opened (Oct 18) Caractere, (much cheaper and not yet Michelin starred) a few minutes walk away, and her father's Gavroche, with similar prices to the Ledbury. 
The food...More"
March 2019,Fantastic!,"This was our first time at The Ledbury and expectations were high, having had a number of rave reviews from other people who'd been. We were not disappointed. Food and ambience were very good and the service was outstanding. From the moment we walked in...More"
March 2020,Tremendous,"Tremendous dining experience in a wonderful setting, take your time and dont rush when dining here, recommended."
December 2019,Good feeling,"Good grilled food. You can eat very well. 
Friendly & professional staff , good prices!
I reccomend this place"
March 2020,well worth the 2star rating,"situated outside the town centre, you'll find this fantastic restaurant. Nice trendy interior, friendly staff. The food is up to the 2star rating, interesting winelist."
January 2020,Beautiful anniversary dinner ,"It was my second visit at The Ledbury and for sure amazing like the first time.

We chose to spent our dinner anniversary and it was the perfect choice. Top notch staff, environment and of course food. 

Definitely a must visit place."
March 2020,Top class,"Love this place
Service idd sac the best ever, intelligent warm fun hand friendly staff serving up plates of perfection"
February 2020,Best in London,The greatest food experience you you can find in London. No place better to celebrate good occasions.
February 2020,Eye wateringly expensive - and just ok,"Surroundings were beautiful, ambience and service, absolutely impeccable. However, the food was definitely form over substance and, at close to £300 quid a head with wine pairings, was outrageously expensive. It might have been worth it if the food had been sublime, but it wasn't....More"
February 2020,Great experience ,Our family of 5 ate dinner at The Ledbury while in London. A treat for our 3 teenaged kids as it was their first time at a 2 star Michelin restaurant. We had the tasting menu and all of us enjoyed it - we have...More
January 2020,Over priced Very ristrictive,"Hate the restrictive tasting menu , when one cant eat half of it, we tried to go on a night when we can order a la Cart , but ending paying for a tasting menu only that night, as good as the mouth bite dishes...More"
February 2020,It don't get no better than this,"This is our favourite restaurant in London - it keeps drawing us back.
We have just enjoyed the most wonderful Valentine's Day lunch. 

We congratulate Manager Jack Settle on the consistently impeccable and attentive service. Service of this quality used to be restricted to France's...More"
February 2020,Exquisite. World class service.,"Wonderful lunchtime meal with tasting menu at £165/head. Worth every penny. Food was exquisite; light; fresh; delicious. Lovely wines if not expensive. World class service from a great multinational team. Modern, comfortable environment with good noise levels.
Superb place. Probably the best in London.

The...More"
February 2020,Deserves 10 stars!! ⭐️ ,"The restaurant was booked as part of a 40th birthday celebration, and what a way to celebrate! 
2 Michelin stars is understating the quality of the food. The Mackerel was divine, we agreed we’d never eaten fish like it before. 
The main star for me...More"
July 2019,Taff,Went into the restaurant for a drink and had such a good time spent all my time eating and drinking the staff are fantastic and will look after you and you family I wood recommended you all visit
January 2020,Great Food but the Experience had few Limitations,We had some great and very creative plates of food here. Service was quite formal but very good. I have two issues one is insurmountable and that's the lack of any bar or meeting place within the restaurant . The second is the wine list...More
February 2020,Knockout Fine Dining in Kensington!,"After a delightful walk from Notting Hill Gate station through Portobello Road market, we arrived for our special lunch at The Ledbury and were immediately impressed by the warm and friendly welcome from all the lovely staff! Darren McHugh (the General Manager) was very helpful...More"
February 2020,Pesadilla Argentina,Good Restaurant in Notting Hill London. We took the Menu. The best plate was the Makarell. The others one were ok nothing extaordinary. The service better
February 2020,Dinner,"Every time we visit the service is fabulous, we are always made to feel welcome. The food is delicious and it’s reasonably priced. Would recommend for couples and families."
February 2020,Simply the Best.,"My wife and I celebrated an anniversary at The Ledbury last night. It was, simply put, sublime. 

We are discerning folks, and have been fortunate to experience many top notch locales. This restaurant, however, not only exceeded expectations, but blew them apart. 

It is a...More"
November 2019,Amazing place to lunch!,"Amazing place to lunch! Good food, good design and amazing service! I want to come back and repeat the experience."
January 2020,ONE OF THE BEST IN LONDON!!!,"There no words to describe the gastronomy experience in Ledbury!!!
We had a ""six courses"" tasting menu and we really enjoyed from the beginning to the end.
The service was perfect and the atmosphere in general..
You must try it!!!"
January 2020,Excellent set menu lunch.  ,"All four of us selected the set four course lunch menu.  Chantilly of Oyster, Tartare of Sea Bream and Frozen English Wasabi, followed by Steamed Romanesco, Shellfish, Seaweed and Lemon.  Then Cheek of Red Deer, Salt Baked Celeriac, Beetroot and Pickled Walnuts and finishing off...More"
January 2020,Attention to detail,"The real deal! This place is fantastic we did 8 course taste menu with wine pairing. I couldn’t fault it... not just the food but the service was impeccable, unlike some top end eateries in London there was no pretence, unlike the likes of restaurants...More"
January 2020,One of the best there is,"We had dinner o  the Jan.21st
My birthday.It was one of the most memorable dinners ever!
The quiet friendliness and attention to detail were so precise.The food, oh the food (!) was increfibly good and inventive.Every bite - surprize( in a great way).The Cheff was...More"
December 2019,Average Michelin star ,"This wasn’t we were expecting from a Michelin star restaurant , rather disappointing.
Food was bland . No flavors what so ever . 
Extremely pricey for this sort of food !£145 for vegetarian 6 course and £155 for non- vegetarian 6 course dinner  
Glass of...More"
December 2019,Nice food but disappointing for a 2* Michelin restaurant,"I took my Mum and our partners here recently for her 70th Birthday celebration. The atmosphere was fairly informal and very friendly. Service was good, but not particularly noteworthy. Having been to quite a few Michelin * restaurants, this one was disappointing, both from a...More"
December 2019,Very Good... but... ,"We had the 6 course tasting menu, the food was excellent, fabulously presented with some really interesting textures and flavours. 

My only niggle is that as attentive as the service was, initially it felt very rushed, courses appearing almost immediately after finishing the last which...More"
April 2019,50th birthday of our friend Victor,We had a very nice lunch for the bithday of our friend. We had a table for 6. The lunch was perfect and the staff made it a real party for us all. Thanks
November 2019,Outstanding,"I was a guest at lunchtime in a party of 4 and we opted for the four course set menu and our host chose the wines rather than pairing. Every moment of the occasion was outstanding. The greeting, the staff who were friendly without being...More"
December 2019,Iconic dinner place,This is the restaurant you need if you think of something special. Amazing interior and unusually served dishes are the ingredients for a delightful dinner with your beloved ones. The staff are beyond nice and extremely pleasant. Let them know if you have any requirements...More
July 2019,Just wow,"My husband and I came here for our first wedding anniversary and it really was unbelievable from start to finish. The staff are unpretentious and some of the nicest people we have ever met, they were happy to stand and chat to you and were...More"
September 2019,At last a restaurant worthy of the hype and those stars....,"I have been disappointed many times in the past with over priced and much hyped Michelin star restaurants. 

At last we found one that was worth every penny! 

What an amazing experience.
Food was world class - but you would hope so for the price....More"
September 2019,Great food with great service,We went here as a foursome to celebrate two birthdays. The staff were extremely efficient and the whole meal was served seamlessly. At no time were we left waiting for the next course- which has happened in several Michelin starred restaurants before now. It is...More
September 2019,Quite simply stunning ,My cousin likes his Michelin star restaurants and he was particularly keen to visit here.  I can safely safe that the food I had here was the best I have ever eaten - every dish was beautifully prepared and lovingly presented. A lot of my...More
June 2019,Perfect in EVERY way!,"The Ledbury is perfection. The place is minimalist but super comfortable, the service is stunning and the food was gorgeous and delicious.  Not a single miss among the dishes served. We did the wine pairing and mentioned a few dislikes prior, and the Sommelier made...More"
February 2019,EXCELLENT FOOD AND SERVICE,We went to The Ledbury to celebrate my daughter's birthday.  We all had the tasting menu with the wine flight.  The food was absolutely fabulous and all the wines went very well with each course.  The staff were extremely knowledgeable and very friendly with happy...More
October 2018,Eat like a king,"Everything is just perfect, service, ambient, food...a terrific experience. A must in London!
Two stars Michelin that show in every bite."
August 2019,superb food,love it!superb food.our waiter was very knowledgeable and good with his wine skill.making spot on wine recommendation.after analysing the review I came to dine and didnot disappoint.
August 2019,Amazing birthday dinner,"Exceptional service and food. Celebrated my husband’s 40th here at our first Michelin star rated restaurant and we were blown away at the service, attention to detail and the food."
August 2019,"Beautiful food, wines and Service",This was a wonderful food and wine experience in a relaxed atmosphere. I love to eat so I have been to many restaurants like this but in the States they all act as if you are lucky to dine there and they know more than...More
August 2019,Very good food and good service,"We booked a table for four to meet up with some old friends for lunch and a catch-up.  The restaurant is nice and light with big windows, ideal on what was a wet dull day.  Very efficient front of house staff, friendly and welcoming.  There...More"
August 2019,Superb,"Four of us had the tasting menu and wine flight which we all enjoyed immensely. The meal started with 3 excellent canapes and proceeded smoothly thereafter. The atmosphere at the Ledbury is relaxed but the service is impeccable and friendly. We particularly liked the sommelier,...More"
May 2019,"Good food, service, atmosphere- overpriced",Two of us booked the nine course tasting menu plus cheese plate and a glass of wine each and our total bill was $447. The sommelier was excellent and she chose our wine perfectly as we described what we wanted. The atmosphere was nice and...More
July 2019,Very good and recommend,"I was there with my family and we were positive surprised. Staff, service, food everything were too good that I have to write comment here. Just keep it UP!"
July 2019,Amazing lunch!,"Had lunch at the ledbury with the Mrs. Was warmly welcomed by the restaurant staff who explained the menu and the different offerings We decided to get one lunch tasting w wine pairing and one ala carte.
The food was amazing! Flavors were on point...More"
June 2019,Amazing Food and Atmoshpere,"We had been to the Ledbury 8 years ago and loved the food... So on this trip to Europe, we booked Friday Dinner...

It was amazing!!! The food was exceptional... Well paced, plated and the flavors were amazing.

But this restaurant is a great example...More"
May 2019,Over the top excellent,"Be ready to dine
Very creative bursting with flavors. Every item very well prepared
Great pastry chef
We had a tasting menu plus some
Everyone who works there gets it"
February 2019,Excellent in every way,"From service to food just outstanding, is clean and yet simple but very delicious food here .we will come back again and again"
August 2019,Impeccable ,"What a fabulous place the Ledbury is. The taster menu was spectacular, no theatrics, just a succession of beautiful dishes each one as good as the previous. From the canapés to the dessert everything was faultless. The flavours were well balanced and delicious, the ingredients...More"
September 2018,First Class,Loved the food and the tasting menu. The service was excellent too. The atmosphere was great but not stiff for restaurant of this calibre.
August 2019,"Impeccable service, food missed a bit",We were tremendously fortunate in securing a table with little notice  Tasting menu is superb. Every course was well thought through and totally delicious.
September 2018,Faultless - fine dining & fine service,"I think my expectations were set too high for this one.  I came here with my father, mother and friend and while we had an amazing meal, we all left a little disappointed.  The service was next level.  Incredibly attentive and deserving of all the...More"
July 2019,Heat is on!,"I was fortunate to have been to The Ledbury  before for a business lunch, but this was for a celebration of our wedding anniversary. 

We were slightly early for our 12 noon booking but greeted warmly. We had booked via a bring-your-own wine deal via...More"
July 2019,Ingenuity executed to perfection ,"The food is fantastic and the service is good as expected since it is a 2 star Michelin restaurant. However , due to the heat wave in London , the air conditioning in the restaurant is not strong enough and they have to open the...More"
July 2019,Fine dining of the highest order !!!,Two Michelin stars well deserved. Every course was exceptionally refined and well executed. Unique ideas and a fantastic experience.
July 2019,One of my Favourite Restaurants!,"We haven’t been to the Ledbury for a while now. So we thought it was about time to check out if the cuisine is still of the highest order. Well the good news for us & all future diners, is that standards of the cuisine...More"
July 2019,Excellent food if you can afford it,"You are probably wondering why I’ve only given this restaurant a very good rating instead of excellent! This will be addressed at the end of my review!  
The staff here are wonderful and put you at ease as soon as you walk through the door....More"
July 2019,Still the Best,"Honestly nothing I can add to describe how delicious the food offer here, but you must well prepare a huge pay cheque for these."
May 2019,Outstanding 6 stars,"London's restaurant scene continues to improve, but one thing does not change and that is the consistent quality of The Ledbury.  Warm and inviting hospitality; technically thrilling food, a first rate wine list and really knowledgeable sommeliers who know which of their wines are tasting...More"
September 2018,Amazing place,"This was a massive family celebration of birthdays, anniversaries, return to the UK after years abroad......The whole evening was outstanding. Food, service, wines, ambience, table position, sublime.  Described by daughter as best food ever.  Recently visited a London 3 MS establishment and it was nowhere...More"
June 2019,One of my favorite at all time ,Had four course menu. Food exceptional. Lots of extras and aperitifs were provided. Every member of staff was friendly and went out of their way to make this dining experience a fantastic one. Will be back :)
May 2019,Date night,"Ok, is not cheap.The set dinner for 120£ it’s amazing experience.The oysters are very nice!
Fresh food and attention to the details.Well done.
Nice Notting Hill location, I love this area."
April 2019,Beautiful restaurant,Cozy restaurant serving beautiful food and excellent service. The oysters were very fresh and big. The scallop was cooked perfectly. Dish decoration is nice and well thought too. Strongly recommended!
April 2019,"Nice atmosphere, great service, great location! Feels like London","The service was excellent, the atmosphere was great. The neighborhood great! The menu is sort of fixed ,but the food was innovative, English and well done. Fresh ingredients. nice way to spend a evening. A dining experience, in the old sense of the word."
May 2019,Fantastic dining experience! Highly recommend,We visited The Ledbury with my wife to celebrate a special occasion. The dining experience was simply perfect: from the moment we arrived we felt welcomed and pampered and every minute detail was taken care of. A personalised note from the staff was waiting at...More
