date_written,title,content
October 2022,The ripple effect of contentment,"This is by far one of the best five-star stay experiences I have ever journeyed. A customised guest experience that’s as unique as to its art collection displays and parallel to their staff members’ characters. Catered to us with gourmet Italian brunch to hand written welcome notes and souvenirs.   The impressive experience was made obvious for us to  extend our welcome to host our friend for a drink, to do a must-try their very special curated list of cocktails. The Hari experience has the ripple effect to pass on smiles.  A special thanks to Arianna, Mattia, Sante, Maria and all the F&B staffs."
October 2022,This is the place to stay in London,This is our fourth stay at The Hari. It has been wonderful. Rooms lovely. Service excellent. Front of house engaging and warm. Breakfast ( cooked by Federico  S) just sublime. Just a great place to be to escape the rush of London. Location perfect. Central but quiet.
September 2022,Great vibes and best drinks,"I went to the Hari hotel with my brother and his friends for a few drinks and I was left speechless the very moment I walked in. For starters, the interior design of the hotel is stylish and modern yet creates a very cozy and intimate atmosphere, not to mention the drinks,  absolutely exquisite! To be honest, I'm not very fond of cocktails, or alcohol in general, but the Casa Azul I had was not only aesthetically and visually pleasing, but it was also tasted so amazing that I literally could have got addicted to it in no time!! I'd like to thank the entire bar staff, with their kindness, knowledge and professionalism they made the experience even better"
October 2022,Love The Hari,"My husband and I stayed there during the London marathon and it was our first time and it definitely will not be our last . The service was exceptional. The entire team , from the lovely friendly door men to the housekeeping were just super professional and exceptional. The location is also perfect . Thank you so much to the entire team. The GLAS family"
August 2022,It just keeps getting better,"The service at The Hari is simply incredible. They make you feel at home from the minute you step in , especially Bruno , so welcoming and extremely hospitable.  The rooms are very clean , modern , extremely comfortable bed and nice big windows.   The drinks at the bar and ambience there is amazing.  The hotel is located in such a lovely quiet neighbourhood and walking distance to Knightsbridge , Harrods and Hyde Park.  I am a frequent traveller to London and I will always return to The Hari and would definitely recommend this nice, cozy boutique hotel."
September 2022,The Hari is your choice if you are looking for outstanding accommodation,It above and beyond expectations as customer service. The location is close to everything. The room is very clean and neat. The furniture is new. Staff is so friendly. One of their competitive advantages is that mini bar is complementary
August 2022,My favourite staycation in London,Very enjoyable stay at the lovely Hari hotel. Every stay is a delight of comfort and attention from staff that come out of their way to make you feel welcome and at home. Definitely my favourite staycation in London
September 2022,The Hari Exceeds Expectation,"Thank you to the entire Hari staff for making my stay comfortable and wonderful.  A special shout out to Bruno and Sammy. Both of whom went above and beyond, especially taking care of my travel companion while she was under the weather. "
September 2022,6 stars!,"5!  I had a very pleasant evening at The Hari Hotel and feel compelled to write. The evening began with the  supervisor Giuseppe, meeting me cordially and very warmly.   When I asked some questions, he answered like an old friend, creating in me the feeling that I seeing an old friend again, the feeling that I somehow returned home.  I’ve always loved Italy and the warmth of the Italian people and today Giuseppe reconfirmed this.  We talked about different topics with ease and overall, I had an absolutely great evening.  I wanted to add a few words about the barman, Mikhail Who was very impressive. Like a true professional, he guessed my taste inclinations and offered me a cocktail on gin with currant liqueur, a personal favorite but he seemed to have added a secret ingredient…"
August 2022,"The Hari is a ""must stay"" when in London","The Hari is a ""must stay"" when in London. Very comfortable, the staff are amazing, as there was nothing that was too much trouble. Such great service and of course a great location. A wonderful place to stay."
May 2022,Great staff and location,This hotel is excellently located in Belgravia close to central London about 20 minutes walking quickly. Our room was compact but very high quality appointments.   Staff could not have been more welcoming and attentive pleasant they all get full marks.   We highly recommend this hotel.
May 2022,Perfect location and great friendly staff,"The reason why I gave a 4/5 is the bar. The cocktails are way to small for the amount of money they ask... pitty!  The hotel stay was perfect, good bed, nice mini bar for free and yes wqlking distance to all the good spots! I will definitely come bqck here.."
May 2022,Exceptional weekend stay at the Hari,"I stayed at the Hari over the weekend, and had a fantastic experience throughout! We were welcomed by Diego and Claudio who were incredibly friendly and helpful, and we were offered a nice welcome drink at the bar (amazingly made cocktails, lovely stylish setting). Our room itself was nice and spacious, with a beautiful bathroom which had a big bathtub (my bath in there felt like a spa experience). The brunch the next day was lovely too, and the service was friendly and attentive. The decor in the restaurant is beautiful and elegant too, as it is throughout the hotel to be honest.  Everything was brilliant. Thank you to everyone at the hotel who made my stay so enjoyable!"
May 2022,Amazing stay at a beautiful hotel in the heart of chelsea!,"We stayed at the Hari this past weekend and everything was 10/10 from start to finish. Matthew greeted us upon arrival and was friendly, welcoming and offered great recommendations for restaurants in the area. The lounge and restaurant are amazing as well as the phenomenal service from the front desk team. We felt taken care of and the staff really do care about our stay. Will 100% be returning!!"
May 2022,Amazing service!,"I fell in love with this hotel! Went for a weekend getaway to London with friends and enjoyed the warm service. Location of the hotel is perfect! We were made to feel at home immediately! I usually don't like to spend too much time in a hotel when traveling, but the atmosphere and team were so refreshing and professional, we felt very comfortable. We even decided to have the weekend bottomless brunch which was delicious! What a treat! Special thanks to the excellent service from Alex and Ariana throughout the stay! We will be back!"
May 2022,Brunch at The Hari,"I got to enjoy a beautiful brunch in The Hari; the food was amazing and the service exquisite. The setting was nice and we got to enjoy some live music! Alex seem to have everything under control perfectly and Ariana catered to our every need. I want to take this opportunity to thank the staff from The Hari, I will definitely recommend and come back"
May 2022,Look no further for first class,"My wife and I recently spent a week in London staying at The Hari. The words that immediately come to mind are professional, helpful, friendly and personal. Notwithstanding these impressive behaviours by every member of the team, the quality of our room was first class and we were graciously upgraded to a larger room on arrival given our 7 night stay. The location is second to none and London is easily accessible by foot, the underground or taxi. We have no doubt that the experience is a reflection of a positive culture lead by senior concierge Ben Malpass. Exceptional!"
April 2022,Family weekend,"My daughter and I came to The Hari for a pre-exam relaxing weekend. This isn’t our first visit and, again, we were hugely impressed. The staff are amazing, so welcoming and attentive - always looking to see how they can make your stay perfect. The room was gorgeous with a beautiful view over the park and stocked with everything you’d need. Thank you for such a wonderful stay, we’re looking forward to seeing you all again !!"
May 2022,Cannot wait to return,A completely faultless stay. A very friendly and welcoming greeting by members of reception and concierge. The bar had a lovely ambience. Very comfortable and spacious room which was tastefully decorated. Unfortunately we didn’t eat at the hotel but the restaurant looked very inviting and will definitely make a reservation the next time we visit. Hard pushed to find a nicer location in London. The service from all staff was exceptional. 5 stars from us.
April 2022,Hidden gem with incredible service,"My stay at The Hari was just wonderful. I was charmed by the team, they are all extremely attentive to our needs. I slept like a baby, the bed is so comfy, and the design is superb. This hotel has a great soul, I highly recommend it while staying in London."
June 2023,"I had great experience with The Hari Hotel, at Il Pampero Restaurant London highly recommended","Me and my girlfriend decided to come and eat at Il Pampero at The  Hari Hotel, we got  a very pleasant  welcoming   from Naomi the assistant Manager, we got the best ever most  delicious cocktails from the barman Gigi. Our table was professionally taken cared of by Lionel  the waiter. The food was excellent, everything about their service is handled professionally. Highly recommended i am giving it 5 stars"
June 2023,"Meh. Very good, but on the pricey side for what it is.","Overall, our stay was fine. Our deluxe room was very small but well-appointed. The biggest issue for me was the noise as our room was right behind the elevator and across from the cleaning staff room. That means they were constantly in and out of the room across and it was not until late in the evening that the buzz and talk outside our room was done with.  The room condition was a mixed bag. Upon arrival, the air conditioning wasn't cooling very well and no amount of thermostat changes had an impact on the temps in the room. We asked for engineering to come in and take a look while we were at dinner and upon our return the AC worked better. The shower fixture was loose from the wall (almost like someone slipped at some point in the past and tried to break their fall by hanging…"
June 2023,Great Stay in London ,"We stayed at the Hard in early June 2023 and we had a wonderful time.  The staff was so accommodating and helpful, the room was beautifully clean and comfortable, the restaurant delicious and the concierge so helpful when I realized I lost my phone.  The bar/bartenders and the little outside area off the bar was a delight and we spent late afternoons enjoying the fresh air and a glass of Rose!  The location couldn't be better - it's Knightsbridge and you can get pretty much anywhere quite easily from there.  We walked all over London and back to the Hari all 4 days.  I highly recommend this Hotel and will definitely stay there on my next visit.  Book the Hari, you will NOT be disappointed."
June 2023,Hari is Service ⭐️⭐️⭐️⭐️⭐️,A very nice boutique hotel with excellent staff and services. Entire service team went out of their way to offer assistance when needed. I love this area of London and this specific location. They made traveling with my adult children as easy as possible. Highly recommend. 
May 2023,Wonderful boutique hotel in great location. ,"Wonderful boutique hotel in an excellent location in London, perfect for walking to other areas and sites. The staff was very friendly and helpful. We ate breakfast in the dining area one day and it was delicious. They readily accommodated early check in after an international flight and were there with coffee when we had to depart at 4:30AM. "
June 2023,An Outstanding Experience ,"As a regular visitor to London I had been recommended The Hari by friends and decided to stay here earlier this week. Firstly the location is outstanding. Situated in the heart of Belgravia this beautiful boutique hotel (only 85 rooms) offers a level of personal service and comfort that larger, chain hotels in a similar price bracket can rarely match. Particular recognition must go to Alex who was fantastic during the check-in process and had been made aware of my current mobility issues in advance. He was attentive, discrete and made an excellent impression throughout my stay. To Naomi, also, who looks after the bar in the restaurant and was highly professional and attentive. Thank you, both. My room was spacious, immaculately presented and afforded great views over the…"
June 2023,Perfect,"They made everything perfect, complementary flowers and a treat for my partners 30th birthday. Great rooms and nice location. Only problem was breakfast end time which the TV menu says is 12 but is actually 11."
June 2023,Dreamy!,Overall amazing experience and stay at The Hari hotel. The Penthouse is beautiful with incredible views of London. Haven't slept so peacefully in months and need to mention as well the incredible staff!
June 2023,Best stay in London,"I had an amazing experience at The Hari, one of the very best Hotel i have been staying in London !  The staff is careful and polite, they have a top level service.  It is a good looking and cozy place from outside as inside. "
May 2023,The Hari Hotel is a great place to HQ your Holiday.,Great Hotel. Excellent location near Harrods and Knightsbridge. Staff is impeccable. Best Concierge staff in London. Nice rooms and a very comfortable lounge and bar area. We have stayed here multiple times and will be back.
June 2022,Always terrific ,"Always terrific, the team at The Hari are excellent at making guests feel at home and welcome. Super location, great service, lovely rooms. The restaurant, Il Pampero, is worthy of a special mention as weel"
June 2022,A lovely place to stay in London!,"Clean, accommodating, friendly, excellent service. The food was delicious, the drinks exemplary and the staff highly professional. We were there for Wimbledon- highly recommend this hotel. Shopping and Buckingham Palace just a short walk away. "
July 2022,Just the Best!,"We stayed here for our bucket list trip to Wimbledon and will now add this hotel for a return trip.  Impeccable service, fascinating artful decor, fully-equipped rooms, luxurious amenities and bedding."
July 2022,"Relaxed, luxurious, accommodating","The hotel, staff, location, and amenities were excellent. One of the best hotels I've ever stayed at. I've never met nicer hospitality staff. The coffee was amazing, brunch was delicious, and rooms were luxurious. Staff was eager to help with all requests and really went a mile above and beyond expectations. "
August 2022,the Hari,"Amazing service, really nice environment and  good for cocktails and food.   The service as i mentioned was amazing, thanks to Vittorio we had such an amazing experience; Super professional, attentive to the detail and really kind.  100% recommended"
August 2022,Favourite Hotel,"I went to The Hari with a friend for dinner and was blown away.. The restaurant team were one of the best I’ve seen for a while extremely knowledgeable, warm, friendly and very genuine I was really impressed!   The food was really my favourite was the risotto gorgeous flavours   Thank you Hari I will definitely be back!"
July 2022,Great Stay!,Favourite hotel in london!! Service is impeccable.. extremely friendly staff and helpful! Beautiful interiors and delicious food! I will keep on returning! Recommend it highly to regardless of the purpose of the trip
June 2022,Amazing staff and hospitality,"We had a great time at The Hari.  This hotel is in an excellent area of London, within walking distance to all of London or a short walk to the Tube so you can access more!    The only improvement I would say is that they could use some better options their restaurant menu as well as having fresh coffee available the lobby for guests would be so helpful!  "
July 2022, A Haven in Landon’s Belgrvavia Neighborhood ,"When we arrived at the Hari Hotel after our 8 hour flight from Atlanta, GA, we were greeted by w by three staff members before we  reached the front desk. Throughout our stay , they were unfailingly courteous and friendly. They even gifted  us with truffles with the  flag on them  on July 4!  Ben, the concierge, even loaned na a phone cord. Thehitel décor was lovely with many interesting works of art everywhere. The  king sized bed in our suite was really comfortable  and I slept like a baby for the 6 nights we stayed there. Located in Belgravia, we were walking distance from many attractions. Altogether, this was truly a five star hotel."
June 2022,Enjoyable long stay at the Hari,"Beautiful Hotel in Belgravia neighborhood of London. A true 5 star hotel, central to many of London’s best museums , restaurants and shopping. Staff is both helpful and friendly. The in house restaurant “Il Pampero”is a delightful Italian restaurant. Rooms are kept impeccably clean and have modern electronics and WiFI. This was our second visit to this hotel and we found it just as delightful as our first visit. Concierge service is very helpful in arranging dining and theater reservations . Most notable were Ben and Diego, both were knowledgeable and easy to chat with. Naomi, in I’ll Pampero, was extremely knowledgeable and helpful with wine and food selection. We truly enjoyed our 10 day holiday."
June 2022,Excellent hotel,"I stayed for just over 2 weeks in a smaller suite and was very happy with my stay - Room was perfect - spacious, quiet and good temperate control - Staff were incredibly helpful and polite, always on top of everything and went the extra distance to make sure everything was ok"
June 2022,Gorgeous food at The Hari,"Great location; helpful, friendly staff; extremely comfortable, quiet rooms.  Highly recommend.  If/when we are back in London, this is where we will stay again.  Very accommodating hotel located in a lovely, walkable neighborhood with a wide variety of restaurants nearby, as well as a nice dining option in the hotel."
March 2022,Wonderful stay all thanks to a wonderful staff!,"I stayed at The Hari back in March, the staff and facilities were awesome! All of the staff members were thoughtful and made an effort to ensure my mother and I were well taken care of throughout our stay. All of the food was delicious, I miss the room service breakfast! The hotel was quiet and very well located, within easy walking to distance to Harrod's, Belgrave Square and many other sights. I highly recommend staying here and would stay here again when I make it back to London"
August 2022,A hidden Gem of a restaurant,The three of us were warmly welcomed in a very elegant and atmospheric restaurant. We were taken to our seat in a booth where we could see the sky above us and the staff was so alert and very pleasant. We were served by Vittorio who seemed to have an extensive knowledge of the menu and wine selections and he was simply delightful. The food was delicious! Each dish were beautifully presented and full of exciting flavours. The menu wasn’t overwhelming so we enjoyed being able to pick many dish so we could share. We will definitely go back just to try the rest of the menu as it was truly delicious. Overall we had a wonderful experience and highly recommend this Italian restaurant in this elegant and friendly hotel in Mayfair.
August 2022,Absolutely fabulous,"Excellent in every way. . Wonderful staff, superb room, first class food and service. Nothing is too much trouble. Our second visit and will definitely stay again. Lovely part of the city. Beautiful restaurant"
August 2022,Exceptional Boutique Hotel,"My husband and I took our daughter to The Hari for 3 nights her 6th Birthday and wow what an experience! Beautiful hotel, fabulous staff and so friendly. The attention my daughter received from the staff especially the fabulous Maria and the Guest Services Team was faultless. They made her and our stay out of this world. Rooms are lovely and spacious with superb amenities. The staff all treated our daughter like a princess and nothing was too much trouble. They all went above and beyond to ensure she had a fabulous day. My husband and I were also exceptionally well received. The breakfast is delicious and so much choice!! The Restaurant Il Pampero was exceptional. The whole stay was perfect and we will definitely be returning. One word FABULOUS"
August 2022,Elite Hotel,"Great experience that solidified my future return to this beautiful city of London! Establishments of this caliber (5 star) tend to have an element of pretension. Not at the Hari! Pure class, genuine smiles and professionalism by everyone you encounter. It is an wonderful experience throughout and the service is truly the heart of the hotel. I look forward to returning in the future!"
July 2022,My favourite hotel in London,Had a fantastic stay again at The Hari. Love the team and atmosphere. Have booked my next stay for Christmas already. Can’t imagine staying anywhere else in London now. They make you feel so special.  See you soon!
June 2022,Wimbledon trip,"The stay for this trip was generally very good. I was impressed by the attention given by the staff of the hotel with one minor exception. The food experience was not what I had hoped for as, despite a very sparse breakfast clientele, it took a great deal of work to get the attention of the staff in the main restaurant to get attended to with service requests and the bill. Despite this I would return to the Hari as it had a character that I enjoyed."
July 2022,"Best place to stay in Belgravia, Knightsbridge, Chelsea, Kensington","Our third visit now. This place has a fantastic location. Friendly and willing staff throughout. Clean rooms and bathrooms. Great bar food, drinks and cocktails. Infinitely better value than the Carlton Towers."
September 2023,The Hari experience,A lovely hotel with an amazing staff.  Such an extraordinary and welcoming service by Angelica & Maria. Highly recommended even only for their restaurant. The slider & the doughnuts are a must! The location of the hotel is convenient just minutes away from Sloan street.
September 2023,"Hotel, Staff, and Location are Perfect!!","2nd time we have stayed here.   Staff is great!  Contacted Ben the concierge in advance, and him and Ivan at the front desk took care of everything else.  They placed us on a high floor in a clean and spacious room.    The location is perfect, close to everything.  Belgrave is a high end no non-sense community.  Very peaceful with lots of parks and restaurants in the vicinity.  "
August 2023,Amazing stay! ,"Absolutely everything was perfect! The bedding is extremely comfortable, the rooms are clean and the design is nice. The service is as expected from a 5-star hotel. The area is also very pleasant, as a woman traveling alone I felt  very safe there. The whole team, and especially Andrew, Matt, Alex and John, took great care!"
September 2023,The Hari is perfection,"Every so often you find a hotel that is literally perfect. My recent stay at The Hari was amazing. The location, amenities, room offerings, expert housekeeping and nightly turndown service, and phenomenal staff made for an exquisite stay. I have finally found my ""regular hotel"" for all my trips to London. I can honestly say I am looking forward to my next stay at this amazing property."
August 2023,Great experience ,"Highly recommended. Great choice to stay in central London, food was great ,rooms very clean and staff make you feel like home. Alex is great asset to the Hari, anything we need he made sure was there on time. Plenty of shops and restaurants around the area. Definitely gonna go back. Thank you "
September 2023,Exceeding customer’s expectations,"The Hari is definitely in the top of hotels we stayed in worldwide. Not because of the great facilities but because of the unmatched service level. From the check-in to the last minutes we spent in the hotel, service was impeccable. Staff were extremely positive and helpful and always trying to exceed the customer’s expectations. Great example is that we casually mentioned at check-in that we would visit the New Forest after our London visit. When we came back from a long day in London we found a piece of chocolate art in our room (see the photo), which anticipated our next stop. Rooms are comfortable and really  well equipped (we got an upgrade and were offered a free minibar; room also has great beds and tv’s with chromecast) and we had a wonderful a la carte breakfast.…"
August 2023,Holiday,"Terrific multi national staff. Very friendly and accommodating Room was very comfortable and well maintained,  Extra requests were speedily dealt with  We enjoyed the restaurant for breakfast but wish it had been open for meals at other times.  Lovely visit"
August 2023,Great Experience!,"Loved my first visit to The Hari! As someone who used to live in London, I have stayed at many different hotels in the area when I come back to visit. The Hari was fantastic. It is the PERFECT location and would recommend. *Close to the Knightsbridge stop to go to/from Heathrow on the Tube, great location to take the Underground from Sloane Square stop to explore all of London).as well as all over London). Also lots of bus options nearby to get pretty much anywhere in Central London. *I had a nice and spacious room, with very good air conditioning, plenty of drawers and good size closet to hang clothes. The bathroom spacious and clean too. I loved the turn down service nightly. *Staff was great and were super helpful and friendly. *Great bar to relax and have a drink after a…"
August 2023,"Location, Location, Location!","Great hotel, great location - we really enjoyed our stay! The hotel sits on a quiet corner, within walking distance of multiple neighborhoods. It's well connected, well-appointed and was well received!"
August 2023,Best service in the world,"We faced a situation while staying there which we hope no one will ever have to go through it ever . Our young son passed away unexpectedly on the last night . We have never seen such a level of assistance and compassion anywhere else in the world . As a result of his passing we had to extend our stay for few days , the hotel manager informed us that our rooms will be free of charge for the coming 2 nights AND we when we had to extend again they gave us a 50% discount for the remainder of our stay . Big thanks to Andrew the General Manager , Mathew the Deputy GM and everyone else who were absolutely incredible . As difficult as it may be to return to the same hotel next time we are in London , as far as we are concerned there is one and only one hotel in London for our family .…"
April 2023,Super Friendly Hotel,I booked in for one night last minute as my husband was not feeling well in London and i wanted him to relax. On arrival i informed the recption staff and they gave us a nice quite room for him to relax. The front desk where very helpful and very helpfull on everything. This is one of the best hotels for price that i have stayed in and the location is great. The rooms are very comfortable with a nice big bed. There is a great big tv on the wall and a well stocked mini bar.  I will be back as i enjoyed my stay.  
April 2023,Not to Miss,"I was recently on a 3 week work trip through Europe, and ended my stay with one night in London before heading home.  My boss recommended the Hari, and I have to say my only regret was not spending an entire three weeks there.    The whole lobby staff was amazing, knowledgeable, and immediately recognized me when I came back in the evening and the next morning.  I never felt that I had to ask for anything - their anticipation of hospitality is second to none.  Thank you, I look forward to staying with you longer next time!"
April 2023,Another excellent stay at the Hari Hotel.,"We’ve once again had the pleasure of staying at the Hari hotel and the standard of our suite and services was as usual second to no other.  Mr Ben Malpas, head concierge at the Hari, and his assistant concierge Ricardo made our stay flow with such ease and their attention to our needs and requests were, as usual, perfect and faultless. Every member of staff were always on hand to make sure we had everything we needed and always acknowledged us with a beautiful smile and words of kindness. The food was to it’s usual very high standards and was served with speed and a smile. Our evenings spent whiling away the hours in the very comfortable bar area drinking cocktails and picking at the never ending supply of nibbles brought to our table was very relaxing. Whenever we are in London…"
March 2023,Wonderful hotel,"Having just stayed at the Hari hotel for our wedding anniversary , I can honestly say what a lovely hotel, it is like a hidden jewel as from the outside it looks nothing but inside wow what a beautiful boutique hotel, we would like to send our thanks to the reception staff who could not of been more friendly and helpful, they made our stay very special and memorable. The room was comfortable and clean. The door men went out of their way to get taxis for you.  Nothing was too much trouble. The next time we visit London this is where we will stay. "
March 2023,An excellent hotel with excellent service,A wonderful experience from start to finish. The room was amazing right in the centre of London. The service was faultless and included wonderful personal touches to help us celebrate our stay. Would recommend to anyone and would gladly stay again.
March 2023,A GREAT HOTEL FIND IN LONDON,"The hotel staff is very welcoming and professional. My husband and I arrived on an overnight from the US, and we were given our room immediately, a true gift. Every person with whom we interfaced was a pleasure and very accommodating. The value proposition here is excellent. My only disappointment was with the restaurant, likely not owned by the hotel. The breakfast was completely overcooked and non-edible."
June 2022,My favorite hotel in London - and I’m a Londoner!,"I have been staying at The Hari several times a year since it first opened. It is in a superb location, and has stunning contemporary yet sophisticated rooms and communal spaces. But what makes The Hari is the staff, they almost become friends over time, and do everything they can to make you feel welcome, appreciated and looked after. Personalized, warm service, that makes you feel special. This is a hotel where the little touches are done to perfection. I far prefer The Hari to much better known (world renowned) establishments in London."
June 2022,"Adequate hotel in good location, but very overpriced","Adequate, but way overpriced (> £1000/night for an adequate, but tiny, room where the previous guest's hair still clung to the shower door - and breakfast wasn't even included !).   Breakfast is very slow (10 minutes just to get your coffee and then the waitress gets your breakfast order wrong, so you have to wait some more). Unfortunately no buffet."
June 2022,Belgravia hotel,"Wonderful accommodation in a quiet neighborhood. Great, friendly staff.  Convenient to several tube lines and just a couple of blocks to Buckingham Palace. Hard to forget the Cacio  E Pepe in the restaurant, il Pamparo."
May 2022,Going back home ,I’ve stayed here a few times now. It honestly feels like going back home. I love it! Everything is just fantastic and I would not stay anywhere else in London. The staff are exceptional. The most comfortable beds. The cocktails are amazing- the list is endless 
May 2022,A great find ,"This hotel is in a great location, staff were very attentive and helpful, room was great, facilities excellent and incredibly clean.  NCP parking just round the corner with great overnight deals.  We will be back."
May 2022,Outstanding in every way!,"The Hari is exceptional in every way! From the comfort of the room, to the outstanding food at Il Pampero, to the atmosphere at the bar! The very best thing about The Hari is the staff from the General Manager Andrew, Head Concierge Ben & his people and to include each & every member of the service staff! "
May 2022,Love is in the air at The Hari Hotel!,"I booked the Hari Hotel due to its modern feel and excellent central location. The hotel is a short walk away from Hyde Park, Sloane Street, and excellent restaurants such as Marcus at The Berkeley and Petrus by Gordon Ramsey.   This was a particularly important stay as It was my girlfriends 30th birthday and I would be making a surprise proposal in Hyde Park during our stay, which I made the hotel aware of in advance!   The customer service was absolutely impeccable throughout our stay. In particular, Marzia, Guest Relations Manager, really went the extra mile to make our  stay one that we will cherish and look back on ever so fondly. Upon arrival Marzia and the team arranged an early check-in for us, a beautiful room looking over London containing flowers, Champagne, birthday…"
May 2022,The Hari gets a 10/10!,"Such a lovely and cozy boutique hotel . You will fall in love with this property the minute you walk in. Staff are super friendly and the service is impeccable. Claudio at the front desk was really helpful, always smiling and cheerful.   The location is perfect. Walking distance to Harrod’s ,Hyde Park and the shops in Knightsbridge.  Nice rooms , decent size and the bed is extremely comfortable.  Would highly recommend The Hair and would definitely visit again."
May 2022,Best Sleep,"I could mention the great room, the central and safe location, how pleasant everybody was, but something my wife said made me realize what is the most important: we slept like babies during our 3 nights at the Hari. Is it the comfortable bed, the quietness (even though our room was on the street side), or something else? I don't know, and I don't really care. A good night sleep is what hotels are there to provide, and the Hari does that, and more. I highly recommend it."
May 2022,Best place to stay in London,"The location of The Hari Hotel is simply outstanding. Located in the Belgravia neighborhood, it offers easy access to some of London's most popular attractions, including Buckingham Palace, Hyde Park, and the shopping district of Knightsbridge. Additionally, the Knightsbridge Tube station is just a few minutes' walk away, making it easy to get to other parts of the city.  The hotel rooms are simply stunning. Elegantly decorated in a modern and luxurious style, they offer all the comfort one could dream of when staying at a hotel. The beds are comfortable, the bathrooms are spacious and well-equipped, and the views of the city are breathtaking. Additionally, the rooms are equipped with all modern amenities, including air conditioning, free Wi-Fi, a flat-screen TV, and a…"
March 2023,Professional attentiveness at every turn,"My wife and I stayed here for the first time and could not be happier with the hotel and wonderful staff.  Every single staff interaction was friendly, welcoming, professional and attentive.  Diego and Ben at the concierge desk were super helpful and the lovely woman who checked us in at 8 am got us into a room right away.  After a long flight, being welcomed with a coffee or drink from the bar is a nice touch.  Despite some room refurbishing going on, the hotel was quiet, bed extremely comfortable and amenities perfect.  What a pleasure!"
March 2023,wonderful hotel,"Wonderful hotel.  In particular, we thank Alec for the careful and attentive welcome!  We feel special, living up to the 5 stars awarded to the hotel.  Very attentive receptionists, open the door and help to locate the uber.  We have no complaints, only praise."
March 2023,For a romantic weekend,"Had a wonderful time at the Hari for a romantic weekend in match 2023.  The hotel is well situated, with easy access to central london and Theatreland. The rooms are lovely and the staff impeccable.  I highly recommend booking here for your next trip."
March 2023,Amazing brunch!,"We had brunch Sunday and I could not have asked for a better meal! The pizza was delicious, coffee was strong and the pancakes fluffy! The staff were so friendly, special shout out to Sante and Sandra who were just so attentive to detail and very informative about the menu options. Spent a lovely afternoon and definitely recommend :)"
March 2022,So good to be back!,"It’s been a few years since I have stayed here and I’m delighted to say it’s even better than I remembered. We were celebrating this weekend and were made to feel so special by the team. It was also lovely to see some familiar faces from our last visit. We didn’t have time for brunch this weekend, but the musician sounded great so will definitely be booking that on our next visit."
March 2022,Amazing hotel especially Claudio,"Myself and my husband checked in, to be greeted with a welcome drink any of our choice, and a room upgrade. Claudio the new manager checked us in and went over and beyond to make our stay special. The service provided was exceptional from himself and all other staff member. Beds where comfortable, location was amazing and the room was spacious and a nice temperature. Will definitely recommend and will definitely visit again."
