date_written,title,content
December 2022,Amazing service at Hotel 41,"We stayed at Hotel 41 in late December and I have to say that I have never experienced more attentive service. From the moment we arrived the staff were  super eager to help. We arrived on an early flight from Australia and  started with complimentary champagne and an excellent breakfast by the fire. They had our room ready soon after breakfast - something I really appreciated after such a long flight.   Hotel 41 is a boutique hotel - it is not large and aside from your room there is one main area that is used for reception and food service, as well as a smaller room used for reading or to host large tables for meals. After a small issue with the bath tub we were upgraded to suite. Stay in one of these if you can - it was beautiful. Our previous room was lovely and had…"
November 2022,Perfect London hideaway,"Lovely, comfortable hotel with flexible eating arrangements and a good linked bar/restaurant next door.   Very friendly and capable staff.   Extremely dog-friendly.   My late husband and I were regulars through and after lockdown and now that I am on my own I am totally comfortable there and made to feel welcome rather than an inconvenience as in some hotels.   Previously we used to stay at the Milestone, a sister hotel, also first class but Hotel 41 now suits me better.   Perfect."
March 2023,Very Warm Welcome,"How great to return to your room in the middle of winter with the gas fireplace glowing. With all our previous stays at the amazing Hotel 41, this is the first time our room came with a fireplace. We loved the warm, cozy atmosphere the fireplace created in our room. Although every room and suite can be very different, although they all have the famed black and white design theme.   Of course, hospitality and service by this caring team are still second to none. With the departure of former resident manager Lauren, the resident team of everyone including Dean and Marlen went out of their way to ensure we enjoyed everything and left with smiles on our faces. Thanks Adele for the goody bag of treats for our travels to Birmingham. This is the the only place we will stay when…"
March 2023,Incredible hotel ,Absolutely awesome hotel. Cannot fault it at all. Pure luxury. Customer service is the best I’ve ever experienced. Special mention to James. Complete maturity and professionalism from a 20 year old. Cannot wait for my next trip here. 
March 2023,"41 is a jewel amongst hotels in London,","I am very spoilt when it comes to hotels. Since I'm a german Lifestyle-journalist who used to traveling the world.  I know a lot of hot spots already.   ...but what shall I say.... Hotel 41 is unique in every kind of a way. The extras like complementary sweets, the plunder the pantry-service. The VIP service for every ! guest (not only for the Very v's) ,. The very private atmosphere. the high-end decor and surrounding. It feels like (I guess)  a little bit like being part of the movie Downtown Abbey, spending time in a Castle, not in an hotel . Feeling like a Duchess in front of the fire place drinking tea and eating scones. Served by so wonderful, high professional , lovely members of the staff of 41. Unfortunately I forgot the names since, but I remember Esin, what a…"
March 2023,The best city hotel there is.,The most wonderful experience.  A rare solo trip for two days and was welcomed and treated like an old friend.  The staff are all wonderful.  Was given a surprise upgrade to the magnificent monarch suite which made this tired travelled immediately relaxed and refreshed.  It’s the best breakfast I’ve ever had and the executive lounge is relaxing at any time of the day.  Wonderful experience and can’t wait to come back.
June 2023,Staff made us feel truly welcome,"Lovely stay.  The hotel staff went above and beyond, and made for a memorable London experience.   We enjoyed spending time in the lounge and on the rooftop patio, both of which were great places to relax after a day of exploring the city.  Highly recommend."
May 2023,Beyond expectations!!,"Outstanding facility all the way around.  Covered us up with smiling service, consistently, and everyone was a delight to be around.  The room was very clean and we were gifted champagne for our anniversary.  Dermo went above and beyond and arranged for packages to be mailed back home.  There are many good reasons that it's the #1 hotel in London.  We're so glad to have stayed with them."
June 2023,Exquisite is an understatement!  ,We have never experienced this type of uniquely refined experience and attention anywhere!  From the time you step your foot into the door you are treated like the King and Queen of England--truly.  Attention to detail at every turn.  Hotel 41 is a charming old English experience without being pretentious.  Treat yourself - it is worth it!
May 2023,Authentic hospitality like we’ve never experienced before,"41 Hotel - where do I start. We’ve stayed at most of the top London hotels so were greatly looking forward to this experience.  The hotel is located on a busy road just a stones throw from Buckingham Palace with many traffic restrictions so we were a little nervous about arriving by car. Luckily the hotel had thought of everything and had sent a detailed information mail in advance outlying their services to assist the guest experience. We alerted them to our arrival so a helpful and cheerful valet was already waiting for us to whisk the car away. When you enter the ground floor lobby, you are transported away from the tourist chaos outside in an instant to a calm and opulent oasis. You are greeted by Marble floors,  wood panelled walls and chandeliers. The friendly staff member…"
May 2023,Relaxing Stop to End Long Trip,"The staff is especially responsive, the service prompt, the rooms are charming, the hotel's location is central to key London sights, the martinis are perfect and the ice cream is delightful for a late-night snack."
May 2023,Outstanding hotel even better staff.,"This was our third visit and everything was simply outstanding as usual.   My partner had booked us a room last minute as a treat for my birthday and we were massively surprised to find that we had been upgraded when we were shown to our room.   From the complimentary glass of champagne during the booking in process through to the open pantry and cheese and ham toasties before dinner and the fantastic choice of snacks until 01:00 hrs you just can’t fault what’s on offer, but the thing that makes the hotel so special is the staff!   Every single member of the team go over and above to make you feel so very special and have so much time for you.   The hotel itself is ideally located for the normal touristy things…Buckingham Palace is your next door neighbour and Hamilton is…"
May 2023,I was treated like royalty,Everything about Hotel 41 is excellent. The comfortable rooms and bed and the fantastic service. From the moment I arrived to my departure I loved every minute. We discovered this hotel many years ago and I had not returned for several years and found that this property has aged well and if anything the service has improved which is hard to believe. They do have rooms with a shower and I have a hard time getting in and out of a bath. I will return again.
May 2023,Weekend break ,"A hidden gem. No bar or restaurant, just the 'executive lounge' which is the hub, where guests are welcomed (with champagne and canapés) and where you can relax, it's also where breakfast is served.  The benefit feels like a quiet private member's club , where you can leave  the hustle and bustle of central London outside,perfect if you don't want a really busy hotel with lobby, lots of other people around.  The downside is a slight feeling of claustrophobia due to the narrow entrance and narrow corridors and the one small social space. To be fair, there is a secret door that leads into next door Reubans Hotel, where there are great bar's and restaurants to choose from, which adds to the exclusive feel of going back to hotel 41 as a nice separate space.The service is impeccable…"
May 2023,Best London Hotel,Having never visited London we wanted a hotel with great reviews that was central to the major sites. You cannot go wrong staying here. Amazing service and food and comfortable rooms with everything you need!! And the staff could not be more responsive or pleasant! We couldn’t be happier with our stay at Hotel 41!!!
May 2023,Amazing,"Second time here and I have to say the place is unreal, from the minute you step in the door to the minute you  leave, the service goes above and beyond.  The welcome glass of champagne before you even check in, was a great start. Stunning room, amazing breakfast and top quality staff."
March 2023,Can’t recommend highly enough,"I can’t praise this hotel enough. Probably the best hotel I have ever stayed in for lots of reasons, and I’ve stayed in some of the best hotels around the world. It’s basically a boutique hotel with 28 rooms. There’s no standing around to check in at a reception desk, they come to you with an iPad while you’re enjoying your welcome drink and some well thought out nibbles in a gorgeous cosy gentlemen’s club like lounge area. In this same room they have an array of complimentary food day and night and a fully stocked paid bar. They are open 24hours. You also get your breakfast there which was delicious. We were upgraded (no idea why) to a suite that had a free mini bar, sky tv and a gas real flame fire that they put on for us that evening. The small group of staff couldn’t be more…"
February 2023,Totally pampered,"From the moment you enter the Hotel 41 you are treated with incredible service. There is   amazing attention to detail which makes the stay so memorable. The highlight for me was coming back to the room after a long, tiring and chilly February day in London and finding a hot water bottle in the bed. Bliss! "
February 2023,Wonderful Stay,I had a wonderful stay at Hotel 41. My room was very comfortable and I really appreciated the little surprise touches for my birthday. The service from the staff was exceptional; everyone was friendly and made sure I had everything I needed. One of the best breakfasts I’ve ever had and ‘Plunder the Pantry’ was great to return to after an evening out. I can’t wait for my next stay.
February 2023,A cocoon of calm in the heart of London,"We love this gem of a hotel - it is instantly soothing, from the refreshing water on arrival, to the gorgeous scents and chic black and white decor. The beds are divinely comfortable, all the better to flop into after ""plundering the pantry""! The staff are friendly and give you really personal service. We hope to be back again!"
February 2023,A little gem hidden in the city!,"I cannot fault this amazing hotel. It was an oasis of calm in the middle of the city! Every member of staff were exceptional, making us feel so welcome and anticipating our evert need. Being a small hotel made such a difference as you were made to feel very special. The rooms were spotless and very comfortable. We had such a lovely relaxing stay here and we will most certainly go back."
March 2022,A true 5 star hotel,"Late review but I had to show appreciation when I remembered.  From the hotel doorman and entrance hall, to the lounge and room, everything was magnificent.  Lounge had a complimentary sweet bar and fridge stocked with ice cream for guests and we were welcomed with a glass of champagne. Full English breakfast was one of the best we’ve had and very generous.  Room was small but very nice with comfortable bed and nice touch of lavender pillow spray for us to use and take home. Also a surprise birthday cake for my husbands 30th.  All staff were friendly and accommodating without being overbearing, no snobby staff who haven’t got the time of day and look down on you here.  We loved this hotel and would definitely visit again, it’s the perfect place for a special occasion or just…"
October 2023,No better place in London to stay,"This was our 10th stay at Hotel 41 since 2013.  It only gets the better with each stay.  From the moment we arrive a little sleepy from our overnight flight to the last breakfast before heading to the airport the service levels are unparallel to any hotel in the world.  As I may have said in previous review, any hotel with a button on the phone that says ""Whatever, Whenever"" is a place you must stay.  We will be back again (and again).    The entire staff always has a smile on their face and treat you like family."
October 2023,Recurring theme,"Back to 41 again, and how lovely it was to return.  When you haven’t stayed for a few months, you tend to forget the amount of pleasure you feel when the greeting comes from each and every member of the team who approach with a welcoming smile.  And so it begins: the experience of being a treasured guest at every moment of contact, your every wish carried out and in many cases, anticipated and a choice offered.  This is five- star hospitality as it should be, as the prestigious Forbes rating denotes.   There are many accounts of the quality of the Team, the Executive Lounge, the impeccable housekeeping, the wonderful quirkiness of the building and the Plunder the Pantry offering (which was recommended to me by an American guest who was unaware that I was a regular, and was…"
October 2023,The best of the best,"Hotel 41 can not be beaten. It is so comfortable and relaxing with attention to every detail. We have stayed many times and will continue to do so. We feel so at home in the lounge, where we enjoy the friendly atmosphere, and a laugh with the staff. Satish, Esin Rory and Gabrielle are just priceless."
October 2023,The most fabulous hotel in the heart of London.,"An exceptional boutique hotel next door to Buckingham Palace and 2 minutes from Victoria.  Only 28 rooms, each beautifully appointed and very, very quiet, despite being in the centre of London.  The staff provide 5 star plus service from booking to departure. They are friendly, gracious and extremely helpful.  A perfect oasis for a short or long stay.  Delicious breakfasts. Snacks on display and a magnificent range of wines, cocktails and spirits."
October 2023,Practically Perfect In Every Way,"The ideal London hotel. The staff lead the charge in creating the charm, elegance, and character of this wonderful respite. They work in tandem to create incredible bespoke experiences for their guests, taking care to understand our personal and practical needs, while enriching our experiences with their own personal flare. It was such a pleasure to spend time with each and every one we met there, and sincerely appreciate their attentiveness, thoughtfulness, and creativity.   The beds and amenities are modern and comfortable, and the rooms, halls, and lounge exude cozy luxury. The lounge spoils guests with day-round availability of snacks, and there are fresh scones, jam and clotted cream after 2pm...skip the mid-day nap and rest up for your evening out by having scones and a…"
October 2023,Very unique and memorable hotel.,"I've been to many 5-star luxury hotels, but Hotel 41 left a very special impression. The entrance to the hotel was not large, but the hotel staff, who seemed to have been waiting for us from the moment we opened the door and walked in, welcomed us, guided us to a special lounge, served us welcome tea, and we received check-in service while eating a small cake. I was very impressed that the hotel already knew who we were and provided service before I even said my name. The hotel room was very comfortable, luxurious, and clean, and they provided cleaning service in the morning and evening, as well as a small gift. Also, every time we came back from sightseeing in London, they welcomed us at the door, so we felt like we were coming home every time. All of the bedding at Hotel 41…"
September 2023,Exceptional Service,"My husband and I stayed at Hotel 41 for three nights while in London. The hotel is wonderfully situated for exploring the city.  The room was lovely.  It was very quiet and the bed and pillows made falling asleep easy after a day of adventuring.  The shower had plenty of hot water and great water pressure.    The best thing about the hotel is the personal service.  The staff was eager to make sure we enjoyed our stay and our experience in London.  When we arrived after an overnight flight, the concierge saw to it that we got the best coffees to keep us awake and going throughout the day.  We were even able to check into our room early!  For the hotel happy hour, the server brought us canapés and salty snacks gratis.  The concierge was always eager to offer help and suggestions…"
September 2023,Stay here for a wonderful experience ,"I've stayed at many hotels, 5 stars among them over the years, but this place in terms of furnishings, and exceptional service absolutely stands out. In a word, it is a fabulous place and in a great central location as well. You can usually find something to critique wherever you go but we couldn't here.  From the time we arrived to when we left the service was 5 star plus. Consider this for your next trip to London as we will on our next trip...I can't imagine staying anywhere else after being here"
September 2023,Hotel 41 stay was excellent!,"My spouse and I stayed here for one night in mid September 2023. We loved it. We arrived into Heathrow from east coast U.S. at 6:30 a.m. and took the Tube To Victoria Station. From there it was about a 5 minute walk to the Hotel. We had emailed a couple months in  advance to ask about an early check-in. We got a quick reply with an offer to leave our bags and relax in the Executive Lounge. Arriving around 1000, we received exactly what we were told. The Executive Lounge was excellent! We enjoyed coffees, ordered greek yoghurts with raspberry compote (delicious) and very soon after our room was ready. The staff at check in and in the Executive Lounge were great. Our room (Junior Suite) right outside the Executive Lounge was top notch. A very large bathroom with both a large…"
September 2023,Simply the best of the best.,By far the best hotel I have EVER stayed in. The service was second to none. I stay in London often and often treat myself to a superior room or a suite. Their Executive King room trumped anywhere I have ever stayed including exclusive chains like the Baglioni and St Pancras Renaissance.  The staff were simply amazing. They made sure to know both my husband and I by name our entire stay.  The little touches in the room just went above and beyond. It was truly an experience.  Special shout out to Shân who was absolutely lovely.
July 2023,The Best Hotel In The World. Period.,"This is the best hotel in the world!  We've stayed at the Burj Al Arab in Dubai, Pendry New York and The Savoy. None of these have come close to what we received at Hotel 41, pure luxury.  As soon as you walk through the front doors, the pleasure begins. Your bags disappear and you're escorted upto the Executive Lounge where you are treated with a glass of Champagne. Instantly every staff member knows your name and you're given time to relax and unwind from the outside world. Once settled, the staff, in our case Andrea, guides you to your room. We were very lucky to be given the Monarch Suite.   OMG, the Monarch Suite, what a suite! From the Queen size bed, two bathrooms and lounge and every extra you need for a stay. It oozes lush.  Once you get over the room, you'll head back…"
July 2023,Best hotel we have been to!,"By far the nicest hotel we have ever been to. The staff is super friendly and will help you with anything you need. Yes, it is expensive, but it is worth every cent. The hotel is super quiet and you can sleep all day if you would want to. The location is perfect, near Buckingham Palace, walking distance to Harrods and Bond Street so great for shopping. The interior is not boutique hotel modern, but very old school English. Can't wait to be back! "
July 2023,The best of its kind!,"We’ve just returned from a seven night stay at Hotel 41. We had a split level suite with a king bed that suited our needs perfectly. The attention to detail was evident everywhere, not only in the facilities and amenities, but also in the little touches such as daily replenished fresh fruit and the daily “treats” left on the bed at turndown.   The bathroom featured INSTANTLY available hot water, more than ample water pressure (you never realize how important this is unless you don’t have it), heated towels and ample space for toiletries for two. The bathtub was of a size to encourage basking and the shower was both versatile and intuitive in operation — a delicate balance seldom achieved.   Shortly after your arrival, most, if not all, of the staff will know you by name. At any…"
July 2023,"Always stay here when I am in London. Great service, impeccable hotel.","We have stayed at Hotel 41 for the third time. And there is a reason why we always come back. Feels like a quaint Hotel in a large city in the perfect spot.   We spent our anniversaries here for the third time. Always feels special. The rooms are wonderful, staff is amazing and location you can’t beat.   Even the scent of the amazing hotel is something I love. We always think of Hotel 41 as the place to go for a special occasion. Even our happy anniversary pillows and a yummy cake to celebrate. The little things matter in an age where service is hard to come by.   Highly recommend. And always will come back. Thank you for making it wonderful."
June 2023,The best hotel ever,"The best hotel i have ever stayed! Simoly the best! Complimentary pantries during all day long (ice creams, lindts chocolates, candies - canapes from 5pm to 7pm and many dishes/goodies from 8pm to 1am), many perks at our room - very cosy place, amazing bed and pillows. Two options to our bath separately ; bathtub and a shower. The breakfast is also incredible, many options. One of the highest point, the icing on the cake: Eder and Pedro , completely wonderful hosts - polite, helpful, always smiling. Their hospitality turned our experience into a marvellous experience. "
August 2022,What a FANTASTIC experience ,"We visited for my birthday and from start to finish were treated to such an amazing stay, with everything thought of it was a wonderful place to be, we also loved going for drinks in the downstairs bar which also serves sushi. Picturesque hotel!"
July 2023,Hidden Gem Near Buckingham Palace,"This is a wonderful boutique hotel found on the fifth floor of the same building as the Rubens. They give very personalized attention—from showing us the room details to helping us with getting a take away breakfast for our early morning flight. We had a gorgeous room and thoroughly enjoyed ""plundering the pantry"" each night!"
June 2023,Wonderful stay in London,"This boutique hotel is truly excellent!  It is small and the service is very personal.  It is better than some Ritz Carltons I have stayed in.  The staff could not have been more pleasant.  It is quiet and not one of those places to be seen in.  Given how hectic London is, it was truly an Oasis.  It is a bit expensive but we do not travel to London often."
April 2023,Great british hotel,"came to this hotel for my britain trip and it was a pretty nice hotel. the service was nice and the rooms were clean. this is a good hotel i would probably come again. Thanks for reading this review, and i hope it helps with future decisions. Have a great day!"
June 2023,The Best,"I have stayed at some of the best hotels around the world and I must admit that it takes a lot to impress me.  Hotel 41 not only impressed but surpassed all expectations.    The hotel has only 28 rooms all on one floor close to Buckingham Palace.  The hotel has the feel of an exclusive private club without an air of pretentiousness.  Our room was very very nice with bed sheets and pillows that were a joy to experience each night  But it was the service that truly set this hotel apart from others.   Individuals like Eder, in guest services, went out of his way to ensure that we had all that we needed.  He took the time to personally help us pick up an item that we needed as opposed to just providing directions to the pharmacy.  This was a hint of the type of service that we…"
September 2023,Unique experience - feels like staying at a friend in his old Englisch home. Highly recommended.,"Excellent! Very unique experience. Not your typical hotel with a gracious foyer or reception. Feels more like staying at your friends old English home. Very cozy. Unbelievable friendly, vigilant and helpful staff. Great location. Lots of attractions and restaurants/pubs in walking distance. Hanging out in their executive lounge provides tranquillity and brings you back in time. The same applies to the rooms. Breakfast and drinks are outstanding. They even have a little rooftop terrace with seating and a bar. The only thing, though: I am 6 feet tall and not all of the sitting areas in the beautiful executive lounge are spacious enough to sit comfortably. One bathroom in our room felt more like I have to put it on rather than being able to walk in. Given the otherwise outstanding…"
September 2023,Perfection,Just returned from a 3rd visit to Hotel 41 as was celebrating a big birthday. From the minute you step foot into the downstairs foyer you are treated like royalty. All the staff are so helpful & nothing is too much trouble. I do have to give Connor a special mention here as he was who we all dealt with the most. They  arranged canapés & champagne on the roof top bar before we went out. You actually don’t even need to go anywhere as there is always something out for you to eat! We all can’t wait to return & are already planning our next visit.
July 2023,Wonderful experience.,"We loved this hotel.  The staff treated us like royalty the moment we walked through the door. Hotel 41 is a boutique hotel with only 28 rooms.  The staff’s attention to detail is remarkable.  The rooms were nicely appointed and the black and white decor is very attractive .  Upon arrival, we were taken to the Executive Lounge where everything happens.  Breakfast, tea time and dinner is served in the lounge.  Our breakfast was included with our reservation.  All other food was complimentary.  The only complaint we have is that it was not made clear that the beverages are not included (ie juice, coffee, tea, soda).  It was our understanding that only alcoholic beverages were not included.  There were four of us present when the amenities were explained.  I don’t believe all four…"
August 2023,Brilliant!,Outstanding service. Excellent location opposite Buckingham Palace. Have stayed twice and will return. It’s the little touches like staff knowing your name that make this hotel stand out. Breakfast was fabulous too.
August 2023,Service with a capital S!,"The service at this hotel is AMAZING!  It is in a great location, and the rooms are really nice, but what separates it is the service!  From the welcome champagne to the day long snacks, they really could not be any more accommodating.  Our stay in London was too short this time but would definitely return to the 41 on a future trip….five stars all the way!"
August 2023,Outstanding Service In an Elegant Boutique Hotel,"The most superb experience we've ever had at a 5-star property.  Outstanding personalized service, beautiful accommodations, and amazingly attentive staff.  We were greeted by name by each staff person, provided super helpful suggestions for day trips and dinner cruise, and made to feel incredibly special.  One of the best boutique properties we've ever experienced - and we've been to a lot! "
August 2023,Excellent Experience,"We stayed at Hotel 41 for two nights and found the experience to be perfect. From the seemless check in, to the fantastic staff. Our room was extremely well appointed and lacked for no amenities. The Executive Lounge was wonderful, and our breakfasts were top notch."
August 2023,Absolutely stunning hotel,"Hotel 41 is one of the best hotels we have ever stayed!  The rooms are absolutely gorgeous.  The staff is UNBELIEVABLY helpful, courteous, welcoming and accommodating.  We will definitely return and will recommend this hotel every time someone asks us about our trip to London.  This one should not be missed!  "
August 2023,50th birthday celebration,"Stayed for my wife’s 50th birthday, from the moment we arrived to the minute we left everything we experienced was just totally flawless, from  the staff to the whole experience of the hotel was just outstanding, the staff go above and beyond making your stay special, by far the best hotel we have stayed in and we will definitely be returning, well done hotel 41 you deserve all the accolades that come your way 👏👏👏"
July 2023,Hotel 41 Is What Every London Hotel Should be Modeled On,"This is hands down my wife's and I favorite hotel (and now even our 3 children)! We've been there 3 times now and It's pure English Class with the best service that we have ever received anywhere in the world. The rooms are impeccable and the thoughtfulness  and attention to detail of the staff is exquisite.   Also, their executive lounge (the heart of the hotel) is one of the most coziest and relaxing places we have ever had a meal or drinks. It made me feel like at anytime I could turn my head and see Sherlock Holmes in a corner sofa drinking some brandy attempting to solve his next case.   All that to say, if you want an unforgettable time in London, Hotel 41 is a must! "
March 2023,Amazing honeymoon experience 😍 ,"My husband and I recently stayed at hotel 41 London, in the Conservatory suite for our honeymoon. From the moment we walked in we felt well taken care of, and we enjoyed everything from the greeting glass of sparkling wine to the optional extras like flowers and chocolates in the room. The meals, the service, and the beauty of this historic boutique hotel were all excellent. Be aware though, it is in the heart of the city and if you're a light Sleeper you may want to consider something to cut the noise of sirens. "
April 2023,Unique interior and very friendly staff,"Very friendly staff who helped us, excellent customer service, great location, nice food, the roof terrase is an extra cool feature of this hotel.  Interior design and furniture are unique and has its nice character. "
April 2023,Absolutely first class,"After numerous visits to Hotel 41, it never fails to please. The accommodation is outstanding, and the breakfasts are amazing. The friendliness and helpfulness of the staff are a credit to the Hotel. Nothing is too much trouble. "
March 2023,"The best hotel in London, hands down!","This is the second time we've stayed at Hotel41 and it won't be our last. What makes this hotel extremely special is the care that each and every staff members provide. It is amazing that the staff knows and remembers your name. Once you arrive, they never ask your name, they just know it. I tried to find out how they do it, but no one would divulge this secret. :-)   We loved hanging out in the lounge before and after dinner! The endless amount of snacks provided are also such a special touch. The housekeeping staff is the best staff that I've ever encountered, and we've stayed at many luxurious hotels. We can't wait to come back and visit again!"
