date_written,title,content
August 2023,Dinner at the Ting,It was a rainy and lightning day but...Very good service from Dinil an Rahul at the Ting. . We ate dinner at the Ting. Highly recommend. Great atmosphere an live singing. Food was nice an great hazelnut latte. 
August 2023,Outstanding experience with nice food,It was an surreal experience. I got lucky and sat right at the Windows. The View was absolutely amazing. The food was very good. I had the salmon as a Starter and It was absolutely perfect. Mathias was my waiter and he was really really nice! Thank you! The food and Drinks are a bit pricy but for me It was absolutely worth It.
August 2023,Possibly the Best Hotel Service in London,"The service of Shangri-La The Shard is second to none in London.  Right from the porters, concierge, guest relations officers to front desk, every staff serves you from the heart.  And it’s no lip service.  They all do their works efficiently and in a most helpful manner.   To be frank, they help me find my lost wallet with passport in it.  We would not forget how conscientious, proactive and thoughtful they were in taking care of every aspect during the situation.  Among them, we wish to particularly thank from our hearts Bassam, Iewa, Leah and Mariana, who have done everything for us - checking the driveway and entrance and the Uber driver, providing us with all useful info and speaking all the calm words before we found the wallet.  They took the matter in their hearts and…"
August 2023,Amazing,"Amazing views, atmosphere, food and service. We had the 5 course tasting menu and it was fantastic! Would definitely recommend for a special treat. Thought it was good value for money and the staff were wonderful "
August 2023,Amazing dinner with gorgeous view of London.,"We had dinner at Ting around 8:30pm and the service with absolutely amazing. Our waiter Yassin provided one of the best dinner service we had in London, he deserves a lot of credit for an amazing meal. The dinner was also incredible with amazing view of the city skylines. "
August 2023,Afternoon Tea at Ting,"Absolutely wonderful service. Our server was Elvis and he helped us on choosing our tea. He was very polite and welcoming. Ambiance was good, lighting was good and we were seated near the windows overlooking the city. Other staff were nice as well. I would go back to have tea again at Ting. "
August 2023,Ting experience,Came for anniversary with family. Great service. Ana was excellent. Kids have severe food allergies. Ana and the kitchen were very thoughtful and careful. We also got a complimentary dessert for our celebration.  Good food. Pricey but worth the view
August 2023,"Glorious, iconic and wonderful","We were absolutely thrilled with this glorious, iconic and wonderful experience. Not only did we have a fabulous view, but we were also thoroughly impressed by the delicious food and drinks. The service from Dave and everyone on the team was impeccable."
August 2023,⭐️⭐️⭐️⭐️⭐️ Truly Amazing ⭐️⭐️⭐️⭐️⭐️,"We had a one night stay in a interconnecting city view family room (4004 & 4005) to celebrate my daughters 10th birthday.   From check in with Crystal to check out with Ian our stay was truly exceptional. I think I can happily say that Shangri la London was the best hotel we’ve ever stayed at.   Our rooms were stunning, fantastic views and well appointed. And the bathtub with a view in one of the rooms was a fantastic surprise.   My daughter was truly spoilt by the hotel for her birthday with cakes, soft toys, a balloon, card & birthday message. She said she didn’t want to go home.   The valet team were also excellent and very kindly took my electric car off to be charged so we could head straight home upon check out.   We all felt truly spoilt during our stay and felt like…"
July 2023,Breakfast with a view,"A warm welcome and breakfast with a view. Served today by Syed with utmost care and a very good service on the start of my day. Thank you. Preferred to be seated on a more quieter area. I have been to other Shangri-La restaurants, which served far better selection of food and variety. Too expensive for the limited amount of food on the buffet. "
August 2023,Gong - Saturday night,"Went to Gong for drinks and food with two friends on a Saturday night l. Excellent service, ambience and music. Mira our waitress was wonderful and so were Davide and Matteius at the bar who gave us each a free shot!"
August 2023,Calm and relaxing.,"Amazing. Greeted out the front and given directions, greeted up stairs by Viola who helped to direct me to my friends who were already here. Lovely smile and very welcoming. JoJo came and poured our champagne and he was so lovely and smiley too. All the staff were great helping with wine options and snack options. "
August 2023,Fantastic experience ,"It was my birthday and Jannette from kitchen took us to the sky lounge. The staff were so attentive and welcoming Voila, JoJo and Simone were such fantastic hosts. Thank you for such a wonderful experience "
August 2023,Brilliant Birthday At Ting,From start to finish service excellent! Ana was superb hostess. Very helpful & gave fab suggestions on what to have. The experience from the staff was welcoming & just made our experience so memorable!! Thank you so much. Will come again for another dining experience.
May 2023,Wonderfull experience ,"Kyriakos did an excellent job on recommending cocktails and sushi appetizers from the menu. He was on top checking on us all the time and he gave us a table with a great view. Also the bar has a great atmosphere, view and ambience. Professionalism and great customer service. Will definitely visit again!"
October 2023,Hotel stay review,"Wonderful view as all have mentioned but the hotel needs some repairs.  The faux leather doors to the hotel rooms are so worn, it looks terrible.  The water pressure in the bathroom is low so it’s takes forever to fill the tub.  The pool area is tiny and jammed with people.  The workout area is small as well.  The room sizes are wonderful though. Overall it was a wonderful stay but the hotel and clientele feel very Michael Kors vs. Dior!"
August 2023,Afternoon Tea at Ting,I had afternoon tea at Ting and Dave was phenomenal! He was attentive and went above and beyond to give the full experience. The food was delicious (and there was more than expected!) Plus the views were incredible! 
August 2023,A wonderful evening with excellent table service.,"A wonderful evening with incredible views of glorious London! The food at Ting was delicious, and the service was impeccable; Mathias, our waiter, went over and beyond to make sure our evening was a success. He was attentive, smart, professional, knowledgeable about the menu, and had a charming demeanour about him. An excellent example of high-class service. Gracias/Merci/Thank you, Mathias! "
August 2023,Great day out ,Me and my mum come  for afternoon tea and couldn’t be more pleased with our experience. Our waitress  Jenny was very nice and made sure our experience was magnificent. Thank you very much Jenny. We will be back soon 
August 2023,"Beautiful hotel but I felt that it was rather impersonal  and 'corporate'. I am all for understated luxury, but, something felt ","Great location. Wonderful building. The location on the higher floors of the Shard means that the views are spectacular, particularly those with the City aspect. Entry level room was rather 'safe' in terms of decor- you could be anywhere. Also I didn't get a feel of luxury- this is a 5 star hotel. All very understated. Great nights sleep- bed was very comfortable and lovely bed linen.   Bathroom was great and shower wonderful. Fluffy towels! Bars and restaurants offer a range of international dishes. Good service levels. Overall I was a little underwhelmed with this stay- obviously top end pricing . They need to go the extra mile for this, and I felt this wasn't achieved on this visit. "
October 2023,Afternoon Tea @Ting,"I had afternoon tea @ TING and it was a 10/10 experience for me.  First, the view- duh! The food was good and the service was great! Jenny helped me and she was a delight. Very helpful w/my tea choices and just an overall lovely lady who assisted me. It’s totally worth the price tag, especially if you’re celebrating something special. "
October 2023,Amazing pink afternoon tea!,"The most amazing pink afternoon tea experience for breast cancer awareness month! Dinil looked after us and was the best! Clearly described all the food to us, his tea recommendations were all spot on as well and he was great company and so attentive. We loved the view, were treated to almost every season the UK has to offer in one afternoon and even better that the pink afternoon tea benefits charity! Thank you Renate and all your team x"
October 2023,Great location accompanied by great service. ,We had some lovely drinks this evening served by Mathias. We didn’t have a reservation but the team found us a cosy spot anyway. Mathias was thoughtful and attentive for us. The drinks were really enjoyable and we would happily come back again.
October 2023,Consistently good,"Another fantastic few days at the Shangri La. This time, we stayed for 6 days and enjoyed - just like on past stays - great service, omnipresent views, and slept in a meticulously tidy and serviced room.   Special thanks to the sky pool staff and jenny and carlos at breakfast!"
September 2023,Highly recommended for special occasions ,"A truly memorable experience and highly recommended for special occasions. We were looked after very well by Yassin, who only started at the Ting Restaurant a few weeks ago. The food and service were excellent. The views of London from our table were magical."
September 2023,A fantastic experience,What an experience! Went for champagne afternoon tea for a birthday. The quality was amazing but the service fro Helga was second to none. Attentive knowledgeable and provided excellent recommendations. Can't wait to return 
September 2023,Great food with a skyline view ,It was a great experience our server jenny and Emilio was great food tasted amazing with view. Definitely I recommend to visit here.  If you wanna have a great view of London skyline   5 star food  5 star service  5 star ambience  
September 2023,Only the view lived up to expectations….,"My parents booked to stay to celebrate their 60th wedding anniversary. Having stayed at Shangri-las around the world, they expected a luxurious and special experience. Sadly, it failed to deliver with the exception of the view of the river (which on arrival cost an extra £50).  Despite the hotel not being that old, the room showed signs of wear and use. However, it was spotlessly clean and well designed. The view was incredible from the 44th floor and the binoculars helped!   The hotel were aware they were celebrating their 60th wedding anniversary and had left a bite size piece of cake with ‘Happy anniversary’ - this was the greatest disappointment. Having stayed at Shangri-las (and other eminent hotels) for lesser occasions, we expected some recognition in-line with its…"
August 2023,Dave is amazing!,Dave really took care of us and we felt special and well fed @ting!! So attentive he also got us some complimentary macaroons for my husband’s birthday!   Fantastic experience definitely recommend it!
August 2023,Amazing experience,"Amazing food, great views. Syed provided an excellent service. Will come again and try with friends and family. We were accommodate well and the food was really tasty. All in all it was a wonderful experience "
August 2023,Top place to go in London,"The amazing night started with the nicest reception ever, with a instagramable decor. The staff at the entry of the hotel were super welcoming just as the security staff. When we got to the restaurant we got surprised with the spectacular view of London, specially the Tower Bridge, it looked like a painting.  The restaurant staff welcomed us with an amazing champagne. Now the food…. Simply the best that I had for a long time, for starters we had the scallops and the shrimp rolls. I don’t even have words to describe how delicious it was. Then the main courses, Salmon and the lobster bun super balanced taste and size. We also had the 5 spices beef, and for me was my favorite because the beef just melted in every single bite.   The restaurant staff was so caring with us, always…"
August 2023,Really lovely food deink and service,Really lovely food atmosphere and service Rahul was really attentive and lovely. The pork was particularly tasty and the melon fizz cocktail was delicious. The children enjoyed the noodles and wecwere given lovely chocolates as it was someone's birthday 
August 2023,"Great place to go with friends,work collegues or family.","This was my second time in this beautiful place with incredible london bridge view. The staff is always  ready to help, the atmosphere is lovely and food is both  delecious and beautiful presented.  To be honest, they make the best cocktails around all london.   "
August 2023,"Ting Restaurant, Shangri La, The Shard - great views, amazing food and attentive staff!","As a gift I was given a Virgin Experience voucher for a 3 course meal at the Ting Restaurant at Shangri La, The Shard. We booked for Wednesday 23rd August at 6pm. You have 15 minute time slots between 530pm and 630pm. I went along with one of my friends who had never been to The Shard before and we both used it as a celebration for our birthdays. From the moment we got into the building we were greeted by a lady at the desk who said we could sit on the sofa in the Reception area, which had a beautiful cloud background with butterflies and hot air balloons and beautiful oversized flowers while we waited for our booking time as we had arrived early. This gave us a chance for some lovely photos while we waited which she offered to take of us both.  When our table was ready, she…"
August 2023,Sky lounge mocktails and nibbles,"Amazing service and views and toilets !!! are to die for.  We had drinks, moctails for my 17 year old and fries and chicken satay...food gorgeous and staff friendly,  professional and just the right level of attentiveness from them.  Special thanks to Jojo who was a wonderful bar tender and help and gave good drinks and food advice.  We will be back !"
August 2023,Yassin was amazing,"Setting was amazing, perfect service from Yassin and he was very helpful. Had a really nice night out. Food was great, the Halibut dish was a personal favourite. Looking forward to coming back again in the future. "
August 2023,Great 5 course with Yassin,Had a great dinner with Yassin as our server he did a fantastic job at carrying us through the meals and giving us a great dining experience. Each meal had great flavour had an exotic and deep flavour. Yassin made sure we understood each and every meal. Great job!
August 2023,YASSIN,"The 5 course experience was amazing to say the least. I definitely recommend businesses/families to come down for it.  Very comfortable, vibey & the customer service was great.  Special mentions to Yassin :)"
August 2023,Delicious food and fantastic atmosphere,"My parents and I had a fantastic evening. Jing, our waitress, was absolutely amazing: attentive, fast, polite and helpful. She patiently answered all our questions about the food and recommended the best dishes. Food was delicious and atmosphere was great. "
August 2023,Nice experience,"I went with my family there.  Was so nice experience.  Mr. Asore , Tatiana, viola, Inon , Somona, Simon and Jojo  They all were so nice and hospitable.  We had great time. Good food and AMAZING view.   Highly recommend. "
August 2023,Best Afternoon Tea in London!,"Had a wonderful afternoon tea for my daughter’s birthday, and the service provided by DAVE was second to none!  Thanks for making today special! The views were amazing as was the food and service! I would highly recommend making a reservation as soon as"
August 2023,Great experience for afternoon tea as Ting,"Visited for afternoon tea on a Sunday and was truly delighted with the experience. The panoramic views offered from the venue are absolutely breathtaking and add to the overall serene ambiance. Each bite of the food was a testament to culinary excellence - fresh, flavorful, and elegantly presented. Special mention to Jing, whose attentive service ensured our afternoon was seamless and enjoyable. To top it all, the live music in the background was the cherry on top, enhancing the atmosphere and making our visit truly memorable. Highly recommend for those seeking a splendid afternoon experience! ⭐️⭐️⭐️⭐️⭐️"
August 2023,An excellent meal at Shangri-La Shard,We had a wonderful lunch at Shangri-La Shard to celebrate our wedding anniversary. Helga served us; she was thoughtful and attentive but not intrusive.  We had a great time sitting next to the window and highly recommend the five-course menu.
July 2023,shard view,"was a wonderful experience at Shangri-la at Shard. Tasty food and amazing drinks, served by friendly staff. Simone was very professional and knowledgeble. He provided us good advises about cocktails. Will visit this place again. A visit is strongly recommend."
July 2023,Beautiful food,Our waiter Dave was fantastic and attentive he waited while we took photos before he served the first course. Only note was that wine ordered at the beginning came out later than expected from another server. 
July 2023,4 night stay in an iconic London landmark!!,"Room is large, has a great view of London and bathroom is stunning. The hotel itself and the public areas however, did not feel as luxurious as expected. The entrance at street level feels like an airport hotel with queues for lifts  which always seemed packed. The lobby had a similar feel and does not feel particularly welcoming or exclusive.  Staff do not seem that friendly apart from the porters. You are paying to stay in a landmark, which is a lovely experience, but it means crowds in the bars etc so you loose the feeling of coming back to a warm hospitable retreat at the end of the day. We feel there are better hotels in London in this price range. It takes more than the building to create that feeling of exclusive 5 star hospitality."
July 2023,Wife’s Birthday at TING,"We came her for my wife’s birthday and Dave provided an excellent service. From the moment we sat down to even service of the meal, he went above and beyond to enjoy we were comfortable and had an amazing time. He was also understanding in going out of his way to ensure we had a great window view, we made all the birthday extra experience. Thanks Dave and highly recommend the venue "
July 2023,Brilliant Dinner,Amazing service by Syed. He helped us with choosing our delicious food. He made the evening really pleasant and gave us a window seat when it became available with the amazing views. Once again thank you for your great service and will be seeing you very soon
July 2023,Date Night,"Visited the Shard , for dinner . The service was amazing . I was served by Dave , who was really nice and welcoming. The food was lavishing with plenty of options. Will recommend. Me and my boyfriend loved the view. We sat where the window was. Dave again was very helpful with the menu. Definitely come here again."
July 2023,Birthday party,"We enjoyed my son’s birthday around the pool. First class everything, the building, the decor, the staff and the refreshments. The absolute no.1 venue. Thanks so much for a wonderful time shared with family and friends. "
July 2023,Amazing from start to finish!,"Last week, I was fortunate enough to celebrate a friend's birthday at the Shangri-la hotel, and all I can say is wow! From start to finish, the experience was nothing short of amazing. Not only was the service impeccable, but the drinks were fantastic and the views were breathtaking. I was pleasantly surprised to have met Kurt, the hotel manager, who clearly takes great pride in ensuring each and every guest has the absolute best experience possible. I would highly recommend this trip to anyone looking for a luxurious and unforgettable experience. Trust me, you won't regret it!"
July 2023,Friends birthday,What an amazing experience my first time there celebrating a friends birthday and it won’t be the last . The service was exceptional very attentive and polite staff.  Highly recommend for a function or even just for a drinks and dinner . 
July 2023,Fantastic service for our son’s birthday celebration,We had an amazing night here to celebrate a family member’s birthday. We hired the pool room and were given extraordinary service. Couldn’t recommend highly enough. The staff were excellent and it really was a day to remember. 
July 2023,Night in the sky,Outstanding and unrivalled views from this iconic venue - the staff are so friendly and attentive! Went for a birthday party at the Gong bar and the drinks were super tasty and not as overpriced as I had been expecting. 
August 2023,Luxury at it's best.,"We were here for the birthday celebration of my husband, the team at Ting was amazing they took good care of us. We enjoyed the lovely ambiance and the food was delicious. Special thanks Syed and the manager(sorry i don't remember his name) for making this occasion so beautiful and memorable. "
June 2023,Amazing views & experience!,The restaurant was amazing! We had the prix fix menu along with more added side dishes. Each course was delicious!  The person charged with our table Jing was wonderful! She made sure everything went smoothly...definitely a 5 🌟 experience! Highly recommend...& we will certainly be back!  The views were simply incredible!
August 2023,Amazing views,This Hotel has amazing views and great places to dine. Our room had an excellent view of the city as well as the London bridge. The bathtub also had a beautiful view of Thames river and the London Bridge. The staff was very polite and accommodating.
August 2023,Afternoon Tea,"Afternoon tea @Ting was amazing.  Dave was wonderful.  We had the vegan options which were fantastic! The views, the service and the ambiance made the experience memorable.  Will definitely visit again when I’m back in London.  "
August 2023,Amazing food,"Syed/Rahul really looked after us, with great food recommendations. He suggested the 5 spice beef and fried rice … we also had the prawns. Food was amazing. Service was fast and couldn’t do enough for us."
July 2023,Henry’s amazing birthday bash,"We spent an amazing night at the Shard for my nephew’s birthday. Kurt and his staff were amazing, they gave us a warm welcome and looked after us all night. The drinks and food were delicious and we were surrounded by breathtaking scenery. The staff ensured my nephew had a birthday to remember, thank you again for some wonderful memories. "
July 2023,Faultless,"Incredible experience. Attention to detail is second to none. Staff are super helpful and attentive. Rooms are wonderful and comfortable. Views of London are mind blowing, especially in the evening. Cannot wait to return!"
