date_written,title,content
July 2023,Wonderful Spa,"The spa was such a lovely and relaxing experience, I highly recommend to anyone! My therapist Hannah was so sweet and took care to go over my needs beforehand, as well as leaving me with a helpful list of products and info afterwards. The spa receptionist Erica was great as well and created a calm environment. The massage was just what I needed after traveling and the facial left me so refreshed but was gentle enough not to irritate my skin. Will definitely return next time I’m in London!"
June 2023,Sun Bronzing ,Hannah was welcoming and very efficient.  She did a lovely job in my spray tan and was very helpful during the entire process.  She made this treatment more relaxing especially as this was my first time!    She is a lovely person 
April 2023,Home!,"We were at Brown's in April this year for 8 nights. We were traveling with our 5 year old son and booked a junior suite. Brown's is perfect for families. It's home! every day on our return from excursions around town, my son excitedly used to say ""We're home"". He felt at home! The entire team at brown's made sure we were taken care of. Location is in the heart of Mayfair and as good as it can be for London. A special mention of Ivan and John at Brown's who  went out of their way to make our stay special and developed a bond with our family. We will definitely be back"
June 2023,Unmatched service and comfort at Brown's,"We spent last weekend at Brown's Hotel celebrating our 45th Wedding Anniversary. From the greeting on our arrival until our departure on the Sunday we could not have been looked after any better. The staff were all friendly,  kind and considerate and prepared to go ""that extra mile"". Our suite was spacious, comfortable and cozily unfussy and the breakfasts tip top. It is seldom that you cannot find anything that could have been just a little bit better -  but that was our experience during our stay at Brown's. The Hotel is wonderfully positioned in the West End allowing us to walk to the various shows and exhibitions we went to."
May 2023,This is the place to stay if you want to avoid crowds,"Excellent hotel in the heart of Mayfair. Hotel had a boutique feel to it as there are not crowds of people. The staff addressed us by name every time we came and went. The concierge service was outstanding, checking on our lost luggage and also changing a lunch reservation for us.  We booked through AE platinum and received a couple of upgrades. Breakfast was delicious and it was ordering off the menu instead of a buffet. We enjoyed the breakfast.  We will stay at the Browns again next time in London. This was our 2nd stay there."
May 2023,"A fabulous, quaint hotel ","What a fabulous, quaint hotel. We went with my 16 month old son, and they made everything seamless. The restaurant was super sweet to him even though he made a mess. Housekeeping was wonderful cleaning up after us and providing lots of water. Concierge made booking shows, and restaurants very easy. Bellman Gigi, Simeon, Jorge and John were always so welcoming. Every time we came back to the hotel. They helped us secure and load a taxi big enough for all of our luggage.   Highly recommend and can’t wait to be back!"
May 2023,Feeling at home in Mayfair,The hotel feels like coming home. Everybody was trying its best.  The atmosphere is like living in a nice town house in the hard of Mayfair. One of my best hotel experiences I had in my life.  Thank you very much.  Christian 
April 2023,Amazing Facials in Spa,Over the last year we have been coming to this spa every 2 months or so for facial treatments. Every time the service and quality of the facial is 10 out of 10. Last time we went we had Aurora and Fuzia (sorry if spellings are wrong!) and they were both amazing! Ruta as well is also incredible when we have had her. We will definitely keep coming back as everything is perfect. 
May 2023,An amazing historic hotel.,It is an excellent hotel. Elegant with a lovely atmosphere. The service is impeccable and all the staff made us feel at home away from home. The afternoon tea is highly recommended. Finally the location of Browns is amazing. Right in the heart of the city. Highly recommended.
May 2023,One of the best!,"We travel often and to nice hotels and this was one of the best hotel experiences we've ever had. They listened to our request for a quiet room; went out of their way to find restaurants, etc for us; were very pleasant with every interaction, etc. Plus, the location is terrific and the hotel is a beautiful boutique. "
May 2023,Absolutely Incredible,As expected of Browns our experience was superb. Givi and Simeon looked after my Fiancé and I very well and made us feel very welcome as did the rest of the staff during our stay. Our room was wonderful and perfectly presented. We ordered room service as we checked in which arrived promptly as we were heading out for an appointment. We had the Sunday lunch the following day at Charlie's which was absolutely fantastic. We love staying at Browns. The fact you feel like you are at home whilst you are there is something I can't say for other establishments. We very much look forward to our return later this year.  
April 2023,Amazing Hotel,"We stayed at this hotel with our two kids under 5 years old and had a great experience.  They went above and beyond for our two young children.  The hotel is situated in a great location in Mayfair within walking distance to multiple sights, restaurants, and shops. "
April 2023,Amazing stay,"Had 2 amazing days with my son. From Check in to departure everyone was extremely helpful and friendly. From the Moment we entered we felt like Family coming Home eventhough we Never stayed there before. The Room was amazing and the bed the most comfortable ever. Huge Thank you to Irene from Guest Relation , the lovely Restaurant Hostess which Name i forgot, Neil the Doormen and the 3 amazing Staff members who looked After us in the bar and even treated us with a Tea Gift to take Home as a memory.  Definately worth a visit and we will be back for sure "
April 2023,Best Hotel in London,"This hotel is super! An high standard of service, very nice and friendly staff. The rooms are very clean and the bathroom is perfect. We had Connected rooms with 2 adults and 3 children. The hotel is located in the centre of London. The hotel has really the best breakfast included. You can choose what you want. The restaurant is also great. We are comming back, much better than The Ritz. "
April 2023,"Phenomenal experience, can't wait to return!","Our experience with the Brown's Hotel was beyond expectation. Ahead of our arrival in London, Gerard, Richard, Lee, and Andreea in the concierge department helped us to book our tours and dining reservations, providing helpful suggestions, which was much appreciated (first time in London with my kids). Then, from the moment we arrived at the hotel until checkout, our experience at the hotel was excellent. The staff was friendly, helpful, attentive and went out of their way to ensure that we had a great stay. We have a large family with a range of ages and each of them received special attention from the hotel; age appropriate toys in the room, child size robes and slippers, even a tabletop nightlight similar to those we had at home (they loved all of it). We spent Easter in…"
April 2023,The best hotel in London!!!,"It is just perfect hotel !!! Best location, very  beautiful interior design, excellent service, very friendly, very professional employees 🙏 !Tasty breakfast !!! Afternoon tee was just gorgeous!!!   Thank you so much for such a warm welcome and for a great time in London!! "
April 2023,A magical week at Browns,"From the moment we walked in the door of Browns, it was magical.  The entire staff was so professional and accommodating.  We have stayed at Browns in the past but the updates they have completed have made it even more wonderful.  We traveled with our family, grandkids 15, 12 and 10 and their parents.  Everyone was delighted with the service and accommodations.  The hotel is also located in the best location...close to everything that a tourist might want to see.  Highly recommend!!!"
April 2023,Our favourite hotel in London!,"We stayed at the Brown's for the second time over the London Marathon weekend and just like our first visit, it was truly amazing and special!   The location, the staff and service provided is nothing like any other.   Every special request we had prior to our arrival was promptly dealt with by Irene and Charles from Guest Relations.   Upon our arrival we were able to check-in early and due to taking part at the marathon we were also able to check out late which made a world of a difference to us on the day.   The food in both at Charlie's and Bar Donovan was amazing and we cannot wait for our next visit.   The Brown's is truly the best hotel in London and we couldn't recommend it enough!   Thank you for your whole team for looking after us so well and making us feel like we are…"
April 2022,A special hotel,"We have stayed in several other Rocco Forte hotels which have all been good but Brown’s is a cut above. We were visiting for an anniversary and birthday celebration and the staff could not have given us a better welcome; this was equally true in Donovan’s bar and Charlie’s restaurant. We had a slight issue with our room and this was resolved quickly and generously with an upgrade to a lovely suite. From the bed linen to the decor, everything was top quality and carefully thought out. We found breakfast service a little slow in the restaurant but room service was terrific and arrived promptly. Whilst such excellence comes at a cost it is worth it for a different level of hotel service."
April 2022,First Class Friendly Service,We only stayed at the hotel for one night but we have never received such amazing service than we did at the Brown's Hotel.  From the moment we stepped through the door the service was amazing. We were made to feel welcome and nothing was too much trouble.  Even on the day we were leaving they made us feel special right to the moment we walked back out through the door. The rooms are comfortable and clean and all amenities you could think of. Would highly recommend this hotel for your next stay in London.
April 2022,Afternoon Tea,"What a luxurious afternoon tea! The staff are attentive and generous (i.e. extra portions without needing to ask) and there is a wide selection of tea. The sandwiches were scrumptious, the scones light and fluffy, and the sweet pastries were dainty and delicious. It's well worth the price."
April 2022,Brown’s Afternoon Tea Never Fails to Amaze!,"Brown’s is our go to place for our tea adventure in London. For the second time, we had Yonka as our server m…affable, friendly and full of information about Browns!  The good is truly unique and delicious…a one of a kind experience when in London!"
April 2022,Celebration of birthday,"Excellent hotel, courteous and welcoming staff. Despite its high price, it is worth the effort and stay in it 😊 It makes the London experience more pleasant. Front desk staff are helpful and so the concierge staff"
April 2022,Wedding Choice of Hotel,"Chose as a different hotel for our base for our Annabelles wedding celebration , little upset with the room as it was poky and I had paid for an upgrade but the staff!!!! Throughput the hotel they are simply magnificent from Donovan's to the other bar in the other side and special mentions to John on the door and the wonderful Ivan"
April 2022,"Beautiful, Warm and Engaging","The location of Browns is incredible. Close to Green, Hyde and St James’ Parks as well as an amazing amount of shopping and sites. Location aside though, the hotel is beautiful in every way. It’s warm, it’s uniquely British but most importantly the staff are wonderful and very caring to the comforts and enjoyment of guests."
September 2023,Superb Sunday lunch,"We returned once again to the lovely Browns Hotel.  This time for lunch in Charlie’s. What a splendid lunch it was too! The food was outstanding, as was the service.  The ambience was calm and relaxed, but professional, as you would expect from Browns. One of the best Sunday lunches we have ever had, if not the best - thank you! If I was to comment on one tiny thing, the cauliflower cheese was too strong tasting for me personally."
July 2023,Facials always 10/10,"Every time I come here I am treated like a VIP even though that’s the last thing I am! I try to come every few months as a special treat and will definitely be coming again soon. Aurora always gives the most amazing facials during which I often fall asleep which, although  embarrassing, shows how relaxing they are and my skin looks noticeably amazing afterwards! Can’t wait to come back!"
September 2023,So nice I stayed twice! (In one vacation!),"My husband and I stayed at Browns for 5 nights on his business trip. We absolutely LOVED the hotel. The rooms, the decor, the restaurant as well as the bars were all superb! At the end of his business trip we thought we would try another hotel for a few nights before leaving for Paris. I checked out  of Browns and literally came RIGHT BACK ! The other hotel was supposed to be a 5 star establishment but it was so small and dusty/ dirty, the staff was also cold and not welcoming. I took one look at the room and called Browns right away and said “I’m coming back right now! “ the front desk at the Browns immediately helped me to check back in and even kept my old room for me! so yep, it was so nice that I stayed twice during my whole time in London ! To me what made the Browns stand…"
August 2023,Afternoon tea experience,"Every aspect of our stay was outstanding.  Specifically, the restaurant staff was welcoming and friendly.  The dining room is one of the prettiest dining rooms we have visited.    The concierge staff gave  excellent advice that helped us maximize our short stay. They arranged our itinerary perfectly. At the time of check-in, the front desk staff gave us thorough orientation to the hotel. Donovan's Bar was the perfect venue to meet a London friend for a drink.  We look forward to staying at Browns when we return "
April 2022,Superb stay at Browns hotel,"Wonderful drawing room. Selection of teas great. Recommend Cornish tea. Sandwiches delicious, scones great and strawberry jam so so good. Battenberg cake really. Wonderful server Yonka was a delight.   A really good experience for a special birthday treat."
April 2022,Love London,"Wonderful stay at Browns hotel, London. Was upgraded to a deluxe room and served a complimentary glass of champagne on arrival.  Afternoon tea in the drawing room was divine and service was impeccable. Thanks to Givi and Simeon who took care of my luggage and always greeted me with a friendly smile at the entrance."
April 2022,"Brown's Hotel,  Dining Room, and Donovan's Bar",A fantastic hotel in the center of London. Spent a weekend with my wife at this boutique hotel with the best of service! A special thanks to Givi and Simone who really made our weekend a pure pleasure!!😃 I also noticed that the bar have one of the most fantastic varieties of whiskey and cognac I have ever seen!
August 2023,To celebrate a special birthday,"We loved our stay at Browns, everything absolutely fabulous.  The location is unbeatable for Mayfair and the West End and we particularly enjoyed the intermate feel the hotel had.   Every thing about our stay exceeded our expectations.  "
August 2023,The spa is excellent ,"My daughter and I used the spa for a treat together, we had a massage and a manicure. Erica and Aurora were professional and lovely. They adapted the massages to suit was was needed and cared for us. They really made the whole experience special for us."
August 2023,Return to Brown's,"Umpteenth stay. High expectations, entirely met. Excellent all round - reservation process, room, staff, cleanliness, functionality, Britishness. Reasonably priced for quality offered. All staff helpful, particularly reception, concierge, doormen."
January 2023,Superb special occasion afternoon tea,"We went for Afternoon Tea, a return visit, and this was just as good as the previous ones.  We were treated so well, the service and charm were impeccable and the food amazing, such generous portions too.  It's the perfect place for a special occasion and we look forward to an excuse to return again!"
August 2023,A Perfect English Experience,"We had four magnificent nights at Brown's in a excellent accessible suite that we needed.  Other activities  included:  Cocktails at Donovan Bar including time in the 'Naughty Corner' featuring photo's by Terence Donovan. Fortunately, for us, a new cocktail menu 'Evoke' had just been released so we enjoyed cocktails with names like 'Adrenaline', 'Martini Roots', 'Big Smoke' and more all were excellent.  Breakfast's and Dinner at Charlie's was a great experience. We were surrounded by photos and ceiling decor inspired by Rudyard Kipling's 'Jungle Book'.  The location was excellent close to major tourist attractions whilst being quiet compared to tourist areas a few blocks away.  We also took advantage of the House Limousine on a couple of occasions - a really special experience. …"
August 2023,In the mood for Afternoon Tea,"Went with some friends to experience Brown's Afternoon Tea. The space and ambiance is inviting and comfortable, a classy experience. Customer service was very attentive, specially our hostess Maria who made sure everything was perfect, giving us background on the inspiration behind the menu, suggestions on tea's and parings, as well as sharing wisdom on the hotel's history and some of its most illustrious guests of the past. Great experience, truly recommend."
December 2022,Splendid accommodation in Mayfair,"This is a phenomenal hotel, located in the heart of Mayfair. My family stayed here for 6 nights while celebrating Christmas as well as my wife’s birthday in London. The hotel was also in festive spirits as they offered us mulled wine upon arrival before shuttling us up to room 501, a deluxe suite where a bottle of Moët and pastries was waiting…quite thoughtful. The room was quite spacious as there was a large living room with a dining table and a separate bedroom which was huge. There was also a nice walk in closet along with a lovely bathroom that featured 2 separate showers as well as a separate bathtub.   We had breakfast every morning at Charlie’s and the selections were quite good. We also had dinner at Charlie’s twice and the food was fantastic. Donovan bar is quite nice…"
December 2022,Maybe the finest hotel I've ever stayed in.,"Brown's Hotel is the ultimate in elegance, service and convenience.  The service is the finest I've ever encountered, the Michelin-starred restaurant is superb, and the rooms are supremely comfortable.  We will go again and again."
December 2022,Christmas at Browns,"We had a wonderful trip, returning to the hotel 37 years after we were married ( our wedding reception had been there 37 years ago). The staff are superb. The hotel has been wonderfully redone while retaining a classic English elegance.  We had Christmas lunch at Charlie’s and drinks at Donovan’s. Both well done. The bartenders at Donovan’s know what they are doing. And of course afternoon tea continues to be a classic. For a relaxing, elegant few days in London I would highly recommend Browns."
December 2022,Fabulous,"After spending fifteen days in a  remote and rural area of Africa with my adult daughter, I felt we needed a bit of pampering in a cozy environment. Brown's was perfect. The staff was friendly, welcoming and met our needs. Our room was very well appointed and maintained. Thank you Brown's for a terrific stay. We will return."
December 2022,"Very good, but could have been better","We very much enjoyed our 4 night stay at the Brown Hotel.   Charlie's restaurant was fabulous, great food, ambience and service.  I would have given the hotel 5 stars but for 2 incidents at the beginning of our stay.  Upon arrival, we were told our room wasn't ready but it would be a priority for housekeeping.  After waiting 30 minutes, I went to the room to find that service hadn't begun.  I then approached the front desk who reported that housekeeping didn't know when the room would be available.  Meanwhile several other people had checked in and received their room keys.  After an hour of waiting in the lobby I approached the manager, who to his credit was in the lobby area.  He immediately found a room for us. After getting our room, I asked the concierge to make a…"
December 2022,Another perfect day at Browns,"Always my first choice, when I go to London with or without my family, it just gets better Exceptional service without any fuss. From the minute you walk through the door, you just know you’re in the right place. London has many five star hotels, only one Browns"
December 2022,You feel like a VIP,"This hotel in my opinion is the best in London, the building is beautiful, the location excellent,  the staff at this hotel really make it a wonderful experience and helped to make our 49th wedding anniversary very special. Afternoon tea is wonderful, warm and cosy with excellent food.  Breakfast was a great start to the day, we definitely will be returning."
December 2022,Consistently Excellent,"What’s really, particularly lovely about Brown’s is seeing the same friendly faces in the front of house and the special touches by the back of house team.  Where else do they replace your toothpaste when you’re getting near the end of the tube or put a bookmark in your bedside novel?  It’s a special hotel to stay in - particularly to enjoy London’s Christmas scene.  It remains our residence in London.  Thank you and happy Christmas to John and his wonderful team."
December 2022,simply the best!,"It is always a full blast to stay at Brown’s hotel. The location and history of the building lead to a very unique character. Nevertheless the staff tops it all. Lee and his fantastic concierge team are ready to welcome you at any time. We had an absolute brilliant start as being welcomed by the one and only doorman John! Special thanks as well to Givi, Ivan, Matt and George who all looked after us so kindly. As well a great thank you to Monika from reception team! Marina from Charlies, Karol from the tea room and Federico and Daniel from The Donovan Bar. The entire team is fantastic and made us feel so comfortable and welcomed at anytime and trust me even as a first time guest you will exactly experience the same. Another absolute highlight are all food and beverage outlets at…"
December 2022,Townhouse Tea,"A charming Townhouse feel to this hotel. Cosy, wood panelled, welcoming. Afternoon tea with a pianist. Plenty of sandwiches with prompt service to replenish. Save room for cakes from the stand and the trolley. Complimentary glass of champagne and mulled wine. Great, festive atmosphere. "
May 2022,A piece of heaven,"I was happy to have such a relaxing and nourishing olive oil treatment and massage from Anastasia and Olga. They were so professional and attentive. They even shared some skin care tips and gave me advice. I totally enjoyed this small break from a busy world. I will definitely come back. Thank you, ladies!"
February 2022,A Time Travel Experience of Afternoon Tea,"This is not the American Disney experience of afternoon tea. The real deal with quiet dignity and satisfying scrumptious sandwiches and sweets. The cozy nooks and crannies where mismatched overstuffed chair and low tables adds to the unique experience of an afternoon tea..Variety of teas to choose from, traditional tea sandwiches and an assortment of desserts."
May 2022,lovely stay at the Brown’s London,"My family experienced another lovely stay at the Brown’s. I want to highlight the warm welcome and excellent support by Mr Givi and Mr Ivan, perfect organization of transfers and dinners by the concierge team, the whole staff always paying great attention to their guest needs and requests. Always a pleasure to be back and feeling at home."
