date_written,title,content
"Written April 29, 2022",Never disappoints!,"If you wanted to see the entire collection, I do think you’d have to spend most of the day here - but as the admission is free, if you’re short on time it’s worth visiting even just to see a few rooms. Looking at a picture of a painting in a book or on a screen will never measure up to standing in front of it and seeing it in real life - I’ll always remember the first time I stood in front of ‘Whistlejacket’ and I make sure to see it every time I visit the gallery. The range of art on display means you’re sure to see something you like, and the gallery definitely holds up to multiple visits. The shop always has such a wide range of things to purchase. The price of exhibitions can be a little steep for those on a budget, but when I have paid for exhibition tickets in the past I haven’t been disappointed."
"Written January 12, 2020","Historical collections, worth to visit","I spent only a few hours in the National Gallery, but was glad to manage to see Van Gogh, Picasso and Monet's original paintings with my own eyes.Lots os knowledge and history in this place. Need to spend a good few days to see them all."
"Written March 2, 2020",World class gallery. And it's free! But you have to walk past shouting beggars.,"World class gallery. And it's free!  It has been some years since I was here. So long in fact, that the last time I was here I entered through the main doors, rather than through the modern building to the left. Not sure what advantage to the public it is to have to enter via the modern building, because there is now a long walk to get to the gallery popular. Also, I didn't like having to walk past the official beggars just inside the entrance who  want you to pay to enter a free gallery that we already pay for through our tax contributions. If the gallery want more money, they should ask the government, not the people. Imagine entering a hospital and having the same experience. Not nice.   A donation box is fine, but the shouting beggars are not."
"Written February 4, 2020",Immersed myself with Monet masterpiece,Had a great time studying and appreciates famous and talented work of arts by legendary and other amazing and talented painters. Looking at the art strokes can make oneself  going inside the picture and you in that place of the actual location of the paintings. Imagine that!
"Written April 27, 2022",Extensive collection,"Firstly , it’s free to get in but you are welcome to leave a donation supporting the art. Although initially I saw a sign that said £24!, a quick Google and found out it’s free to enter although you do pay extra for the special exhibitions.What I did find is that a lot of the exhibits are very religious, not my cup of tea, but each to their own. Or of naked women with cherubs I think you can use your imagination. Again not my cup of tea.To get to the Van Gogh, Monet etc exhibitions you have to go to near the end of the gallery. But wow it was worth it.  I was shocked at the size of Monet’s water lilies. It’s absolutely massive. Probably 10 times the size I thought it would be. Although I didn’t think the actual painting quality was as good as I thought it would be. A little smudged, blurred perhaps. The Stubbs collection is excellent.I think what it taught me walking around is how talented these painters were. Whether the painting was my cup of tea or not. It’s hard to take in these are paintings and not photographs and how old they actually are. All this under one roof, amazing.I loved the mosaic floors near to the exit.Go through the doors to the outside and take some photos from the balcony, overlooking Trafalgar Square and Nelson Column spectacular.It’s well worth taking some time out of your day to visit."
"Written February 22, 2020",A touch of enlightenment away from the shopping,"Right on Trafalgar square, the National gallery beckons, but I rarely respond. This time I walked in. If you have a taste for the classics, you can spend a  few hours with Van Eyck, Velasquez, Rembrandt, and the like. I think more modern fare than the grand masters of yore would not go unappreciated, but this us definitely a must. "
"Written February 9, 2020",In the company of masters,"The National Gallery is always wonderful to visit as one of London's gems. To be in the company of the various masters and feast one's eyes is a gift, to do so for free is just unreal. The National Gallery requires multiple visits. "
"Written April 10, 2022",Good exhibition but not my favourite museum in London!," I love museums but don't come here that often as most of the exhibitions don't appeal to me.  I came today after a while to see the Kehinde Wiley - The Prelude which was very good.  Entrance is free.  This exhibition was very small so you don't need long.  I really enjoyed it.  The only thing is that the museum is super busy on a Saturday afternoon so it was difficult to appreciate the art without bumping into people.  It appeared to be or maybe I got it wrong is that they were managing numbers and I had to book a free timed entrance ticket. This was not checked however so not sure what the point was.  I may have got it wrong as I said but check online.  They will do a security and bag check.  There was a line to enter the museum but it moved really quick.  The museum is well laid out.  Staff were pleasant and friendly.  Entrance and what appeared to be most exhibitions were free but again check online.  Nothing else appealed to me when I glanced around but I would highly recommend Kehinde Wiley - The Prelude (only on for a short time).  I went early April, 2022."
"Written March 8, 2020",An art lovers paradise,I've been to the National Gallery a few times in my life now and I can honestly say every time I go there is always a new part of it that I discover. If you like art the National Gallery is definitely a place to visit. The collection is huge!
"Written June 21, 2020",Definitely worth a visit.,"This is a fabulous museum. I walked in as soon as they opened and didn't leave until they were closing. There is a wide variety of art from an assortment of artists, styles, eras and subject matter. The staff is professional, friendly and helpful. While there was a lot of other visitors there it did not feel crowded."
"Written January 22, 2020",A beautiful place to fulfill your love for arts,"A beautiful place to fulfill your love for arts. There is also wonderful vibes around, music, very friendly turist and locals, There so many things happening at the same time outside the gallery. That Is definitely a place  that you should visit. I loved it. "
"Written September 1, 2021",Really good Rainy day option,"Love the National gallery as there is such a wide variety of paintings and masterpieces on display. Its just great to see so many master pieces that you learn about over the years. But also the building itself its utterly fantastic. Ticketing process is straight forward where you book a ticket online and then you get an email with a QR code in it. If you show up on the day they have a sign outside the main entrance which you can scan and it will take you through to the website. I spent about 1.5 hours inside just wondering through the rooms, they have three routes that you can follow and I think I covered all the rooms in my stroll around."
"Written February 1, 2020",First Visit,Having only become vaguely interested in art in the last year or so (I am early fifties) I had never visited before but my wife and I had a wonderful 2-3 hours walking around fairly haphazardly and thoroughly enjoying this time.How privileged we are to be able to enjoy such fine art for free (donations welcomed). We will definitely go back but maybe with more of a plan as there is so much to enjoy. Worth noting it is open later (9pm) on a Friday. 
"Written February 11, 2020",Lots to see for art lovers,"Visited many times, usually to see a specific exhibition, but there are also talks of interest often relating to the current exhibitions. Loads of galleries showing art from different eras and a lot are free.  Once you've been here you will probably want to return."
"Written April 10, 2020",Take time to enjoy the masterpieces,"Truly one of the world’s great art collections.  This is a museum to be enjoyed slowly.  Too many people rush through and miss some of the greatest treasures - including signature works by Rembrandt, da Vinci, Vermeer, Raphael, and Turner (among others).  Their dining rooms are a great place for a meal or snack.  "
"Written March 6, 2020",A fantastic treasure chest,"Not many cities can offer a selection of masterpieces completely free.. So take advantage of this opportunity and visit the NG! Since entrance is free you don’t have to spend hours inside just to get your money’s worth: pop in to see some paintings, and maybe come back another day and look at another section. Italian masters are fantastic, great Turners and Constables and an impressive collection of Impressionist paintings! A good tip for quality gifts is the museum shop, it offers such a variety of items you wish you’d been there before buying all your souvenirs!"
"Written July 17, 2020",Perfect Post-Lock-down Gallery Visit.,"This was a lovely way to return to visiting galleries post lockdown.I was very pleased when The National Gallery reopened and booked an open visit-something which now needs to done.The organisation is excellent- well done to the director and staff!The queue is not long, and everyone was able to enter at their allotted time. There is a choice of three routes to follow.I chose Route B, which includes the Flemish/Dutch Old Masters and The Impressionists- both favourites of mine. The route is clearly marked and the lack of crowding makes it so much easier to view the works clearly and at leisure.The staff are helpful and the whole experience is calm and relaxed.I have already booked to visit the Titian exhibition next monthAll in all, a perfect return to London's wonderful art world!"
"Written March 9, 2020",Beautiful paintings,If you love paintings then  you would love this place and you could quite easily spend 2-3 hours. The paintings are absolutely mesmerising  and appealing to all ages. The Gallery  encourage School trips and run exciting workshops.
"Written March 17, 2020",A must for art lovers,"The National Gallery and the National Portrait Gallery have a vast collection of portrais from all the best and most brilliant painters of all time. While you walk around the contless rooms displaying masterpieces you probably have never seen before, except in art books, you learn also a lot of the context, the history behind what you are seen. To visit the National Gallery is a must see for art lovers."
"Written February 25, 2020",A national treasure,"One of the greatest collections in the world.  An incredible array of painters by all of the European masters. DaVinci, Rubens, van Dyke, Rembrandt, Constable, Turner, Canaletto, Raphael.  But my first reason for going is always to spend time in the impressionist galleries.  I think this diverse collection and the beautiful galleries/building that houses it are a must see for any art lover, but also a wonderful way to experience a gallery for the first time.  With free admission to the public every day and the central location of the gallery (hundreds of feet from the actual center of London) at the north edge of Trafalgar Square, it would be a shame not to go inside an experience even a small part of what the collection has to offer."
"Written March 6, 2022",Beautiful facility and collection,"Enjoyed my brief visit to the National Gallery.  All the masters are represented with works displayed.  If you're particularly into works from the medieval period, you'll find rooms and rooms full, along with later pieces from names you recognize from Michelangelo, Reubens, daVinci, Raphael, and impressionist masters like Monet.  Van Gogh has several works here as well.I spent about 2 hours wandering through.  Serious art lovers will spend all day.  Lots of people inside, but because the facility is so large, it never seemed crowded while I was there."
"Written January 6, 2020",A must visit place..,Great building. Wonderful paintings. Stand so close to the old masters. Brilliant. All for free. Don’t miss go see. Paintings to delight some will even give you a fright. All for free. Don’t miss go see. 
"Written September 12, 2021",Wonderful Art,"Visited with my 18 year old brother who is an avid art enthusiast. He absolutely loved it. If you are visiting allow plenty of time to get around the whole building. We were there 2-3 hours and still didn't see it all.The museum is free admission with a voluntary donation if you wish. Tickets are easily downloaded, we scanned a barcode outside, entered our details and tickets were emailed straight to us. There is toilets within the building and a couple of lovely, quirky gift shops. Would delivery go back. "
"Written March 17, 2020",a marvellous London museum for all art lovers,"the permanent exhibition is great but the new titian temporary exhibition is outstanding, and don't miss the film. All their temporary exhibitions are a treat - the recent Gauguin and the upcoming Artemisia, not to be missed. Cafe is also delightful."
"Written August 6, 2020",Incredible museum with immersive collections,"My favourite museum in London! Situated in the central Trafalgar Square, it contains unique collections and pieces of art that only there you are able to find. Van Gogh, Vermeer, Monet, Rubens, Rembrandt, Michelangelo, amongst many others famous artists have some of their work here. Definitely recommend! "
"Written August 28, 2020","Amazing.  Visit from 30 mins to all day, depending on your time limit.","This builkding houses some very famous paintings from some very famous artists.Definitely worth visiting, even if its to rush around for 30 mins.If you are trying to fit this into a busy day, then ask the staff where the most famous paintings are and you can see the 'best' of the museum in less than 30 mins  ;)"
"Written August 6, 2021",Nice day out!,"The National Gallery has an excellent reputation and is truly a magnificent facility. Experiencing and absorbing everything in these collections will require several trips. It is an impressive building from the outside as well as inside. A visit to this museum is definitely worthwhile. It was a pleasure to talk to the staff and learn more about the paintings. The museum I visited was very interesting. We discovered various painters, seeing different styles of paintings, and reading notes for each painting, which effectively informed us of the paintings concerned. There are several different architectural styles in the rooms."
"Written February 20, 2020",Great way to spend a few hours,"Free to enter, yet full of the most amazing pictures by the worlds most well known artist. My partner was crying with emotion as we sat looking at some of them. Just sit down, look at one area and focus on that area then slowly move out from that spot to take in all the hidden details. Loved it, this country can do some things so well, and art galleries is one of those things. Well worth a visit, and caters for children to, with art sets so they can try their hand at forgery!  "
"Written January 14, 2023",Excellent Freud exhibition apart from nude paintings of his daughters which made for uncomfortable viewing.,We came to visit the Lucien Freud exhibition which was quite expensive at £24 each. There was a lot to see and it was fascinating. There are a couple of paintings he did of his young daughters naked which made me uncomfortable and I am not sure these should have been shown.
"Written February 18, 2020",Amazing,This is such a great experience. Just the area around the gallery is so nice to visit - it is touristy but also has the Canada house just right across it. The trafalgar square is also amazing. The gallery itself is awesome as well. There is no cost to visit but you should truly make sure you have time to go through all the floors.
"Written August 26, 2020",A great free museum,The National Gallery is a great museum with free entry and is a good day out alone or in a group. It has many different wings with thousands of paintings including famous pieces such as the Sunflowers by Van Gogh. Definitely more for renaissance fans though as there is not much modern art.
"Written August 6, 2021",We are very lucky to have this collection available for us all to enjoy,"The Rembrandts are the best, although I do also enjoy some of the Impressionist paintings. Unfortunately, I am not able to visit very often, and on the very day that I visited, one of my favourite paintings had been taken down that morning. (the Vigée Le Brun self portrait)  However, one of the gallery staff directed me to another of her paintings which I hadn't seen before and also to a Gentileschi which he thought I might like, so I would like to thank him for his thoughtfulness and assistance."
"Written February 20, 2020",Great and Free!,"We went early - 10am at opening time and walked straight in. Make sure you go round in room number order, or you could miss half the gallery out.  I went for the Turners and Van Goghs.  So great stand inches away and imagine the brush strokes being applied!  A great cheap way to spend half a day."
"Written January 30, 2020",Great for a mooch in art environment,"This is a great free venue in the heart of London, metres away from the Tube and opening onto Trafalgar Square. It has a very impressive range of artworks and sculptures from all ages. Free entry and a great restaurant. Not cheap but you can sit there for hours and chat to friends,"
"Written May 31, 2021",So Great that one of THE great art galleries in the World is open again..,"It wasn't until we were actually inside that we both realised how happy we were. You sometimes dont know how great something is until you cant have it. Please ignore the bad reviews. It's really simple to book on line, then you wait until your time and you are in about 2 minutes. There are three pre set routes and you you can do them all if you want. It's was fun for us to do just one and look at paintings we hadn't noticed before. The cafe and shop are still open and neither are too crowded. And at the end look out for the six candidates for the Trafalgar Square plinth. Make sure you read the blurb as each is fascinating in their own way.Are you a Tourist..absolutely 100% visit here. It's even free! Thank you to the staff BTW. Very helpful and happy.Our tip for first timers? Dont try and see everything. And look at the architecture too"
"Written August 12, 2022",Loved the Raphael Exhibit,"In July the museum was overcrowded, many were not wearing masks, groups of students were there adding to the chaos, and it felt a bit overwhelming after pandemic lockdown mentality. That said, the Raphael Exhibition was a once in a lifetime event and I am thankful to have been able to see it. Employees and volunteers were helpful and well informed. It was a bit of a maze to find everything and having seen it all I was feeling as if I had been overloaded with beauty and so saturated I needed time to process it."
"Written November 6, 2021",Great museum but too few post 1800 works,"Very nice museum. But, too much of the exhibited Art is medieval. There’s only so many portraits or religious icons that you can see before losing interest. That said, there are a number of pieces that made our day by Van Gogh, Monet, Gainsborough, Renoir. Just too few comparatively. Signage is not particularly helpful in getting you to the periods that interest you. Lots and lots of unmasked people. You’d think art lovers would be more considerate of others. Since we visited on a Thursday, it wasn’t crowded so we kept our distance."
"Written October 23, 2020",Three well-designed routes,"Of course, you have to book in advance, but that's no problem, as long as your phone shows the booking!.  Be on the safe side - print out the ticket.  The Gallery has managed to lay out quite a few of its holdings in three separate walks, so you can see the periods of art you are particularly interested in."
"Written August 21, 2020",European Paintings over the centuries at the National Gallery.,"This place is a huge sprawling space. Trafalgar Square is always teeming with tourists. So it is really crowded. I happened to be there on a day when the population was scarce. One just gets an idea of how big the place is in the center of the London. There were street artists performing there . A bagpiper was there playing a melancholy tune. The National gallery inside is large with a lot of paintings. And I think one day is not enough to see everything. There is no entry fee. There are small eateries inside. So one can relax and take a break from continuously gazing at the canvases. Th know a little more , read London-Life around the Thames at Papumashi the Nomad."
"Written July 28, 2023",One of bucket list,"Waited 45 mins in a queue  to get in entry free, but paper maps £2 download map  done. Special Exhibition charged if you've booked you go through quick queue.   There  are  all sorts of ways to view the painting, audio, (reception)tour, and self guided. Shops on all floor no eating or drinking in the gallery but only 3 places to go to eat and drink  down stairs and then only if you buy their food and drink. (Expensive)  saw everything  I wanted to see. Went back to base."
"Written September 3, 2020",Covid secure & well planned,"I enjoyed an afternoon visiting 'old friend's (paintings) at the National Gallery. Easy to book, well organised and once inside you had enough freedom to wander where you wanted to - just like prior to Lockdown. Of particular interest was the refurbished and newly opened Rausing Gallery - magnificently restored and hung."
"Written July 25, 2021","Use the loos by the exit, the main entrance toilets don't get cleaned","I am putting this on here as a warning and piece of advice.Whilst this is a great gallery to visit. I have noticed that if you get cut short, use the loos by the exit/espresso shop. As they seem to be cleaned on a regular basis and are not a mess. I found the toilets by the entrance in a mess and the gents cubicle loos  always blocked and toilet roll everywhere. It's a shame that whilst they keep the rest of the building tidy, they want you to start off with a awful experience, and when you notify staff you just get shouted at saying 'we are busy today.' Awful customer service when I was kindly notifying them and not complaining. Well that's no excuse when you're one of the busiest attractions in London and I am complaining now, if you didn't want to listen to me the first time.Sort your cleaning schedule out, especially with covid around!!!"
"Written July 16, 2022",Fabulous art gallery,Great place to visit and free. I was slightly miffed that I booked tickets online and whilst they were free it was completely unnecessary; you just queue up at the door. The art work is varied and beautifully displayed. It’s easy to access and you can walk through and focus on your particular interest. The staff are helpful and knowledgeable. Gift shops are wonderful and have so many exciting things.
"Written August 18, 2023",NATIONAL GALLERY,"The national gallery has priceless masterpieces. Famous painters like Pablo Picasso, Van Gogh and many more have their works on display here. It is located in Trafalgar Square and can have a queue of up to 2 hours. Prior booking is recommended. Guarantee 2 hours to be able to see everything and the gift shop too."
"Written March 9, 2020","Large, well presented art collection","Right in Trafalgar Square, this large art museum has an extensive collection with free admission (donations welcome).  We focused on the impressionist rooms and enjoyed the informational signage on each picture.  We spent a couple of hours, but one could spendf much longer.We saw, and spent time 2 very nice gift shops, and there is also a cafe and restaurant on the premises although there are many, many restaurants in the immediate area."
"Written January 14, 2020",A Must,"A treasure, a joy. Where else can you walk in on a whim and see a stunning collection of paintings by great artists- without paying a cent. In addition, every special exhibition (for which you do have to pay, of course) has been part of my art education. But the permanent collection! Well, the paintings in the galleries have become old friends. We savour them on every visit. The commentary on audio guides is, of course, something you must hear. We love this gallery, so much more manageable and inviting than the unique universe of The Louvre, paradisal as it is. This institution is one reason to stay happy about the world, life, culture. I mean, every visit to London we go. Without fail."
"Written October 12, 2020",print your tickets warning,"Just a word of warning rather than a full review, please make sure you print off your conformation tickets before you arrive. The staff have to scan the QR barcode thingy and I, as well as several others could not get tickets to download on our phones whilst waiting outside (and yes all brands, not just Samsung/iphones etc). The staff where helpful if a little harassed at all the people having the same trouble. Also, it's a good idea to arrive a good 15 mins before your allotted time. If you can't print off the tickets before arriving, like me,  then arrive a good 30 mins before your allotted time."
"Written May 17, 2022",A young person's perspective of the gallery,"As a young person visiting the gallery, I was initially worried about whether it was for me, due to the stigma surrounding art galleries. However, I ended up being pleasantly surprised by just how captivating the art being showcased all over the gallery was to me. I would definately recommend to people of all ages, not just adults as it is far better than what usual art galleries are presented as."
"Written February 23, 2020",No surprise-great collection!,"A great museum with something for every art lover.  If you like Impressionism, the Gallery has a great selection; if you like other periods, they’re equally well represented.  A don’t miss:  The Execution of Lady Jane Gray by Paul Delarouche — superb!"
"Written January 5, 2020",Plenty of information and staff on hand to help,The exhibits here are a hood mix of modern and old. There is a member of staff in every room who can answer questions about the paintings. Each painting has information about it on the wall. The only issue we had was that it is like a rabbit warren and naps on the venue were difficult to find. 
"Written August 18, 2021",It’s the national gallery - worth your time.,"You could spent hours/days fully appreciating the art work here.From popular know artist to talented artist you may not of heard of.Come and enjoy your day, losing yourself in the art.Cafe and toilets availableHad to book in advance (Covid)"
"Written July 31, 2022",One of the top five large museums in Europe,"The National Gallery has something for everyone. You won't find an art museum this extensive for free anywhere else in the world. Leonardo, Van Gogh, Van Eyck...this collection has several masterpieces. Spend 1-2 hours seeing the highlights or spend an entire morning or afternoon and see the whole collection."
"Written March 1, 2020",Great art for free,"If you are in London go here so much great art for free and very informative. Some exhibitions are chargeable, but you have the option.Cafes/restaurants offering snacks with drinks to cooked meals for both the hunters and farmers.Adequate seating in each hall/room should you need to take a rest."
"Written March 4, 2022",A Good Way to Kill Time,"It's a free museum that you can spend as little as 30 minutes or as long a few hours inside. The inside of the building has some really amazing marble work, intricate ceilings, as well as some amazing frames. The paintings are nice as well but I enjoyed the other aspects more personally. It's a great escape from the rain and a good way to kill time if you aren't sure what else to do with your day. Plus! there is a really cool view of Big Ben right outside by the statues."
"Written April 3, 2022",Worth your time,"I did a speed-run through this, as it was an impulse to go in, and I had a date with my husband later on to go to, but I spent 40 minutes and got to see all the artists I wanted to see. As a plussize person with back problems, I would love more seating throughout, but I suppose that's a covid or securitymeasure. But don't speed-run it like me - there's so much to see!"
"Written December 3, 2020",There's never been a better time to visit.,"Selfishly, have never enjoyed being able to wander the galleries so much since it was almost empty. Their crowd control and routing has been magnificently done. Even the 15 minutes waiting outside in the rain and cold was bearable thanks to the quips and encouragement from their security gentlemen."
"Written September 26, 2020",Wonderful Museum,"First museum visit post lockdown. It was a wonderful experience being in the gallery with very few visitors but I think I prefer normal life with the crowds. This is a magnificent gallery, rooms filled with artistic treasures and save for special exhibitions all free.  If you live in London and love art it is worth becoming  a member."
"Written January 24, 2023",A must see while in London,"The National Gallery is a must see if you are visiting London. Entrance is free. We went during the Christmas break so you can imagine it was crowded but still as the place is really big and we went 3 hours before closing then we were able to see eveything without the million of people around. I would recommend going on a Friday as they close later. All the paintings they have are amazing, you will find something you like for sure, all the galleries were beautiful and it's easy to follow a path and not miss one. Great place to visit if you like paintings and even if you don't at leats to have a look around."
"Written October 24, 2020",Great art collection,"The museum is fairly large so you want to plan your visit accordingly. The art collection is deep and covers several art movements. It is well worth a visit, especially considering that it is free. There is a cafe' inside so you can rest when you want to take a break. "
"Written November 3, 2021",See the special Poussin Exhibition,"I recommend going to the time-limited exhibit on Nicolas Poussin.  The exhibit explains HOW artists work and includes some wonderful companion pieces from antiquity as well as the famous triple portrait of Cardinal Richelieu, a patron of Poussin.  The catalogue is detailed and worth purchasing."
"Written July 12, 2020",Unique Opportunity,Just returned from a lockdown visit to NG. We went to see the Titian exhibition but also visited the equally interesting show about Dutch master Nicolas Maes. But most incredible of all is that you get to see everything with no more than 10-15 people in a room at once. Many rooms are completely empty and you have them entirely for yourself. Grab this amazing opportunity whilst it lasts. 
"Written February 11, 2022",wonderful,"it has always been a must see for for many, many years and the one thing I always do when visiting London. the overly cautious and tiresome entrantance requirements are unfortuneately a sign of the times but once in the joys of centuries of art is there to be seen. although I appreciate 'the blue boy' the turners and monets are where I tend to spend my time"
"Written August 29, 2020",Wear comfortable shoes !,"First time visiting but well worth it to see such famous and inspiring works of art.Reubens the Lion Hunt is a very underrated gem.Booking system great as let’s in a set amount of people every 15mins so social distancing easily kept. A lot of walking and standing around looking at wonderful art you can stretch out and almost touch, wear good shoes though."
"Written September 22, 2020",Back to normal life?,It was so great to be back! London was quiet but that did not spoil our day at the Gallery. Very well organised outside and inside so you feel safe and are allowed to admire the masterpieces the way you used to do. And the Shop was open too!
"Written July 24, 2022",A must see while visiting London,This is a wonderful place to visit while in London. You can spend hours here viewing some of the greatest artists in the world.If you are tight on funds (you can visit for nothing) but if you can please leave 10-pounds. I guarantee you will be amazed by the beautiful art that is here
"Written January 28, 2023",The quality is declining,Every time I go to National Gallery I gel like the quality of the experience is worse and worse.The art is interesting and you can definitely find artwork to suit your preferences. However the management is terrible. I’m not sure why there is an online booking in place if you have to queue to get in anyway. Also I would imagine the reason to book is to limit the amount of people inside so you have a better experience.  But apparently I imagined wrong. Cafe and restaurant is not in the best shape either. Better have your coffee beforehand.
"Written February 1, 2020",Leonardo exhibit,"Always a pleasure to go there, we heard the curator give a talk about mounting the exhibition. It was interesting but l found that it was difficult to maintain the interest for the whole time. I may not attend future talks of this nature."
"Written January 21, 2021",Great place. Starting from middle-ages ending in 20th century.,This is a fantastic Art Gallery with fabulous paintings.  They have an exhibition on at the moment showcasing the art of Artemisia Gentileshi an amazing female Baroque painter who was trained by her father.  The colours are sumptuous and the paintings all tell stories.  Well worth a visit.  They also have Titian and other great artists.
"Written August 1, 2022",Free Masterpieces,"I wasn't planning to go to an art museum in London because I didn't have a lot of time, but I walked by the National Gallery and saw that it was FREE. The collection is amazing, and it gave me Stendahl Syndrome. I appreciated that there are several suggested routes with estimated times for each route--so if you're on a tight schedule, you can choose what you want to do. I spent around an hour in the museum, although I was tempted to linger longer. They have DaVinci, Michelangelo, Van Eyck, Impressionists. In every gallery my jaw dropped, and I thought ""THAT is here!?"" I was really excited to see Canaletto's paintings of Venice.  The entrance is free, but I got in trouble in the gift shop."
"Written August 1, 2022",So much to see and it's free!,"We've walked by the National Gallery so many times on previous trips to London and finally visited. The line was very short so we went in. Glad we did. It's filled with so many treasures. The signage gives an estimate on how long it takes to go through each main gallery but maybe only if you speed walk and see the highlights. We ended up spending a lot more time here - maybe 3 hours - and we didn't see it all. Love how you can go from the earliest pieces in the collection to more modern art. You could easily spend a full morning or afternoon exploring the galleries in more detail. There is no entrance fee, like many large London museums, which is absolutely amazing."
"Written October 11, 2020",An example for others to follow.,"Post Covid the national gallery has shown others how it should be done. They opened as soon as possible, the cafe is open and all of the exhibitions are open and well worth a visit. Yes you have to pre book but that is u fortunately life at the moment. Where other institutions complain, out reopening in the too difficult pile and get the begging bowl out, the National Gallery has got on with reopening. Well done."
"Written February 20, 2022","Great collection, but you wonder through it aimlessly","The collection is impressive and vast, and the spaces are inviting, well lit, with information plaques by each painting and comfy seats. However, while galleries are dedicated to specific artists and schools of art, the order of galleries is nearly random, and the 3 suggested rautes don't provide information beyond a list of artists, let alone thematic or chronological order explained. Since covid, there has been no audio guide, and all you can do is stand very close to the paintings and read, trying to figure out where you are and where to go next. "
