date_written,title,content
"Written January 10, 2020","Great Adventure, lots to learn","Went there on New Year's day and there was a really long line, but it took only 10-15 mins to get in. The museum itself is totally free, but you can donate to help the organisation. It was a great adventure for both kids and adults, we had a great time. We had very limited time there, and will return for sure. Keep in mind this place will take at least 3hrs minimum."
"Written January 3, 2020",Simply outstanding,"Even though it is free to enter this mirage of wonderful exhibits, there are plenty of opportunities to be able to donate, which you are encouraged to do.  So much care and attention to detail has been given throughout this museum that you really need to visit more than once to absorb the magic.  London should be proud to have such a fantastic venue within its acreage.  The building is enormous and there are so many life-size exhibits that it really brings home the enormity of what was on earth all those centuries  ago. Information is clearly stated and you could tell by the variety of ages in attendance that this place caters for everyone. This has to be on your must-see list in London."
"Written January 23, 2022","As always, an extraordinary museum!","I have always loved coming to this museum - visited with my boyfriend for a museum date. The classic exhibits were as always amazing, particularly would recommend visiting the Vault to see some beautiful gems!The cafes and restaurants were quite expensive so would recommend going out to eat for lunch or bringing a packed lunch (we asked if we could leave and come back, we could but would have to queue outside again).The new exhibit about climate change was particularly eye-opening, and would definitely recommend going to look through it. The Natural History Museum has always been a favourite of mine!"
"Written October 3, 2021",Wonderful museum but too overcrowded,"A fantastic selection of exhibits, covering a huge range of topics.  Lots of interactive options and wonderful architecture in itself. We hadn't booked in advance, but didn't have a long wait outside.  After an hour or so we found the museum got really busy and quite crowded, which made it difficult to enjoy some of the areas.  We did think that the Fantastic Beasts exhibition was far too expensive at £25 per adult"
"Written August 10, 2022",Overcrowded…overheated…underwhelming.,"Don’t go if you don’t like crowds! We visited during the summer holiday and it was horrendous, packed in like sardines, hot and really uncomfortable. We couldn’t view anything properly as people just get in the way, rudely walking around in trances straight for you! Far too touristy for my liking. They need to start charging a hefty entrance fee to weed out a few of the arrogant people."
"Written February 20, 2020",Very busy but excellent,"A family half term visit, the queue to get in in the rain was around 1h15m! I seriously considered feigning illness, toilet desperation and joining with a family membership to skip the queue. The queues for both exhibition road and Cromwell road were massive there was no quick way in. I seriously think the popularity now means some kind of ticketing system is required.We had a lovely few hours in here, primarily the blue dinosaur section and the red geology/mineralogy/stars and so on near Exhibition road. It’s world class. Just go."
"Written October 24, 2021",Wildlife Photographer of the Year Exhibition,"Visited solely for the Wildlife Photographer of the Year Exhibition this time, due to time constraints, but wish we could have gone round the museum too!The building itself is so impressive, and the entrance hall blows you away with its suspended skeleton of a blue whale. The Wildlife Photographer exhibition needs to be booked in advance and there is a charge to get in (unlike the museum, which is free). It was mindblowing, like stepping into another world - the quiet, dark surroundings with the illuminated, otherworldly photos is so special and moving. We just took our time, read every word of every caption and marveled at the absolute miracles of nature captured on film.Spent about an hour and a half there. Simply marvelous."
"Written August 15, 2021",Fantastic Beats exhibition not worth paying for,This exhibition was not worth paying for. Me and my nephew love the movies but this really did not have much to do with them and we both got bored quite quickly. Only a couple of props on show from the films. Quotes which have come from Newt’s “book” are displayed to describe some of the “fantastic beasts” and then there are a few bits to show how the so called beasts link back to real and mythological creatures that we may have heard of to show where JK Rowling got her inspiration from. A lot of reading to understand what is on show so not very good for younger children. The rest of the museum was good but very crammed with people considering you have to book a time slot which I thought was so they could monitor the amount of people visiting at any one time. 
"Written July 19, 2021",Not an amazing museum but something to do while in London I guess,"Honestly, I was expecting a little more from the National History Museum. There just didn't seem to be much to see and given the size of the building I was surprised. The animal and dinosaur section is probably the most interesting but given the size of the building I felt like there should be more to see, especially when a huge section of the museum was dedicated to rocks which I'm sure some people loved but it just seemed odd. I've been to other ""National"" museums and they've been a lot more interesting but luckily it was free so really can't be too angry about it. Stop by if you have a spare 2 hours but I wouldn't go out of your way to fit this in."
"Written August 13, 2022","Beautiful setting, but far too crowded to enjoy it.","The NHM is a beautiful building with so much amazing history. The entrance hall is simply breathtaking. It is also wonderful that there is no entry fee, so that everyone is able to visit the museum and it’s exhibits. However, this presents a problem…far too many people are being allowed entry to the museum. We pre-booked our tickets as we assumed that there would be a cap on how many visitors would be allowed into the museum at one time. This is could not be further from the truth and it was completely unnecessary as anyone can walk in at any time and we felt like sardines in a tin continuously throughout our visit. It feels like cattle being herded through the exhibits and it doesn’t leave any space for you to explore freely or read any of the information. We visited on a warm day, and the heat was stifling. Although this isn’t something that can be helped in such an old building, less bodies might be a good place to start. We had also pre-booked Dippy, again, a completely pointless exercise as everyone was just allowed to crowd into the room at the same time, and then you can barely see any of Dippy.The cafe is extortionate, £9 for a basic cheese & tomato sandwich, can of Diet Coke & some crisps is simply a rip off. Overall the visit was ok…but I don’t think we’ll be rushing back."
"Written January 3, 2022","Dino Snores for kids , NOT worth the money","We visited Dino snores for kids event in decemeber.  We paid around £60 per peron including tickets but the activities done during dino snores were really disappointing. Event was crowded and chaotic.Gates open at 6.30pm but by the time we went in it was nearly 7.45pm, there were only 3 staff to check 100's of guests.Except T-shirt making other activities were not really interesting to kids who had been to these museums many times but were attending dinosnore for first time.You can do most of these activites during day time in the museum for free, sleeping experience wasn't nice.There were 4 activities in total, three in the night and one in the morning which you do on your own.1. Visiting Fantastic beasts portraits around the museum with an activity sheet.2. Making Dinosaur tshirt (you use a coloring pen to draw on a white T-shirt).3. Night trail, we expected more from this, you just go around the museum to find a name about a dinosaur and the instructor was bit boring , it was late, many kids fell asleep.3.  In morning, you will get another activity sheet which you do on your own.Sleeping-Sleeping experience wasn't great, they give you thin mats. There was social distancing here.  Breakfast was not great , one pastry and orange juice , there was no fruit inside our bag.I was intrigued as to why it is booked out but couldn't find any decent review , after reading this I hope you make your decision wisely.Overall it's not worth the money. DO IT during day time for free"
"Written August 21, 2022","Amazing as ever , with a new icon","I have been here several times , but this is the 1st time since they moved dippy out of the main hall , and brought in Hope the blue whale . Everybodies reaction to the impact of stepping into the main hall , is one of awe and amazement .  I didn't miss Dippy , especially as it is back for a limited time in a near by hall . I strongly advise pre booking for free for both Dippy and entry to the museum , as it is a long queue to get in "
"Written February 23, 2020",Definitely worth a visit!,"We had a brilliant day at the natural history museum and couldn’t believe how great it is given that entry is free! The exhibits are interesting and varied and our children aged 6 and 4 really enjoyed it! Our children were blown away by seeing Andy’s clock and the staircase from CBeebies Andy’s Dinosaur Adventures! The dinosaur hall was naturally and as to be expected, very busy. It could do with being a bigger space so you can view and read the exhibits better without feeling rushed because you’re being pushed around by the crowd or getting in someone’s way. The route round the dinosaur hall is narrow in parts given the amount of people there so you just get pushed along by the flow! However don’t let this put you off, it’s definitely worth it! There is so much to see and do in the museum and the escalator to the volcanoes and earthquake hall is very exciting! There are plenty of cafes and restaurants spread out around the museum with lovely food and refreshments which is great as it means it’s easy to stop for food or drinks at several points during the visit and it spreads the rush for lunch around the museum rather than everyone trying to get food all in the same place. It’s an absolutely brilliant day out, we were super impressed, all enjoyed it and will definitely return next time we visit London."
"Written July 4, 2021",Fantastic! ,Last minute decision to visit as we arrived in London earlier than expected. So very glad we went. The whole museum is so well thought out and the descriptions and explanations of exhibits are all well done. Staff so helpful. Personally I thought the price of £16.10 per adult was excessive for the wildlife photography exhibition and so we didn't do it but I know the museum needs to make back huge sums of money lost during the pandemic. Liked the idea of the donation stands at the end and being contactless very practical. Recommend to anyone and everyone.
"Written April 13, 2022",Day out,Fantastic place to visit all of the exhibit areas are very good but if you want to see the dinosaurs- who doesn’t get there early queues were very very long and inside the exhibit it was rammed no control on how many could enter at a time bit like playing sardines. Although free entry you do have to book a time slot have to say way way to many people being allowed in today it does detract from the enjoyment when it’s as packed as it was today. Gift shops also very busy gifts not cheap but then it’s London and I have to say not as much choice as I expected. Managed to get seated in the cafe area but restaurant again packed.All staff were very polite and helpful. Definitely recommend as a fab day out if you don’t have children try term time when it’s maybe not so busy.
"Written August 22, 2021",Some bits were excellent,"I’m a history teacher, so you would think that I would love this place. However, I found some of the displays a bit dated, especially where there was the stuffed mammals.  On the other hand, some parts of the museum were exceptional. Hintze Hall and the giant whale skeleton are a must see. We also loved the collections of gems, minerals and precious stones. We had pre-booked but they were accepting walk-ins too. I did feel that some areas were too crowded and it made it difficult to see some things. The T-Rex skull needs better lighting in the area that follows a timeline. The dinosaur exhibit area was very crowded and dark but it was amazing to see such a large collection.The museum is free but there is a suggested donation of £5, if you want to contribute. We didn’t pay for any of the special exhibits. Maps cost £1 and I really think you need one. There quite a few shops dotted around the museum. Toilets were a little harder to find, even with the map."
"Written January 12, 2022",Dino Snores - Amazing experience,"A small group of us went to the NHM for an adult DinoSnores event - it was amazing and would recommend to others.The event starts around 6.30pm and you leave by 9.30am, during the event there is a 3 course meal, quizzes, talks, films, pop up bar and breakfast.Some of the exhibitions are open including the Dinosaurs and Wildlife Photographer of the year .For the whole event there are up to 300 people, which means that as you go around there is so much space to view things (only about 10 people in the Photography exhibition).A yoga mat is provided, you bring your own sleeping bag and get to sleep under Hope the Whale (although don't expect much sleep!)There were plenty of staff on duty to help find your way around (and serve drinks)A fabulous experience, one I feel quite privileged to have been able to attend."
"Written August 21, 2020",Excellent day out,We visited post COVID as we were in London to see family.  I was a little apprehensive about visiting at this time.  However tickets were limited and had to pre booked ( essential).  This meant that visitors numbers were limited but gave everyone inside much more space.  There is one way in via a side entrance which is clearly marked from the tube by way floor stickers.  Staff outside were on hand to direct and ensure you did not miss your timed entry.Once inside there was plenty of hand sanitizer spread throughout the attraction.  Food inside was limited but understable.  Every where clean.  As ever the museum never fails to amaze.  Last visit was approx 13 years ago when I lived in London.  We travelled as 2 adults and 1 12 year old.  Highly recommend.
"Written August 29, 2022","Too crowded, feel like you're always in someone's way","I feel a little bad giving it three stars given all of the hard work they do behind the scenes (and how helpful the staff are) but as an overall experience it's quite mediocre.You can't argue with the price (though a donation is always a good idea) but it's quite an uncomfortable experience. It's extremely busy, even on a Sunday, and you always feel like you're in someone's way. Around certain exhibits (e.g. the dinosaur section) it feels more like you're in a flowing river of people rather than a museum you can genuinely engage with.I would advise turning up an hour before they close because it thins out quite a bit then and you can walk straight in and focus on the things you really want to see (like the dinosaur or the whale). I would advise skipping the weaker exhibitions because you aren't going to see anything special (endless numbers of fossils and rocks mostly).Take a bottle and fill up from their water, too. The selection of drinks to buy is quite poor."
"Written July 5, 2022",A Good Time,"I thought this was a fantastic museum given that it was free. It had a nice mixture of exhibits about a variety of topics - weather, planets, gems and more. I think this is more geared towards families, so if you are expecting a quiet museum experience, please know there were a lot of screaming and children running around. I highly recommend visiting Dippy and the gems, as those collections were quite unique. I also would note that I was impressed with how handicap accessible this museum was compared to many others in London. I don't think I would recommend more than two or so hours unless you have children - then a full half day may be warranted."
"Written October 30, 2022","Overcrowded, too hot, badly laid out and not worth visiting","What a nightmare outing! Please don’t go unless you’re happy to be roasted alive because of the awful heat, crushed half to death in overcrowded small spaces or suffocated through lack of fresh air. There’s plenty of better museums around the UK that are less crowded, better laid out and with more interesting, interactive exhibits.  The NHM is feeling dated and amateur compared to other museums we’ve visited.We took the grandchildren after having happy memories of at least 3-4 visits when our own children were young.  It used to be a fabulous destination, but something has gone very wrong. To say the museum has gone downhill is an understatement.  It was dreadfully overcrowded, despite us booking timed tickets in advance. It was virtually impossible to view exhibits, made worse by most attractions being in too small areas on one floor, with crowds of people being funnelled through fairly narrow corridors to get to each zone.It’s free to get in, but there are annoying staff at the entrance shouting at everyone to pay a £5 donation for each person on entry. If it was worth it, I’d be happy to donate, but it wasn’t even worth the train fares getting there.We gave up battling the crowds and left after less than 2 hours.  One child was feeling very sick and ill (close to fainting) and the rest of us were seriously overheated and uncomfortable.  We didn’t stop to queue in the overcrowded cafes, nor bother to spend money in the overpriced shops, although we had initially planned to.  The management need to get a serious grip on the situation. We were so disappointed and definitely won’t be back. It’s such a shame that such a beautiful museum has deteriorated so badly, mostly it seems due to poor planning. It would attract far more income from the public if they sorted it out."
"Written January 23, 2021",The Best museum in the world,"If the collection didn't impress you, the building sure will. This is where you can combine your love for nature, science, history and architecture. This magnificent building that looks like a cathedral/palace, has millions of objects that are million year old. From most famous T-Rex, rare animals/birds to some exotic plants whose tiles decorate the museum's ceilings, this is one place that I can never get tired of.We should all be thankful to the father of dinosaurs Sir Richard Owen who wanted the building large enough to display the skeleton of the largest animal on earth, The Blue Whale.And we should also thank him for scrapping the entry fee because in olden times, these super world class attractions were only for the super rich but he wanted everyone to have access and enjoy the natural world.What a nice gesture."
"Written June 22, 2021",They just want your money!,So my partner and I were going back home and we did not have anywhere to keep our suitcases. When we arrived at the museum (already with our tickets) we were advised that we needed to leave our bags at the cloakroom. Imagine our surprised when a guy there told us that we needed to pay 21£ in order to be able to visit the museum without our suitcases. We said that we were not going to pay and that we would carry our visit with our bags and we were neglected from that choice. So basically they don’t care about you they just care about your money. I did not have the chance to visit the museum and even if I had I would never donate (if they are just like this with bags imagine what they would use your money to).
"Written January 16, 2022",Never fails to amaze,"A firm favourite with tourists or for those who wish to visit this brilliant museum. It is free to enter, but it is worth booking a time slot online as those with time slots get in quicker than those without. Once inside you can purchase a map for £1 which helps you navigate around. There is a lot to see, it is not all about dinosaurs and blue whales! Usual facilities are available onsite and friendly staff are on hand to help if required."
"Written October 2, 2021",Amazing experience,"I visited here in august with my husband. We pre booked which was definitely a great idea as it was raining when we arrived and a huge queue outside but we walked straight in the pre booked entrance  so was well worth that. We spent over 5 hours exploring the museum, it really is an amazing experience to see all the history there"
"Written January 13, 2020","Amazing, but overcrowded","We visited on Sunday afternoon - the place was full of tourists... The Darwin Centre was a highlight for us, though we didn’t have time to explore all sections of the museum. Hope to be back one less crowded day."
"Written February 25, 2020",Don’t miss the clever architecture.,"On this visit I mainly looked at the amazing architecture of the building. I had never particularly noticed all the different flora and fauna incorporated into the outside and inside of the museum. Once you spot one thing eg the monkeys running up the inside columns, you start to spot other things. I went right to the top floor to get a closer look at the painted ceiling too. There is a small exhibit in one of the corners about the architect and the building. Such a clever, exquisite design.Entrance is free but they rely on donations for upkeep."
"Written January 6, 2020",Please charge an admission!,"It would seem that most parents here think this is some kind of crèche, letting their children run riot. Just because it is a free space, shouldn’t mean you can let your kids run around shouting. I could only bare to spend an hour hear. Every time I went to read a info board, I couldn’t concentrate due to some of the children around me. I think a small charge, would at least eradicate this problem and if parents were actually paying for something, they might feel their kids should actually be looking at the exhibits. Rant over."
"Written July 7, 2021","No control,  kids running riot. Masks under chins. Not a member of staff in sight. ",This is our 2nd visit to this amazing museum but this time I feel we have been let down emmensley.Making your way around and there is no control over anything. People ignoring the one way system parents letting their kids run riot whilst there busy on the phone or talking away. People walking around with their masks hanging off there faces or under their chin. Nobody around to manage what is happening.We decided to visit the Central Cafe to get away from all the noise and unruly children. No wonder the museum is free because the prices you pay are extortionate. £6 for a baguette which is okay but no basic rolls all fancy. £2.30 for a can yes a can not even a bottle of coke. Bring you're own food and drinks.Why are they doing time slots when I know people were arriving at 10.30 with 11.30 appointments and are just let in.  No order no control a total shambles of an experience. 
"Written July 25, 2021",Will keep you entertained for a few hours,"Visited the museum on a recent break to the City. Having been to London many times before, have never ventured as far as the museum. With Covid restrictions in place we did secure our free entry before turning up just in case numbers were high and we got turned away. Upon entry the iconic hallway is breathtaking with the Great Blue Whale skeleton hanging from the ceiling. The museum is broken down into colour co-ordinated areas so you can navigate and complete sections at a time. We did find some areas more interesting than others though it wasn't fully what I expected. We did visit the on-site cafe whilst at the museum for snacks and a drink. Prices were slightly expensive there but then I do appreciate its a captive market. Overall it was a pleasant place to visit for a few hours however now I've done it once I wouldn't rush back to return. "
"Written August 27, 2020",Stunning Museum,"The family and I visited as one of our many points of interest during our 4 night visit to the capital. Set in the rather boho area of South Kensington, the museum is literally a 5 minute walk from the tube station (Circle, District and Piccadilly lines).An incredible piece of architecture containing some magnificent sights and artifacts, this a place that will keep both young and old engaged and fascinated. Be prepared to use shanks pony though as this place is absolutely huge with so much to see, my feet were in bits at the end of the day. Plenty of local amenities in the surrounding area, parks coffee houses, shops, restaurants and places to rest the legs.Definitely worth a visit."
"Written April 2, 2023","Some great collections, but design and flow could be better","Above all, the building inside and out is gorgeous and it’s worth the visit for that alone.  The staff is friendly and the booking process was easy.  The collections of minerals, rocks, and elements as well as the sea creatures I found to be very interesting.  Most of the blue zone and the mammal exhibits feel quite old and physically outdated, including the rooms themselves, even if the information is still accurate.  Stained ceiling tiles and bleak hallways complete the image.  Ultimately it was a positive experience for me but I highly recommend avoiding going on the weekend unless you’re absolutely desperate to go.  I understand more people through the door = more potential donations but the least enjoyable part of the experience is just how incredibly crowded it is.  It would greatly improve the ability to experience the collections if they allowed just 10% less people inside at a time.  Currently you wade through rows and rows of people in tight areas to even get a chance to see something.  There is no organization or flow and thus there are groups moving in both directions, often with strollers, making it impossible to even bypass the more crowded areas."
"Written October 20, 2021",Fantastic beasts and the wonder of nature at the natural history museum,"The natural history museum has some great exhibits, but the fantastic beasts exhibition is ludicrously overpriced and very lame. The obvious movie tie-in elements will interest young Harry Potter fans, but there’s precious little in the exhibition for anyone with more than a cursory interest in nature. I feel well and truly rinsed."
"Written December 30, 2022",One of the worlds’ best,"We absolutely LOVE The Natural History Museum, it always boggles my mind that museums and galleries are free in the UK, but that’s one of the benefits of living and visiting here. We were lucky enough to just by walking by the museum, knew that we had nothing planned for the day and thought why not see how big the queue is… as it was just after opening we were lucky enough to get in super fast and without it being too busy. Please please please make a donation on your way in or around the museum so it can continue being amazing. We spent half a day here and you can easily spend a whole day and then come back the next to continue, there is so much to see and educate yourself with! Some of the displays have become rather dated, and it shows, they need a bit of an update, but the information they provide is still valid and the ‘main’ pieces are well maintained. All the staff are friendly and happy to help if needed, the cafes have tasty food and coffee at decent prices and the shops are very reasonably priced for gifts / toys etc. actually cheaper than some normal stores. The Natural History Museum is a must do."
"Written August 29, 2021",Too crowded!,"Booked our tickets online in advance and gave a donation, which was all easy.  Arrived at the museum and didn't have to queue, which was nice considering it was still the summer school holidays.  The museum building is impressive.  When you first walk into the main entrance, you cannot help but be amazed by the huge whale on display.  But,,,after 2 hours, we'd had enough.  I'm sure it's not entirely the museums fault but I feel they could have done a lot more to keep people safe during covid times.  It was very crowded, especially in the dinosaur exhibition area.  It was a one-way system through a very dark and small area (they have packed so much in to what felt like quite a narrow walkway) and people clumped up together, many with bulky pushchairs, also lots of young kids running around unsupervised and bumping into people, and I very quickly felt rather claustrophobic. So we didn't actually stop to really look at anything in the dino area, we tried to get through the crowd as quickly as possible and out of the exit.  My 7 year old son had also had enough - it was simply too crowded, he couldn't see anything and could never get to any of the exhibitions to really look at anything properly because there were too many people in the way.  Such a shame.  After that, we made our way back out to the main hall and asked my son if he wanted to see more but he did not and we decided to leave.  I've heard so many people say that you could spend a whole day at the NHM, and i'm sure you could....on a nice quiet day without children.  But when it's busy, I personally couldn't wait to get out.  We only actually did the reptile, mammals and dino exhibition areas.  In all honesty, it was more interesting watching the behind the scenes tv series / documentary.  We've come away just feeling a bit disappointed and deflated by it.  We had rather high expectations after having enjoyed the NHM in New York."
"Written March 21, 2020",Beautiful atmosphere. Disappointed by some aspects.,"The atmosphere is amazing. One feels like one is transported back to the 19th century. Well worth a visit. I was disappointed by the dinosaur section. Although the emphasis is put on education, the skeletons are mostly suspended above the walkway and not so easily visible. There is a definite effort to move away from a stuffy old museum layout towards a modern educational experience for youngsters (and adults), but doesn’t one come to this museum to be plunged into the old stuffy, dusty era of the great British discoveries and expeditions? That was just my own personal desire, so I’m not complaining.HOWEVER I was shocked to discover that there was absolutely no entomological section in the museum. There is a “creepy crawly” exhibit which is only educational. I wanted to see show cases of some of the world’s millions of fabulous fascinating insects. It took me a long time to discover there weren’t any, I asked one young employee where the entomological Section was. She said “the what?’. I asked another young staff member the same thing. She said “entomology. Is that insects?” and directed me towards a part of the museum where there were volcanoes. In the end someone told me that insects were no longer on display for the last few decades. Such a shame!"
"Written October 23, 2021",It was ok ,"I'm sorry but I really wasn't impressed, for starters when we arrived we were made to leave a small hand luggage bag in the "" cloakroom"" and charged £7 ! They actually weighed the case ! Why ? Nobody is carrying it around ! The other thing was you could leave a pram or buggy for a £3 charge !? Work that one out. Most of the hand sanitizers were empty which was surprising.I understand the museum is free entry, we would have made a donation had we not been stung by the bag charge. "
"Written September 9, 2021",Perfect Activity.,"Wow! What a day out! This place is amazing for couples, friends and families and there is so much to see and do. Lots of natural history and different monuments to study, look at and enjoy. Everything is examined in short brief points that don’t over complicate things. Everywhere was clean, tidy and the museum was just stunning! As a FREE place to visit in London that will cost you nothing more than a tube ticket, £1 map and a cup of coffee, this museum is definitely worth exploring. The Blue Whale skeleton in the main hall is just spectacular to look at. Take your time, take it all in and enjoy. It wasn’t too busy and crowds were controlled too. We will return as they are always adding to the museum."
