date_written,title,content
"Written April 16, 2020",Great museum!,"This museum was the largest I have ever been to, I got lost a couple times. ;pThere were also a lot of exhibits to check out! It was great to check out all the exhibits and learn a bit about London's history. There is a fee for audio guides and for the featured exhibit.  When I went to this museum, it very crowded and there is also no map provided but the place does have free wifi, so perhaps it was provided online?Otherwise, I had a good time."
"Written January 25, 2020",A must to see,My travel guide said the side entrance would be shorter but it was closed so had no choice but to use the front. Arrived just after 10am when it opened on a Wednesday. Very short queue to get in through security which is outside the museum. As I had no bag was waved through which helped. There were a number of school parties and coaches arriving so glad I came early.The museum is so large and varied that it is not possible to see everything in one visit.I wanted to see The Rosetta Stone which unfortunately was one of the first exhibits and although there was no real queue to get in the museum there were a large number of people in front of the exhibit taking photos and in the end I gave up trying to get to the front. Would have been better if it had been further in the museum so crowds would have spread out. My next exhibit I wanted to see was The Elgin Marbles which were in a room at the back of the ground floor and when I got there the room was nearly empty...making my point about the siting of the previous exhibit.I also wanted to see exhibits on the first floor which again didn’t have big crowds as it was still early. Had a coffee downstairs before I left.Next time I am in London I will visit again to see other things. The museum is free although donations are appreciated 
"Written March 8, 2022",Weekend museum visit,"On visiting the website prior to visiting, it suggested we needed to book tickets and we did, however on arriving the tickets were not checked at all, so I am not sure if this is still necessary. Tickets to special exhibitions are definitely needed, but I felt pricey. Lots to see in the museum and something for everyone. There were some collections that didn’t interest me, but others that I thought were very interesting. I especially like the watches and clocks. There is a lovely Japanese restaurant nearby, called Cocoro and I would recommend eating here if visiting the museum as it is only a few minutes walk away."
"Written September 16, 2020",Totally worth a visit. ,"My wife and I had been looking at. Museums to visit during our three days in London.  I booked online which was easy and straight forward, it is free but we did make a donation. Don't worry because there are plenty of places to make donations at the museum. We showed up on time flashed our passes and jumped the queue, which I have to say was really great. The museum is amazing and the pieces of history there are simply breathtaking.  It was busy there and everyone was wearing a mask,  some people would adhere to social distancing and others would not. There is a little cafe area half way through to purchase hot drinks and a little bite to eat. It is aroubd £3.00 for a cup of tea and more for a coffee.. Baguettes were priced £5 and over. Allow yourself a minimum of two hours to walk around."
"Written January 6, 2020",Incredible exhibits ,I would highly recommend a visit to The British Museum it has an extensive range of exhibits from all around the world. Descriptions and information are clear and informative. Picking up map is a must so that you don’t miss out on anything! There is more than history too there are art exhibits and extra installations which change periodically. You may need a full day or more! 
"Written January 3, 2020",Very long wait at the entrance,"It took me twenty minutes to get into the British Museum yesterday.  There was a long queue and only one security guard on my side checking bags, who didn't even grunt when I handed him my rucksack.  I wondered why there was a woman beside him doing nothing, and another four at the top, also not checking bags.  It was only when I was asked to go to counter 2 that they asked me for a donation.  Given that I'd spent 20 minutes in the cold, waiting to have my bag searched, by a woefully under-resourced, and rude, security guard, I didn't feel like contributing.  If they'd also been checking bags, my waiting time would have been substantially less.  It gives a very bad impression of what is one of the best museums in the world. I live in London and come often.  My friend was inside with my ticket for the Troy exhibition and I was always buy food and a drink when I visit.  I support the British Museum, and have never objected to doing so until yesterday. I think that you have to review your security procedures."
"Written February 28, 2020",A MUST SEE!,The British Museum is a gem of history.  Don't be daunted by the line to get into the museum.  I almost vaulted but I stayed the course.  Who know when I will be back in London? The line moved along quickly. The museum is free but there are many stations situated for you to donate £5.  Wear comfortable shoes there is a lot of standing and walking.  So much to see and do!
"Written October 2, 2021",Give yourself plenty of time,"Its free but booking a time slot at busy times might give you quicker entry. It was quiet when I went and other than a bag check I was in within five minutes. The size of the collections is immense and you start by wondering where to start top to bottom right to left, then you enter each section and either walk around and on to the next or walk left to right, then do you go from the furthest time to the present. It's all choice and looking at each exhibit and taking a small part in will take a minimum of two hours. It's more of a collection of artefacts picked up from when Britain had an empire when collectors and archaeologists could dig or pick up and bring back almost anything they liked. You do wonder after a while ''How did they take so much from the poorer less developed areas of the World '' and could it be done today? The ''British'' part is interesting and the story can be seen in many regional British Museums. The Museum is dominated by the earliest cultures that our own western ones would have developed from such as  early Egyptian, Roman & Greek civilisations. I can't see a part of the planet that hasn't been covered. You cannot fail to learn something from a visit and if you wanted to go in-depth into an era then you will need plenty of hours planned and possibly day's to do it justice. If you're local to London then as it's free and Public transport frequent then you could go whenever. Its heavy on the feet if you intend seeing the lot and keeping kids interested might be a challenge, the Mummies might fascinate or scare them. it's warm inside due to the glass roof but it's cooler in some rooms that have large fans to stand by.Gift shop is too full of irrelevant items that can be bought anywhere and have nothing to do with the museum there's a few London gifts like Taxis and Bus models.I'd prefer more Museum specific based gifts .Cafe's looked and expensive £3 for tea, with not more choice than a Train Station Newsagent would sell, Crisps and pre-packed Sandwiches it wasn't busy but was short staffed the queues added price were slow enough to avoid."
"Written April 10, 2020",Incredible,"You could spend a lifetime here and never fully appreciate all the treasures.  Plan on at least half a day (minimum) to see the highlights.  If you are traveling with children, you can check your coats/bags free of charge in the family cloakroom.  We also used the object-based tours available on their website - as a type of scavenger hunt through the museum."
"Written November 20, 2021",Really impressive museum - and it is free,"A really impressive museum - well laid out, absolutely full of artefacts, everything is very well explained, and efficiently organised.  The museum is free, although booking is advised (just so they can smooth numbers throughout the day I think).  Well worth a visit if you are in London."
"Written April 2, 2023",World cultural icon badly let down by poor entrance experience,"We booked a 90min spotlight tour and arrived 15min before the scheduled 11:30am yesterday. Upon arrival we were confronted with three different queues, two of which were long snaking ones marked “All Visitors” and “Timed Entry Tickets”.Anxious to arrive on time for the tour, we approach the usher to enquire about the location of the meeting spot for the tour. With complete indifference and a miserable attitude, she pointed towards the “All visitors” queue with a sweeping gesture. We stood in the queue for a few minutes and unconvinced  that she has even given any consideration to our question, we switched over to the “timed entry ticket” queue which to us made a bit more sense. Having committed without conviction that we are in right queue and resigned that we might actually missed our tour, we arrived finally at the bag check area to find to our consternation that the TWO queues which have caused much confusion at the entrance MERGED INTO ONE anyway! I have to state that this bewilderment was shared by many frustrated visitors in the queue.It is very disappointing that a world cultural icon like the British museum which receives over six million people around the world annually is not able to put in place a more sensible queue system and a polite welcome that the Brits are famous for."
"Written August 29, 2020",Museum you MUST visit,"British Museum needs no introduction. Certainly one of the best attractions in London and a must-see for everyone. Basically, one can describe the British Museum as a museum of the history of mankind. The expositions show artefacts from different parts of the world (Europe, Asia, Africa, America) and different times (large part from the ancient time, but also from middle-ages or even XVIII century) and have no weak point. And if we're talking about the exhibitions, especially impressive are those with items from ancient Egypt, Rome and Mesopotamia. The artefacts from medieval Europe and pre-Columbian America are another part worth seeing.  Honestly, I could mention every part of the museum here. Simply, go and see yourself (and be prepared to spend there entire day)."
"Written January 8, 2020",Busy but thrilling,"What can you do except wish you had more time at this place! Loved the huge indigenous peoples exhibit, the large libraries full of Greek sculptures and the beautiful Chinese vases, tapestries and artifacts. It’s a stunning amount of stories to take in. The cafes have a few decent vegan snacks and good teas. The gift shops are also quite fun! Bonus - staff were quite friendly! Plan your visit, give yourself time to make your way through the crowds and enjoy the experience."
"Written February 28, 2020",Well worth the visit,I had always wanted to see the British Museum and on our recent trip to London we made a point of visiting. The exhibits are all arranged very well and we enjoyed the time very much. The highlights were the Rosetta Stone and the Platypus. You can actually see the marks where they tried to pry the beak off when it was first sent from Australia.
"Written June 9, 2023",Good 1-2 hour activity,"Interesting museum! The Egypt exhibits were the most interesting and are a must see. It’s nice that the museum is free, but do not bring kids if you don’t like constant complaining and want to stay for longer than an hour!! It’s also pretty crowded, but there are always some less crowded rooms. "
"Written February 22, 2020",A place to visit ,"Wonderful experience...Hundreds of people visiting one of the most well known Museums in the world. A huge journey in the history, life, culture and civilisation of so many countries in the world. Surely a memorable destination. "
"Written October 17, 2022",Brilliant Location and Superb Building,"We came here to attend an evening function downstairs at The British Museum held by the British Horror Film Academy Festival. What a truly superb venue and such an excellent atmosphere. The all-ticket event was incredible, and the capacity audience watched 5 short horror films followed by the feature horror film ""Feed Me"". All the films were just simply brilliant, and we loved them all. At the end of the evening, they did all the annual awards ceremony and the film ""Feed Me"" took 5 awards which was truly amazing including our son who took the Best Actor Award for 2022. We would highly recommend a visit to this excellent location and would encourage others to consider using the wonderful facilities and screen area within."
"Written June 9, 2022",Stonehenge exhibition,"Stonehenge exhibition.  Enormous security queues at front entrance can be mitigated  by the, thankfully,  poorly patronised entry at rear. The Museum's Stonehenge exhibition was up to its usual exceptional standards. Excellent presentation, displays and information about some wonderful objects. It was rather dark and at times this hampered mildly (reading). Don't go thinking this is about a stone circle. Its about giving context to the structure in terms of the peoples connected with its times. In a way the circle is a minor part of the overall thrust and production. I spent nearly two hours absorbed by its excellence."
"Written August 26, 2023",Arrive early,"This is a huge place and you need to get here early in order to have a decent visit there are always many groups here from all over the world who have already prebooked. There is a good shop across the road which sells souvenirs where you can leave your baggage for a small price, I paid 8 pounds and you can leave it there until 6 PM on that day it's best to leave your luggage there as you cannot take it into the British museum any longer. There are huge rooms upon rooms and floors upon floors with many different world culture that are artifacts on display despite the ones that have gone missing recently and have been in the news. This place has so much that it does not even keep know what's gone missing. The Japanese artifacts on one of the top floors are always fantastic to see as are all the sculptures the wonderful glass ceiling with its design is always a tourist attraction in itself. The merchandise here is very expensive so I would suggest you pick 1 or 2 things that you like and buy just those otherwise there are many cafes and smaller restaurants within the museum where you can get something to eat but the feeding is quite spouse and the place is so busy that it's hard to get a table. You can easily spend the whole day here."
"Written August 25, 2022",So much to see,"On arrival we joined the queue outside. It was very fast moving. Once on the grounds we were steered away from the queue and ushered straight through (my sister uses a walking stick). It was very helpful of them. You need a significant amount of time, the museum is huge with a significant number of displays. We visited one of the coffee shops. At the time the card reader had gone down. They were very apologetic and advised people of alternative places to pay. As is standard, there was a long queue at the ladies toilets. But, they are dotted throughout the museum. Maps are £2 or you can download them from the website. There are plenty of boards around too, to tell you which way to go. It’s well worth a visit and it’s completely free. You can, of course, leave a donation."
"Written February 12, 2020",Top London attraction,"This massive museum offers much to learn, you would need days and days to see most of it. It has impressive ancient Egypt, Mesopotamia, Greece and Asian cultures collections. If you're visiting London and if you're interested in history at all it's definitely a must see."
"Written January 3, 2020",The Quintessential British Museum,"Nearly everyone has heard of the British Museum and with good reason.  The collections are absolutely amazing.  This is the home of the Rosetta Stone, the Elgin Marbles, and one of the best collections of Egyptian artifacts outside Egypt.(Controvery over whether Britain should be the custodian of these things aside.)But that is only the beginning.  There are artifacts from all over the world: an amazing collection of Greek and Etruscan terracotta objects, Roman glass, the Sutton Hoo treasure, some of the most famous Maya stellae, beautiful torquoise mosaic objects of the Aztec culture; sections devoted to China, Japan, and the South Pacific.  A serindipity of German ""notgeld"".  And much more!One of the most wonderful areas is King George Library, the ""Enlightenment Room"": one could spend an entire day just there!That being said, one has to be prepared for crowds, particularly at popular exhibits like the Egyptian artifacts and King George Library.  During the week there are numerous school groups clogging these areas and multiple tours in a variety of languages.  One has to be patient: go see something 'unpopular' at peak times and try the popular things later.  We actually saw the Rosetta Stone at one point with not another soul around.  It helps to have several hours to devote here."
"Written February 17, 2020",Troy exhibition,"I was a bit apprehensive about taking my partner and friend to see the exhibition. I was educated with regards to classical Greece and have read the Iliad and Odyssey. They had little prior knowledge of either. However they thoroughly enjoyed it and were probably did so more than me as it was all so new to them. On one of the worst days of the year so far, we happily spent 7 hours in the museum and were quite disappointed when closing time came."
"Written January 19, 2020",Decided to meet up with family in the restaurant on the third floor,We decided to meet up with 4 of my wife's cousin who we hadn't seen for over 10 yeas and the British museum was a great choice. We eat in the third floor circle restaurant and what a great choice. The food and service was First Class so would'nt hesitate to recommend.
"Written January 17, 2020",What a superb place - and the best attraction catering in London!,"The museum itself is incredible. The architecture, exhibits and interpretation all superb. And so spacious it never feels crowded. However, with a dd who can't have  dairy or soy, eating out is tough. This was the first and only place of many we visited that properly understood, catered with something delicious, and didn't make her sick. Both the pizzeria and the courtyard cafe were superb, and the pizzeria's food was both the tastiest, and the cheapest wholesome, healthy and delicious meal we've had in our time in London. Troy exhibition was also superb. Can't wait to return."
"Written October 2, 2020",4000BC and all that,Good to see that the British Museum has reopened after the Covid19 lockdown.  You need to pre book a ticket-easy as website works smoothlyTake care to arrive at the allocated time- then entry is smooth and easy. Only the ground floor open and a signposted route to follow. It makes one reflect on current pandemic challenges when faced with the statues from Egypt dating back to 4000 BC.  The details given are worth reading.  Also before visiting the Museum worth taking time to follow one of the British Museum video tours shown on YouTube.  The curators are expert at explaining the pieces  and giving relevant background.The whole tour is in line with best Covid guidelinesIt takes about 2-3 hours to complete.
"Written February 9, 2020",Huge Museum but non is related to British History !!??,"it's a bite weird that all things in the museum were history of other countries (e.g. China, Egypt...etc) but non of them is related to British!!   Anyways, Museum is huge, it may takes you 4-5 hours to go through everything if you are interested.  Be spare more time when you are going to British Museum"
"Written August 11, 2021",Great museum,We visited the museum on a Sunday afternoon in August and although we booked online we had to queue which seemed daft. You have your bags checked and wheeled luggage isn't permitted into the museum. The museum is huge and so impressive from the moment you step in. You could spend the day here and still not see everything. We only visited the general exhibitions but there are other exhibits which you can pay for.
"Written June 18, 2022",Fantastic afternoon tea in the grand court,Had a wonderful afternoon tea plus Prosecco at the Grand Court with my friends. The sandwiches were fresh and quite filling. We didn’t manage to finish all the desserts.Very relaxed atmosphere and friendly service.Recommend booking beforehand- we booked just two days beforehand for Saturday at 1 pm.It was reasonably priced.
"Written February 15, 2020",One of London’s Treasures,"The British museum is a must see when you are in London. We visited on the weekend, while there was an Achilles exhibit that was being challenged. Demonstrators were everywhere in the museum to boycott BP who was sponsoring the exhibit. Was able to see the Rosetta Stone, which was a big reason we went to the museum. Overall, it was a great experience and truly enlightening to see everything that was showcased in the British Museum."
"Written January 9, 2020",Troy: Myth and Reality Exhibition,"As the blurb says: the legend of Troy has endured for more than 3,000 years. The exhibition explores Greek and Asian artifacts gathered during the several site excavations and artworks contemporary of the times. It is well laid out and documented, with Homer’s Iliad being the narrative theme. Quite apart from the story of a great city, plunged into a 10-year, the sculptures, paintings, pots and other stunning artifacts are amazing. The incredible Filippo Albacini sculpure, The Wounded Achilles, is worth the entrance fee alone."
"Written December 2, 2022","No, thank you.","No clear road to go there from Russell Square (one single board).  Just a little slate to say where the entrance is. Museum's free but it's better to have ""timed tickets"" so we made a reservation. We arrived at the opening and still had to queue under the heavy rain, on the sidewalk, the whole street long for 20 minutes. After that, we could finally go inside the museum's courtyard,  still under the heavy rain, (to wait 20-30 minutes again) to reach a marquee where our bags are checked. Then, back to the heavy rain again to walk to the ""museum's real entrance"". Couldn't the museum put on our reservation ""Warning, there will be a queue outside for security, please dress accordingly""? No tickets' checking, wonder why we took them???Lots of jewellery within the museum as many statues. The museum is worldwilde known so we had lots of expectations. Seems we had too many.The rooms' names are put on a little board put at the top right, written in a small font. Difficult to read from afar, even more if you're small. And the rooms don't have a logic. You'll pass from one to another without a direct link between them.Our visit wasn't enjoyable because of the numerous classes of students. They didn't listen to their teachers and used showcases as desk to write. They were very loud and also ran all along the museum. They also took a whole space for themselves. One or two classes is enough. Why so many? We couldn't even hear one another because of them, even though we were side by side. We also couldn't see all the items exposed because of them (showcases blinded by paper & notebooks).  The little corridors between the showcases were blocked by them so there are parts of the museum we couldn't get access to (even though we asked them to move). And they were there a lot of time, we left before they did!Shops are all over the place, felt like too many stores for one museum. The one we visited was small, the goods sold there didn't have a lot in common with the museum (""tobelerone british museum"" ok, but why  selling ""Harry Potter Wand"" from Running Press, for example). Their variety is very small. And most stuff were pricey... From our visit, we only recommend looking at the ""clocks room"", where we saw some clocks we haven't seen before, the greek temple's recreation, and that's basically it. Note: we didn't go to the exhibitions you can get access to, after paying entrance for it.We don't know if we had set our expectations too high, but it's the first time ever that we've been that disappointed after visiting a museum...."
"Written February 2, 2020",Plan  to spend most of the day,"I really love this musuem ive been 2x and still havent seen everything.If you can i recommend joining a few of the free tours offered in certain sections, the times are posted when you enter. its really interesting to not just see a sculpture and ceramic and admire, but to learn the history and culture of the time it was made."
"Written January 24, 2020",So much stuff but only a handful of truly amazing things,Walking through the museum you sort of get the impression that back in the day the British Museum would pay anyone and everyone for anything they could prize from its location and carry back with them from wherever it came from. There's just so much stuff and most of it is pretty similar. Sometimes you get the impression that Egypt especially must be pretty short of ancient artifacts because they are all in the British Museum. That being said the Rosetta Stone was wonderful to see and some of the Roman Statues and Greek things are pretty special.I would recommend but i'd probably point people towards the Natural History Museum as its just better.
"Written February 4, 2020",Iconic collection of ancient treasures,"My first visit to this fabulous museum and it was definitely worth the wait.We arrived early at opening time and entered (for free!) quickly without having to queue. The place filled up very quickly after we arrived and by the time we left, the queues were out of the main gates so it’s definitely worth beating the rush.We spent hours wandering around the 90+(?) galleries of artefacts from around the world covering all of the major cultures and races from throughout history.Many of the exhibits were truly iconic and were instantly recognisable from all of the books and tv we’ve seen over the years - it was amazing to see them up close in real life. Some, such as the rosetta stone were real stars and attracted crowds of viewers whilst other “minor” exhibits weren’t as obvious but were fascinating to read about.An inspiring visit with a huge amount to see. We thought we’d seen everything but spotted several areas in the guide afterwards which we’d completely missed so there’s still more to see next time."
"Written February 28, 2020",Incredible Exhibits,"I visited on a clear, warm, sunny weekday in January. It was almost a shame to be inside rather than outside enjoying the rare weather. I arrived at about opening time and there was not a long queue or wait to get through the security checkpoint and “ticket” counter where they ask if you would like to make a donation. I only had a few hours and wanted to look at some of the ancient stuff. I went to the Rosetta Stone, then continued through the Assyrian exhibits to the Parthenon sculptures. I went downstairs to the Greek and Roman architectural pieces then headed up to see the India exhibits. A brief look around the dying gallery and it was time to go. The museum wasn’t very busy but, some galleries and areas were mobbed with groups of Chinese or American tourists and others were empty. By the time I was leaving, the cafes and shops were full in the great court and there was a queue for the toilets. It was cool to see the actual Rosetta Stone but, it is behind glass, there used to be a full-sized copy that was displayed in the open."
"Written January 4, 2020",Disappointing Troy,"I absoltuely love the British Museum, it's my favourite place in London, and I've visited dozens of times. However, I was sadly disappointed with the Troy exhibition for two reasons. Firstly, it was really dark inside which made reading many of the panels quite difficult. Secondly, despite choosing an allocated time slot, to control the volulme of visitors, it was extremely busy. Dodging between people's legs and bodies in order to read information in a poorly lit exhibition detracted from the level of enjoyment I was expecting. Not nearly as good as the Pompeii arrangements from a few years ago."
"Written February 1, 2020",Troy - brilliant exhibition,"The British Museum is vast and exhausting if you do not pace yourself and be very selective.  Check out what it has to offer and select in priority order what you really want to see with some extras if you have time and stamina.  I came for the Troy exhibition. As always the exhibitions are very well curated and engaging.  This looked at myth, fact, and influence.  The story was told through found Greek pottery, sculpture, Roman frescoes; archaeological finds and modern interpretations in art and even cinema.  If you visit more than one exhibition a year it really is worth looking at membership. I did and never regretted it even though I live 200 miles form London!"
"Written February 29, 2020",Visit to the Troy exhibition ,"We visited in half term to see the Troy exhibit which was fabulous. While there we also looked through the Egyptian Halls as we had visited the Tutenkhamun exhibit the day before as well as looking through a number of the other halls. The museum is vast and you could literally spend days there. I recommend you plan what you would like to see (roughly) before you go or at least purchase a map for £2 when you enter then grab a coffee from one of the various refreshment areas and decide what to visit.  All three of the children (23,12 and 9) absolutely loved it and would have spent a second day there easily."
"Written February 13, 2020",Just Wow!,"I’d heard a lot about The British Museum. My father had been many years previously, but I had not been in the capital for over 50 years, when I was 4. I had an itinerary for my 4 days in London, as well as a to-do list what to see in each museum. The three top items I wanted to visit were; the Rosetta Stone, Easter Islands Ho Hakananai’a statue and the Lewis Chessmen. The first two I had heard about listening to the excellent Radio 4 the World in 100 object podcasts. The Lewis Chessmen came to the fore listening to Frank Skinners excellent podcast, which got me to visit the smaller number in Edinburgh and also the site on the Isle of Lewis where they were found. I digress… The amount of arts and materials on display is mind boggling and would take days to see. My advice would be to research what you want to see and temper this with the time that you have available. The central hall which houses the café, shop, toilets etc. has the most magnificent lattice glass roof and really complements this grand old building well. Don’t forget to make a donation and use a map to plan and enhance your experience. Staff as with all of the other museums in London are first rate and deserve a mention."
"Written January 27, 2020","My first visit, and I will definitely go again","This is the first time that I have been into the museum, despite having always lived and worked within the London area.We viewed the excellent 700 years of jade exhibition and went through to the introduction to China which was fascinating.Spent 2-3 hours walking around after which it was difficult to absorb anything further, will definitely return.Understandably the best museum in the world.Plenty of toilets. eating places and gift shops.  Very helpful staff throughout."
"Written March 1, 2020",Good not the best in london,Popped in here as was one of the few last museums I havent been to know london. Lovely building well organised artifacts. Good amount of foot flow no real hold ups to see anything. Queue was about 20 minutes outside which in this weather is a bit rubbish but I can understand security needs to be done 
"Written August 8, 2022",One of the best museums in the world,"Turned up at the entrance where some renovations were taking place, so they had a temporary line and security area which took no time at all to get through. It's completely free to enter, and you don't need to book ahead unless you want to be guaranteed entry as they are trying to control crowds. The central atrium is absolutely spectacular with a glass roof covering the entire area, letting in tons of natural light. The museum itself is massive and you could easily spend a whole day there and not see everything. Almost every point in human history is covered here, starting from the dawn of civilization all the way up to the present day. Honestly one of the best museums in the world!"
"Written January 1, 2020",Great place to spend the day,"There was a huge queue at the entrance, but it went very fast, we only had to queue for 10 minutes. They provide food inside and places where you can rest if you get tired walking around all the rooms. The only problem,like everywhere else, are the people who take selfies and disturb others while admiring the exhibited items... "
"Written March 7, 2020",Beautifully designed building,Visited this museum with a group and concentrated on two rooms only as too much to take in in a couple of hours. We were thrilled by the entrance and the structure of the glass dome letting natural light in. Thoroughly recommend a visit.
"Written June 14, 2020","Great Museum, Rude Staff ","We had such a good time at this Museum. The highlight was the Rosetta Stone but this massive museum is filled with millions of things to see. You could spend weeks browsing around. The entry is free or with a donation. There was no line to get into the museum at 4pm. They have a cloak room for an extra charge. There are a few dining options within the museum, including a grab and go coffee shop. As the museum was closing we heard an announcement that we had 15 mins before closing time. We started to head back to the main entrance and was met by a VERY rude worker who SHOVED us out of one of the show rooms. I just couldn't believe how aggressive he was and rude to us. Had no idea why he had to literally PUSH us out as we still had 15 mins plus we were clearly walking in the direction of the exit. "
"Written August 29, 2021",Nero with some grumbling.,"Accessibility issues continue. Little seating within the exhibition space. The signage in front of exhibits is too small. Many visitors have sight issues and you are waiting whilst people lean forward trying to read the labelling in the fairly dim light. Build up of people waiting to read despite us visiting at a less popular time / day. It begs the question what happens when a wheelchair user blocks the view…I have commented before on these issues to the BM but it seems there is no change in the presentation of special (and pretty extensive to be honest) exhibitions. We are not all minted tourists, some of us are locals on a pension and I think the BM could do better for my £18 to be honest.Some good materials, atmospherically presented, interesting and thought provoking.Oh, and your demographic questions…I was with adult family member"
"Written January 23, 2020",A must-see; set aside a whole day,"From the Great Space to individual exhibition spaces, there are so many amazing things to see here. Give yourself time to wander; you will never be able to take it all in, but you will definitely be able to appreciate the highlights. The current exhibition about Troy is also excellent, but go early to avoid the crowds."
"Written August 21, 2020",The British Museum ,"Fairly enjoyable day out with young children, quite congested so make sure you keep your eye on young children and personal belongings.On our visit, there was a fashion show for local students which was good fun.The main exhibition my children wanted to see was the infamous ancient Egyptian section and it didn’t disappoint."
