date_written,title,content
"February 6, 2020","Tower of London, Yeoman Warder Tour","First time in London, traveling solo, Tower of London is a must-do tourist stop (it really is).A brief description:  Built by William the Conqueror shortly after the Battle of Hasting almost a thousand years ago, it has acted as a fortress, prison, and royal residence.  Among other things, it currently houses the crown jewels and the central building, the White Tower, houses the royal armory, a collection of arms and armor from monarchs past.Included with your ticket is a Yeoman Warder tour.  I had no idea what that meant before taking the tour.  Short version:  It's amazing - don't miss out on this!Our guide was Yeoman Warder Scott Kelly, who is the 409th to hold the title.  They are sovereign body guards and tasked with guarding the crown jewels, the Tower, and the queen on ceremonial occassions.  They also give extremely excellent tours.YWS Kelly's tour was engaging, entertaining, and educational.  The Tower's history is storied and more than a little bloody.  It's one thing to read about it, another to have it presented to you by a member of an ancient military order with a flair for the dramatic.Hoozah!"
"February 2, 2020",Amazing experience,"Every part of this castle is great. I especially recommend the White Tower with the collection of arms and armour from Tudor era and later times, exhibition called the Medieval Palace which shows how Henry III and Edward I lived in the XIII century, and the beautiful Crown Jewels. My visit took nearly 3 hours, but I wish I could spend here more time. The Tower of London is definitely worth seeing."
"March 5, 2022",Tour with a super guide,"Fantastic tour of the Tower of London made special by beefeater Scott Kelly Beefy406, who was extremely informative, funny and engaged with the entire audience all the time, taking care to get the kids involved from the start. I’ve wanted o do this tour for years and was really looking forward t it but  I’m glad I arrived when I did as beefeater Kelly made this experience so much better than I anticipated. I’m sure all the beefeaters are equally entertaining but I would so recommend the tour experience than going around solo listening to the audio guide."
"April 25, 2022",One of the 'Must Do' London attractions.,"A very enjoyable day out at the Tower of London. Make sure you search for a 'two for one' offer, such as offered by the rail companies. We joined a one hour Beefeater led tour. Slightly corny, but full of information and history. We then queued for the spectacular Crown Jewels. (You pass by on a moving walkway, but can double back and/or stand on a raised platform for a longer look.) It only took about 15 minutes to get in, but can take longer in peak holidays. Well worth the wait. Then we checked out some of the rest of the site. All in all, three hours should be enough time. Well worth doing."
"January 10, 2020",London Bridge semi self guided tour,"We went along with the intentions of walking around and learning ourselves, however we arrived in time for a beefeater 30-45 min tour - which was a great introduction to the tower of London. We also went and saw the Raven master talk about the birds that live on the grounds. If you've got some time up your sleeve you could easily spend hours wandering around reading all the signage and looking at all the suits of armour, crown jewels etc. Deffo worth a look!"
"February 2, 2020",History and Tradition brought to life,"Don’t be tempted to skip the guided tour with a beefeater when you first enter. They are hugely enjoyable and very informative. The Yeoman Warders are all seasoned military non-commissioned officers and they bring a wonderfully earthy, humerous edge to the tour, setting the tone perfectly for a great visit. They really bring the history of the place to life.Once the tour is over, you will be left to your own devices to explore such things as the Crown Jewel collection and the Royal Armouries. There really is something for everyone here and the place is, literally, iconic.Definitely a must-see attraction if you like your history colourful and palpable."
"July 31, 2022",About 15 years since first came & lot more exhibits and new Platinum Jubilee Crown,We purchased tickets in advance for the opening time of 10am on a Sunday.  We had to queue a bit as we arrived before opening but dealt with very quickly.  We didnt bother with audio guides.  We didnt stop only for photos and reading things and looking at exhibits and things and we didnt leave till 1.30pm.  So plenty to see there and so good value.  Really enjoyed it and it was great to see the new Plantinum Jubilee crown that has been made for the Queen as the longest ever serving monarch. Highly recommend going here and making sure you give yourself 3 hours really to get to see it all.
"January 15, 2020",The Tower has not fallen,"Some people will go just to look at the Crown jewels (impressive) but the real treasure of the space are the ""guides"".  Retired servicemen with great personality recount the history of the various locations within the Tower.   Coming from North America its a treat to walk around a building of historical significance for over 800 years.   They even have a dragon!"
"December 4, 2021",Interesting for all ages,"We booked online with ease a couple of months before going. Selected the midday slot so could arrive midday to 1.59pm. We arrived 12.20 and luckily there was a tour starting 1230. Reviews were good and it mer expectations. The Yeoman was very entertaining and informative. The tour is almost a hour and all outside. You can then explore inside the various buildings inc seeing the Crown Jewels.We were there 3 hours in total. If you went to the cafe or read more going around you could easily stay longer.Lovely views of Tower Bridge and amazing buildings inside the Tower walls. Lots and lots of history, Inc horrible history! "
"March 16, 2023","Looks expensive, but when you add up what you get for your money, I think it's good value.","You get a site tour, the crown jewels, the White Tower, a museum, a church, the walls walk and the ravens. I last visited 10 years ago and was concerned the tour guides might have gone 'woke' over the years - no way.  The Yeoman Warders are just as 'salty' and humorous as they were in 2013. And they are also informative.The easily offended may force themselves to be offended, but the crowd reaction underlined that he (Scott Kelly)  hit the right notes for his audience.If you've got the time to spare (I was there for 4 hours - and I don't dawdle) get yourself along to the Tower. Great place."
"August 30, 2023",The Tower of London - Don't miss it!,"We made reservations for this tour a few months before we went. The Beefeater tour, which did not cost extra, was a fun addition filled with history and lots of humor too! The guide was very informative and told us much about the Tower facility and the history of the location and people who lived there. These tours are offered during the day (at set times) and worth the time it takes to listen. I think there were also audio guides you could rent, but we did not do those.This location houses the queen's jewels, which are amazing to see, but it also has a church, apartments, display of armour,  living quarters, and torture chambers you get to see. I would allow at least two hours, but if you want to see it all allow 3 or more. We were there on a holiday weekend which may have made it more crowded, but I bet it was pretty normal attendance for a city the size of London and the tourist who are always there."
"January 4, 2020",Fun family visit to the Tower,"Yeoman's tour was the absolute highlight of the trip to London for our 13 year old daughter.  Very entertaining and educational.  The lines for the Crown Jewels were long, but lightened up towards the very end of the day.   There was definitely enough to explore to keep us busy for the whole day.   Buy tickets online in advance to take advantage of a discount and shorter wait in lines to get in."
"March 7, 2022",Yeoman Tour - Beefy409,"We strived just as the noon Yeoman tour was due to begin, and decided to join. In short, Yeoman Kelly (Beefy409) made the Tower come alive for us, informative, amusing and succinct all delivered with a smile & a wink.The Tower is an amazing visit, Crown Jewels, the Mint, the Armouries and the Ravens, you should go - and when you do, take an hour to have history brought alive by a passionate, knowledgeable Yeoman.Thank you Beefy409 👏👏👏👏👏"
"October 25, 2023",£1 tickets - restricted booking ,You are now offering £1 tickets for those on certain benefits which is great as times are hard. However I have gone to book the £1 tickets and it’s booked up on the day I want and I’ve then gone to book it at the normal price to see if there are spaces and there are spaces. So why are you restricting spaces for those that are on benefits? 
"October 27, 2021",A good day out,"It was a last minute decision to visit the Tower of London before returning home from a weekend away. Booking online was easy and the tickets emailed to us straight away.There’s a lot to do inside and it’s really informative, it was lovely to see the queens guards doing their marching outside the Crown Jewels area.I’m glad we went but it is probably something I would only do once in my lifetime. But all in all it was a good day out"
"March 5, 2022",Fantastic!,What an amazing place! We entered and joined a tour by a Beefeater called Clive who was great at  story telling and explaining the history of the tower and buildings. Leave at least 3-4 hours for a good look round. The Crown Jewels we’re just beautiful. The history is so interesting. 
"January 9, 2020",Amazing tour that surpassed our expectations!,"We cannot recommend visiting the Tower of London enough! Steeped in history, our tour with Youman Warder Scott Kelly was exceptional! Warder Kelly mixed history with humor and was the highlight of our trip to London. The ticket price includes the fantastic tour along with admission to the Crown Jewels, the White tower and the rest of the expansive grounds. This is a must do in London!"
"August 18, 2021",Ticket prices are high but a good afternoon out. ,"We visited on a Monday in August and was pleasantly surprised that it was not busy at all.The free guided tour was worth it, along with the white tower and seeing the crown jewels.My companion is serving with the British Army and especially enjoyed learning that the beefeaters are all ex military. "
"August 31, 2020",Underwhelming ,"Overall found the place a little underwhelming. A few of the exhibitions were shut due to Covid restrictions. The grounds are immaculate though. They say to allow around 3 hours for a tour but we were done  after an hour. The Yoeman Warden advised us that they usually accommodate 14,000 people on a bank holiday weekend but this was capped at 2,500 which allowed for shorter queues which was nice. We never queued for more than 5 minutes to enter the popular exhibitions (crown jewels, torture chamber, white tower). "
"April 7, 2020",Incredible!,"I certainly did not expect to spend nearly 5 hours here, but I did! I was lucky enough to arrive through the gates right when a tour was starting, which I highly recommend (and funny!). It gives you a quick history lesson and a good ""lay of the land"" to go exploring on your own when the tour finishes. There is more history packed into this place than I ever imagined! The Crown Jewels are magnificent, of course, but there is so much more to see and learn here. I highly recommend giving yourself plenty of time to go through all of the buildings, taking notice of the age of some of these places, which for an American is amazing to experience a building that is 900+ years old! "
"August 19, 2020",Crown Jewels,"Our visit was dampened by the weather and the fact the Yeomans are unable to do guided tours. I was looking forward to this, but understand the reason why. The place Is full of history and I wish we had a better day with the weather. I would advise that even there being quiet you will still need to queue to see some of the attractions including the Crown Jewels. Not great for visiting with a toddler as many steps and they will most probably get bored inside of the building and wanting to touch everything"
"February 19, 2020",A walk though history! ,"Visited here at the weekend and was a great experience! We did a guided Yeoman Warder tour, which is free and lasts about an hour. Our guide was great he had everyone engaged and had fascinating stories and knowledge on the tower and the history behind it. We arrived early and did notice as it got to around 1pm it was very busy. We headed to the Crown Jewels first to avoid the crowds and went straight through. Would highly recommend this amazing part of history and would say make sure you leave enough time to be able to get the full advantage of the place. "
"May 31, 2021",Afternoon activity,"Visited for an afternoon, it is so well organised and loads to see! We spent 2-3 hours walking around seeing everything from the Crown Jewels to the bloody tower. A few rooms where shut which is a shame but we will definitely be back for a tour and to see the remaining rooms. The beefeaters and guards were lovely to watch. The only downside is the cafe can be quite pricy for what it is so would recommend bringing a picnic or snack."
"June 6, 2021","The closest you'll get to the Crown, without a knighthood","Firstly admission is by scanning of your ticket QR code, either on mobile device or printed sheets. There are ticket machines nearby, but don't join the queue without a ticket. You don't get to skip the line at the Tower of London, as everyone joins the same queue with pre-bought tickets. Once inside, if you have young children, you can currently take them to Knight School where they'll learn how to become a knight, albeit socially distanced. You'll then follow the route around and see all the different towers, and rooms, but if you want to see the crown jewels, I'd advise going straight to them if you arrive early, this will reduce your waiting time. There really is a lot to see and it will take a good 3-4 hours to see it all. There are at least three gift shops, an ice cream vendor and a resturant on site too, but prices aren't cheap. I'd at least bring a bottle of water and save yourself £3 for a tiny bottle of drink, Royal Palace members get it slightly cheaper. I had a very enjoyable visit and whilst I'll never need to do it again, I would recommend it to anyone who hasn't been yet."
"February 2, 2020",Definitely Must-See!,"My wife and I started our experience with a 45 minute introductory tour by Yeoman Warder Scott Kelly, the Queen’s 409th “Beefeater”. He was extremely educational and entertaining and the whole tour group loved his performance.After that, we were able to explore the different sights at our own pace. We saw the Crown Jewels, visited the Chapel Royal, the White Tower, Battlements, Ravens and more! Great for anyone, especially history enthusiasts, and families. We were there on a Saturday in February and it was still quite busy. Would recommend getting there early to avoid long waits. "
"January 1, 2020",Huge Attraction,This was the only real attraction that I spent time in during my two days in London. I bought tickets beforehand and they accepted both electronic and printed tickets. I went a little before the Tower opened for the day so I was able to see mostly everything. The first thing I checked out were the Crown Jewels which are a must see. I think I spent around 2-3 hours here and that is a lot for me since I go through museums very quickly. What kept my interest here was how large this attraction was and that we get to go into various areas of the Tower to check out different rooms and what they were used for. I did wait for the Yeoman Warder (Beefeater) tour but it was a bit hard to hear the tour guide since there were many people on each tour so eventually I went to explore on my own.
"October 14, 2020",Time to go to the Tower,"Great afternoon out at Tower of London even with Covid restrictions. Still plenty to see in a safe environment. The grandchildren enjoyed meeting the ravens, talking to the Beefeaters, climbing the stairs and seeing the exhibits in the White Tower and finally visiting the crown jewels. Although there are areas which can not be accessed due to Covid, it is still worth visiting as there was no que to see the crown jewels which are spectacular.The small cafe on site has limited menu. If you have young children bring a picnic lunch until the main cafe re opens. Hot drinks and sandwiches can also be purchased as you leave the Tower. The gift shops are open, a little expensive but some unique items can be purchased."
"February 18, 2020","Really good, much better than expected ","DO the tour!, very informative & well presented/humorous. Takes one hour. Long queue for Crown Jewels, but worth it. Cafe Very expensive, you can take your own but we got cold & wet & needed hot drinks. Could have spent more time in White Tower, will have to return. Used 2:1 entry offer by going by train, saved £30. Very well organised. Great day"
"February 6, 2022",Day sight-seeing ,"This is brilliant, if you go by train, get the two for one offer, as it is expensiveDo the walk tour with the Beefeaters as it is brilliant. Then wander in and out and make a day of it to get full value for money. The cafe was nice enough, noisy with hard chairs and hard floorsThe food was quite tasty, all be it a bit extensive, but if you are there for the day it's got to be done"
"September 26, 2021",A MUST SEE!,"I have lived in and been a regular visitor to London but despite walking past the Tower of London hundreds of times I’d never been until today - I wish I’d come sooner! I spent 2.5 hours there and really enjoyed seeing almost 1,000 years of history up close. I did the self guided audio tour as well as the Yeoman tour which was superb - Scott Kelly was a fantastic guide and really brought the place to life. The Crown Jewels are spectacular. Even more so than I thought they would be up close."
"July 29, 2022",Look out for Beefeater Dave!,Haven’t visited for 25 years so was lovely to go back. Incredibly impressive and interesting. We precooked tickets and entry time and I would recommend going early in the day before the queues for exhibits like the Crown Jewels. We met Yeoman Warder Dave who was fantastic in providing information and historical insight mixed with some humour! 
"January 24, 2020",Amazing in every way!,"There are so many things I could say about The Tower of London! My husband, two teen daughters, and myslef were here for an entire day and it was still not enough time.  There is so much to see from the crown jewels to King Henry VIII's suit of armour, the zoo and the chapel where several notable people are buried.  I love it and will be going back!  Plan at the very least to spend 3-4 hours here!  "
"June 28, 2022",So Much History in the Heart of London,"The best part of our visit was the Yeoman Warder Tours which are free to all ticket holders. It was a 45 minute, well-spoken historical tour of the tower. I recommend seeing the crown jewels first upon arrival, then queuing for these tours next to avoid the crowds somewhat.  After the free tour, we knew enough to wander on our own throughout the grounds for a very enjoyable day."
"August 8, 2021",My Family Trip to Tower of London,"We had a lovely day at the Tower this summer holidays. We were took on a tour by the most amazing Yeoman Warder/ Beefeater, who provided a hilarious, informative and entertaining tour of the Tower. The place is packed with history and so many iconic sights. A family can easily spend the whole day there. Highly recommend for family outings. "
"July 7, 2021",A Must See in London,"Most people have heard about the infamous Tower of London and its royal prisoners, beheadings etc. and even if you have no interest in history itself you must visit this site as the genuine item. It is larger than you imagine and there are multiple towers to explore and steep spiral staircases so not suitable for everyone. All the crown jewels are on display and much more. During Covid this is definitely the time to visit as exceptionally quiet and you can spend as much time as you choose viewing all the exhibits. With no queuing and leisurely exploring we needed 3 hours to see everything. Note the early closing though. Our tickets purchased directly on line were a bargain at £24 each."
"April 10, 2022",Yeomen Warders tour...highlight that should not be missed.,"Visit to the Tower Of London - highly recommended.  We had a fabulous tour from Beefy409 who was entertaining, informative and engaging. Involved the crowd and my daughter (and her toy bunny Strawberry) was able to get involved and loved every minute of it! Do not miss the tour. Good few hours spent there and another highlight was viewing the Crown Jewels."
"January 26, 2020",A long time coming,"After many visits to London, we finally made the time to go to the Tower. With so much history to absorb, do yourself a favour & get the audio guide. Learning the long history of the Tower really makes you wonder how a building can stand for so long. Also having access to The Crown Jewels & hearing that the real ones are kept at the Tower is unbelievable. This was definitely worth the wait. "
"January 4, 2020","Crowded like mad, but beautiful","It's a gorgeous place, but the crowds make it very unpleasant. If you visit with a wheelchair, get ready for a bumpy ride over cobblestones. The Beefeaters go out of their way to help and accommodate wheelchairs, but the place really doesn't lend itself to them. The Crown Jewels are cool, but the real joy for me was the White Tower museum displays and the Ravens, which have no fear of humans whatsoever."
"July 30, 2023",Be prepared to queue!,"I had visited the Tower before, but I was very young, and don't really remember much, so I decided to have another visit. I decided to do the Crown Jewels first, but even then there was still quite a large queue, but still we (me and my Mum)  joined. No photography is allowed inside the Jewel House, for security purposes, and to protect the jewels themselves. I guess the recent Coronation of King Charles III has sparked extra interest. After viewing the Jewels we proceeded to explore the rest of the Tower, seeing most of what there is to see. There are queues to see some other parts. We noticed quite a large queue at the Torture in the Tower exhibit, but we didn't go in there. As the vast majority of The Tower is outside, good weather is needed in order to be able to explore properly. We looked at the weather forecast for the days we were in London, and picked the best day for the forecast, and we were fine. Before our entry time slot we had time for a sit down in front of the Tower beside the River Thames, taking in some of the sights of the river such as Tower Bridge, HMS Belfast and The Shard, so maybe allow a little time after your Tower visit for a nice relax on the river bank with a drink or an ice cream"
"July 6, 2021",Great day out. Bigger than you think,"Really enjoyed this day out. As English Heritage members it was nice to link the Tower with other local attractions.The area is a lot bigger than I imagined and I would say to allow more than 2 hours for your visit.Some areas would not be pushchair or wheelchair friendly as you can imagine...these buildings won't have lifts as I'm not sure they were invented in 1500s.Cafe very expensive as you cam imagine. Not only because its London but also because its an attraction in London. I paid £15 for 2 coffees and 2 cakes.  I mean the cakes were lovely! Staff in cafe very friendly.Only thing that put a dampner on it for me was getting a scolding in the crown jewels exhibit. I didnt see any signs saying no photographs and as I was taking a picture of the queen's jewels I heard a booming voice behind me trying to get my attention and finally yelling at me 'no'.I was embarrassed and actually had a moment when I left the building. I went round to check if there were signs and there was 1 small sign amongst other information saying no photographs.I was stood in a que watching the guards so didn't see this sign. There was someone on the door letting us in in dribs and drabs so maybe they could mention something in future.Had a really good day though and hope to revisit...where my camera would stay firmly in my.pocket, when I next visit her majesty's precious stones."
"July 11, 2022",Superbloom- Blooming Brilliant Idea,"Had booked  online to visit Superbloom on Monday 27th June. As Londoners we had visited the Tower with a foreign friend a few years ago. Went specially to see Superbloom as we thought it a brilliant and environmental friendly way to mark the Jubilee. I wasn't disappointed. It was a well planned sea of mixed wild & perennial flowers, full of colour and insects when the sun shone. Anyone who has an interest in gardening, flowers ,wildlife and the environment would enjoy this and understand the objective. It's a natural phenomenon,  not a park with bedding, and as such peak timing of wildflowers cannot be guaranteed. I suggest those who want manicured gardens visit Kew Gardens or some National  Trust properties (which I also love). I understand  this is intended as a permanent  feature and applaud the idea of greening our busy crowded city. My only criticisms are that you do need good dry weather  to visit it as little to no shelter is available.  Also disappointed at the lack of information  on the flowers. Volunteers  were pleasant  and helpful but one was asking me what a certain flower was, I did  know but there were others I didn't  Many visitors who were interested  were asking each other."
"August 6, 2020",Wonderful history ,I have been to the Tower of London before but it was years ago I had 2 children with me who have never been before . It’s lockdown so to our surprise it was lovely and quiet for July . We loved the Crown Jewels & armoury the beefeaters were lovely to chat to and made us so welcome . I would recommend this visit to everyone it should not be missed I learnt a lot . I found out about all the exotic animals given to the kings & queens could not live at tower so london zoo was made for them and is the oldest zoo in the world . Lucky they don’t have polar bears at london zoo anymore or any other big animals . It was lovely to see the ravens too . 
