date_written,title,content
"Written June 3, 2020",Nice view but nothing special,"I visited the London Eye with my boyfriend, as it was his first time in London and we had purchased the London Explorer Pass, which we could use for plenty of sights in London. We got very excited, as I had never entered the London Eye either. However, we had to wait in a really long queue (it can be endless, especially at the weekend or on special days) which was quite annoying. The view is impressive, indeed, but I think the whole thing is a bit overrated (and overpriced). If you are willing to pay for it, maybe you should pay a little more, so that you get a skip-the-line ticket."
"Written September 13, 2021","A trip highlight, all thanks to great customer service. ","We purchased tickets for the pub pod experience but stupidly, I had gotten my dates confused and had booked the previous weekend. I somehow did not realise this until we attempted to enter the VIP area and the attendant, Drew, kindly informed me of my mistake.It was at this point that I was resigned to losing our tickets and felt that was a fair punishment for making such a mistake.Of his volition, Drew said not to worry and he went to double check with his manager if there were any free spaces available on our selected experience which thankfully there was.I would like to highlight how impressed we were with Drew's customer service as he had no need to do what he did for us.The pub pod experience itself was really fun and it was made more enjoyable by our host Arnie who managed to make 16 drinks in 30 minutes and still found time to make jokes and take pictures. "
"Written December 20, 2020",WOW,"I went into London with my friends and decided to see the London eye and I don’t regret it. The views we’re STUNNING and it slowed me to get a new perspective in London as a city. At night, the London Eye is lit up into different colours and it was breathtakingly beautiful. It made me proud to be a Londoner.I would recommend this to anyone( even people who are scared of heights)."
"Written June 27, 2021",Pub pod - great!,"We did the Pub Pod pop up with Beefeater Gin. Great experience with 2 drinks across the rotation. Our host AJ was very welcoming, friendly and great fun to have on the trip! The decoration of the pod as a pub with seats, plants and a dart board was very fun"
"Written January 1, 2020",Sightseeing ,"Bought the fast track  from the adjacent  booth - quicker than the main office (plenty of queues) wish we’d booked a package. Well directed and on the eye in 5 mins beating the queues, so well worth it on a Cold Sunday. Would be good if there were maps on board to pick out landmarks.  Good security checks. Don’t like having to have my photo taken twice however.  "
"Written February 23, 2020",Not worth the money,"You definitely don't need a fast pass as the queue times aren't massive. We were there at half term and waited around 10 minutes to get on. They search you before you get on, which is definitely the right thing to do. However, there needs to be a nicer, more humane way of doing it. A certain security guard was horrible, his attitude was disgusting and the way he was treating people just wasn't on. It completely ruined the whole experience for me and my family. The actual ride itself is good. The views over london are fantastic, and my kids loved it. But it is a total rip off, and I definitely would not do it again."
"Written April 4, 2023",Easy iconic London experience,We had a great experience with the London eye. Booking online was easy and its allowed to change your time booking if your plans change. We were very lucky that the day we went we had clear blue skys so very good views. We booked Tuesday at 11.15am and despite it being half term only had to que for 13mins before getting on. Process is very efficient. We were on the eye for 25mins.
"Written February 18, 2020",Inconsistent pooling of people in pods.,"I got rammed into a pod with some 25 other folks. The next few pods had 7-12 people in each so photos were hard to take.The queues weren't too bad. They have a fast pass if you want to pay more to wait a shorter period of time.I combined my ticket with a river tour and enjoyed that immensely.It felt like a cash grab to do green screen touristy photos, but to each their own for memories.I would do this again in nicer weather but only if someone came with me. It feels uneventful as a solo traveler.I also live in a city where there are lots of skyscrapers. So I would have access to many different city vantage points."
"Written March 17, 2020",Happy 20th Year London Eye,"Pleased we did this attraction well worth the views although at times our pod was quiet, enjoyed it very much. Queues were well organised and kept moving well, pods cleaned between each set of people. Cannot believe it's 20 years old."
"Written September 27, 2020",I take all my visitors here!,"As a Londoner, I take anyone who visits on the London Eye.  I've been so many times now, but still don't tire of it.  Worth doing anything you can to pre-book and beat the queues however, because it can be a bit of a long wait...."
"Written January 14, 2020",Great attraction to get full view of the city ,"My son loved the ride, and was so enthusiastic to find  all the monuments all around the city. Lines can get real long, it was pretty long even on a very cold weekday early morning. Early as in early even before they open. Its  worth splurging for fast track "
"Written August 27, 2022",The Eye,The London Eye is a ferris wheel that is along the Thames and gives you a view up and down the river. The lines were long and it cost you $35 per person to do the ride. If you got there early to beat the lines it might be worth it.
"Written June 7, 2022",Great city views,"A great way to get city views.  I was relieved that they limit the number of people in each pod and our fellow riders were good about sharing the good viewing spots.  Not a cheap attraction though so probably a once in a life time experience.  We spent extra for a Fast Track  ticket which did avoid the very long Standard Ticket line, but there is still a queue.  Thankfully it didn't take too long to get to the front of the line."
"Written July 15, 2022",Seems to Poke Out of the Horizon Everywhere You Go!,"I didn’t actually ride on the London Eye, but I admired its presence along the peaceful Thames and loved that its height let me take little glimpses of it seemingly everywhere I traveled within London. Recognize that the Eye is among the most touristy endeavors you could possibly do here—that’s not necessarily a negative thing, but with the common notion in people’s minds that the Eye is quintessential London, there WILL be hoards of people wanting to get on, probably even during off seasons. So expect to dedicate at least an hour standing in line if you really wish to ride it over the summer. Despite not going up on the Eye, seeing it up close and catching it poking out of the city skyline was enough of an experience for me to walk away satisfied. Make sure you really weigh your options and priorities before choosing to actually ride the Eye or not."
"Written March 1, 2020",Beautiful views of London,"My friend was visiting London from Australia and wanted to do ""London things"". She suggested the London Eye and despite being a Londoner for over 6 years of never actually tried it. We bought tickets on the day from the office and went straight onto the eye without having to queue which was great. I was a little apprehensive about the experience as I've recently developed a bit of a fear of heights nothing paralysing but enough to feel a bit panicky. That being said I absolutely loved the experience, we were lucky enough to have timed it at sunset and saw London in its most beautiful light. The information in the pods is very helpful in explaining what all the different buildings are and the pods are big enough to not feel claustrophobic even with a few people in. But I'm glad to say they tend not to overcrowd the pods leaving enough space for everyone to take nice photographs and to feel comfortable. I'd definitely recommend it to visitors and Londoners alike. "
"Written February 14, 2020",Great views,We pre-booked tickets purchased using Tesco Clubcard vouchers. Otherwise quite expensive at £27 per adult.However the wheel provides an amazing view of London in all directions. It was not too busy and so there was no waiting. There's an encouragement to have photos whilst in the queue and also on the pod. We resisted that!There was also a short 4D film which was quite clever and worth a visit if not too much of a wait.
"Written September 8, 2020",Single pods ,Having worked all the way through this horrible pandemic we had managed to get some time off together so came to London for a few days. Bought a 3 attraction ticket for 45.00 really good value for money. We arrived at the eye about fifteen minutes early so partner asked if we could queue up early no problem at all. What was nice was due to covid they where only letting people go in in their own groups so we got a pod all to ourselves. Wonderful views over London. As we were waiting to get off there was a group of cleaners ready to board the empty capsules all masked and gloved up to wipe ever where over. Would recommend for a lovely half hour 
"Written February 26, 2020",A lovely farewell,I’m not a fan of heights but it feels very secure and stable the whole way. A very smooth ride. It is quite expensive (30 pound for an adult or 40 pound for a fast track ticket) but it’s beautiful. A lovely view. I recommend doing it towards the end of your trip. A nice way to farewell London. 
"Written January 4, 2020",Not that exciting or worth the money.,"My kids had been dreaming of going on the London Eye.  It was fine, but way overpriced for a pretty average experience.  There was no guide on the eye that told you what buildings you were seeing, or even a recorded voice to guide you where to look.  It was pretty crowded and I felt like we were jockeying for places at the window to look out of.  Wasn’t a highlight for me at all."
"Written July 31, 2022",Dual ticket with Madame Tussards online so saving.  Booked times for both online,There were 4 of us and we wanted to do Madame Tussards as well and so purchased online the dual ticket which saves money.  Booked a time slot for London Eye the late afternoon the day we arrived in London and Madame Tussards for the morning soon after it opened to give us time to get to it on the tube.  We didnt queue for long and got in our pod and it was a clear day and dry so that was good.  As 2 of us had been about 12 or so years ago being our first time and it was a rainy overcast day so the views had not been great on that occasion.  We had good views and good pictures and enjoyed it.
"Written October 29, 2020",Really lovely visit,"Our 6 year old daughter had been asking to go for sometime and she was not disappointed. We booked a 5pm boarding and arrived just after, we walked straight through the checks and boarded quite quickly. Everything was very Covid friendly! The skyline was all lit up and we had a clear day which meant you could see a lot. Toilet facilities etc inside the booking hall were very clean and more than enough available. Staff were friendly and chatty with our daughter. "
"Written January 15, 2020",Big wheel,"Second time we’ve been out, we have Merlin premium so we can fast track which is good. We ended up in a pod with a family who liked to take photos, my god, they were so loud and Instagrammable it just ruined the whole experience. Great views over London, was very annoyed at the end when it tells you to stand in the photo zone my daughter did and this group of plastic Kardashians clapped their hands at her and told her to move, I was in a gap behind and made sure I had the most awful face 😂 hope I ruined your picture because I couldn’t be cropped out. It’s a good thing to do in London just hope your get nice people in your pod. "
"Written August 30, 2020",Always a good experience ,Been on here a few times over the years but has been a long time and our youngest had never been on. The queue was short as I imagine it’s hit by coronavirus. Very impressed with the speedy cleaning between use and the fact that the pods were not rammed as they can be. If you haven’t been on this is a fab attraction to see right across London. I’d definitely recommend you go on. Even if you hate heights like me! 
"Written March 13, 2023",Ok,"Treated my 6 year old to a weekend in London for her birthday. She couldn't wait to get on the London eye. Ended up being a tad disappointed because the capsule we were in was full of adults who hogged the one end (the main view over London) I get that everyone wants to see the view but there's plenty of time for the wheel to spin around for everyone to get a good view and move around. Unfortunately we were unlucky that day and those who were on with us wouldn't let the children onboard get to the main part... Even despite asking politely. So we ended up spending most of our time watching some 20 year old and her boyfriend create their romantic tiktoc or Instagram content.Anyway Would i still recommend it if visiting London... yes absolutely. Hope when we're back in December with the rest of the family, that we can get a better look."
"Written January 7, 2020",Make sure you book ,"Expensive, long queues but one of the must-do things when visiting London. Great views in the sunshine or at sunset but pretty grim if it's a miserable rainy day. Go to Alexandra Palace instead.. Great views across London, free and you can go ice skating there too. "
"Written September 18, 2021",Another great ferris wheel journey,"Came here with a friend on 241 tickets on merlinfun.comThe staff were welcoming and helpful, the weather was good with a bit of cloud  its situated right next to the London Thames and it takes around half an hour.The views and photo opportunities are amazing and its well worth a visit with other activities nearby like shrek adventure , sea life centre, London dungeon and can have a good walk alongside the river ThamesJust a shame big Ben is covered in scaffolding at the moment.Well worth a visit at this time and I have been to a ferris wheel in Paris and Vegas "
"Written January 30, 2020",Nice Experience ,"I wasn't sure how I felt about going on the Eye of London, but I don't regret doing it. It literally does what it says, gives you an eye of London. We had the opportunity to visit it on a nice sunny day. It is perfect for pictures, and aerial sight seeing. I bought fast track tickets, which I recommend as it helps you to skip the line. They fit about 10 to 25 people in a pod; mine only had 10. I honestly think more than 10, would be too much, especially since they put you with random strangers. The staff was friendly and helpful. They do check your bags before you get on, so be aware of that. No alcohol is allowed on either. Would I recommend? YesWould I go back? If I was with a different group whose never been on ot before."
"Written July 15, 2022",VIP Experience (Jubilee Pub Pod) Well Worth the Money,"I surprised my fiance we a trip on the eye in the special Jubilee Pub Pod in honor of Her Majesty's Platinum Jubilee. He actually said that it was his favorite activity of our entire trip to London. The staff were amazing, personable, knowledgeable and overall really added to the experience. They specialty cocktails were both absolutely delicious and the theming and decoration of the pod really added something special to what otherwise could be considered a standard attraction. The price may seem a bit steep for some but in my opinion, the experience and memory were well worth the price paid. I wish it wasn't a limited time event but I'm excited to see what VIP Experience they come up with next."
"Written March 7, 2023",Amazing tourist attraction,"i went with my grandmother who has lived in london for over ten years and we had an amazing time going on the london eye. if you aren't a fan of heights i wouldn't recommend. it takes around 45 minutes for it to go round once. the pods are very big and you can book one out for yourself but if you don't then you will share the pod with other people. if you have a wheelchair, the staff are more than happy to assist. one thing that i didn't like was this one staff lady who pushed me in the pod and almost trapped my foot in the door! apart from that it was a lovely experience and i would go again."
"Written December 10, 2020",Lovely family visit,We visited the London Eye on the 4th December. The staff were fantastic! Really friendly and helpful. My Dad is disabled so they stopped it completely so that he could step in safely. It was lovely and quiet too which meant we had a pod almost to ourselves! 
"Written August 15, 2020",Disappointing ,"Due to COVID they had removed the four panoramic boards that allow you to identify the various London landmarks. As a result, we really had no idea what to look out for, and therefore we got a lot less out of the visit than we should have. It surely cannot be that difficult to put the boards back and give them a quick wipe with disinfectant between each group? I certainly wouldn’t go back until they replace these boards."
"Written February 14, 2020",Valentines Day Visit,"Went to the Eye as part of Valentine’s Day, it was good. The queue was managed quickly and I was soon on without delays. It is an incredible view and I would recommend it. I got tickets as part of a package where I get to do the Eye, Dungeons, Sherk and Sea Life which i would recommend as it is a lot cheaper and they are all next to each other in a line so get to do them all in a day. "
"Written November 1, 2023","Amazing nighttime views of London, no crowds","Wanted to end my London trip on a ""high note"" (get it, since you go up pretty high 😜) and managed to get one of the last times available on the London Eye before it closed.Since this is the first time I'm doing this, I cannot compare it to a daytime experience but this was lovely. No crowds, I was able to get a ticket and get right on. There were only about 12 people in our cabin so all of us got some quality photo time. London is still beautiful at night so I didn't feel like I missed out on anything.Tickets were £45 which is the regular price, the fast pass was £60 but I didn't buy that. The purchasing system was designed to upsell you so that was a bit annoying, just clicking through so many options. I had to help the guy next to me since it was so confusing.But now that I know what the nighttime view is like, I'll likely go back during the day next time."
"Written February 10, 2020","a bit boring, but got what I paid for","you can have some lovely views of the river and the novelty is all very exciting at first, but we were up there for such a long time. It's obviously not a fair ground ride. I wouldn't call it fun, but I will give it 5 green dots anyway, because no one told me it would be fun and I think for someone who properly considered how much time it would take to come back down again and still wanted to do it, this would be ideal."
"Written February 28, 2020",BIGGER than any in the U.S.,"Wow!  You could have a party in one of those pods.  So much better and bigger then the similar ones in the U.S. Yes, it's a bit pricey, but worth it at least one time.  You might not can see too far on a cloudy day, but still very much enjoyable."
"Written February 20, 2020",30 Minute Ride,This is a great way to see the London skyline and the ride last about 30 minutes. You can take the tube to Waterloo and walk over in 5 minutes. Only downside is that you may have to wait a bit even with advance tickets but the line moves quickly. 
"Written August 24, 2020",Great experience,"This was my second or third time doing the London eye. It’s great to see it open again. It wasn’t busy at all when we went and we had pre booked our experience online which was very handy.They are faking social distancing very seriously and are limiting the amount of people in the pod at any one time, you must wear a face mask and after every visitor they wipe and spray down the pod. "
"Written August 30, 2020","Lovely experience, something u can not miss in London","It was absolutelly amazing. Such a lovely experience which u can not skip if u are visiting or living in London. We had tickets for more attractions, we bought all of those when entering the aquarium. It is very helpfull if u got tickets pre-paid, as that will skip u all the queues for each attraction. I will go for it any time again. Just love it."
"Written March 19, 2022",First time,"We pre-booked our timeslot but arrived 20 mins early. As it was quiet, and not much of a queue, they let us on straight away. As it was a lovely sunny morning the views were excellent and the wheel moved at a pace that you could really take your time with the photo opportunities. "
"Written September 1, 2022",Champagne Experience,"I have a cousin visiting from abroad and this was the 1st place he wanted to go. We did the Champagne ride. The host was fab( forgotten his name but he is from Brazil) very knowledgeable pointing out all the places of interest while we were up there and kept us all entertained. He found out a bit about everyone and made us feel special, which added to the overall experience.  I would highly recommend the ride on the Eye"
"Written February 21, 2020",Great VIEWS,Perfect place to see all of London. Coca Cola did it right. The pods are deceiving from pictures. They actually fit upward to 20+ people in them. Line ups are quick and the entire adventure took 45-50 minutes. Kids loved it!
"Written February 26, 2022",Great views of London ,"We are visiting London for the half term break, we used the coupons off the Christmas selection boxes which allows children on free.. we absolutely loved it, first timers so wasn’t sure what to expect but we all were amazed at the views. Only down side was the queue, he had booked to be on at 4pm it was about 4:30 by the time we reached the front, luckily it wasn’t raining but we did enjoyed it "
"Written March 17, 2022",WOW! What a view.,"All I'm going to say is I can tell why it's such a big tourist attraction, defiantly worth the journey to go and see it in person, it's amazing to watch at night too. When I went on the eye the skies were blue so I got some good views of the city. I could see Buckingham palace from the top!- Great experience."
"Written August 2, 2023",Commemorative Mugs Are Poor Quality,"I enjoy visiting the London Eye when I am in London and their views are lovely.However, during my latest visit in June 2023, I purchased 3 commemorative mugs. I have several generations of the mugs and these ones are simply poor quality. After just one wash, the mug is chipped and ceramic embossed design cracking.I contacted the Guest Services over a month ago and they are incredibly slow to respond. Each email has had a 5-10 day lag in between.They offered to send a new mug, which was appreciated, but can’t send to an international destination (only UK and some Europe). I opted to have one mug sent to a European address for forwarding but wanted to purchase another mug so it wasn’t a dreadfully expensive exercise. They simply have no means of any remote purchasing and can only offer a refund. We reached this point after a month or so of discussion.Terrible product, terrible customer service. Incredibly disappoints."
"Written July 22, 2022",Naked Eye of Attraction,"Based in the heart of London, South Bank, if you've never been to London, I would recommend the opportunity to see it from a different perspective. Slowly travelling up the wheel, taking over an hour to complete a 360, this iconic feature allows many to absorb and admire London today. The pods have a central seating area, so should you get tried at any stage, you are more than welcome to rest your feet before popping back up to gaze over the city once you reach the peak.Unlike many wheel go rounds and rides, this tourist attraction essentially never stops moving. As a result, visitors are advised to to hop on (and off when you leave) promptly to avoid missing your booth. The continuous rotation also means when you are securely locked in, one can experience a seamlessly smooth ride climbing up 443 feet.If you have a fear of height, I can only say depending on your anxiety, that you are safe from falling. And because you are safely locked in, I would suggest you not go if you are highly likely of a panic attack. Having that said, regardless, this is an attraction not to miss out on and you can always stay in the centre of the pod when you feel a little light headed."
"Written December 3, 2021","Pub pod @ The London Eye, absolutely amazing","I just had to come & review our experience on Sunday 28th November. We booked the pub pod experience at 3pm. We were asked to arrive 15mins beforehand & were directed inside to the bookings office to the VIP desk. On arrival we were met by 3 friendly members of staff. We were given a goody bag & asked to take a seat while we waited for the pod to come round. The staff were all so friendly & chatted to us while we waited. When it was time to go, Arnie led us to the front of the queue & after a few minutes the pod arrived. It was decorated with a Christmas theme & it looked fantastic. We were given a passion fruit martini, which was lovely. There was two of us plus another 3 people in the pod, it was great to have room to move around freely & take some amazing pics. Arnie pointed out landmarks, took pictures & really made the whole experience great for us. I cannot rave about him enough, he was fab. 😊Then we had another drink, absolut passion fruit vodka & lemonade. Again this was lovely.The whole 30 minutes was full of laughing & chatting & I dont think it could have been any better. Thank you to the whole team for a great time & especially to Arnie. We will definitely be back for more pod themes."
"Written February 21, 2020",Enjoyable,We have Merlin premium passes and pre-booked a slot for £1. We were able to use the fast pass qqueue though both queues moved quickly. Great views on a reasonably cloudy day and we all enjoyed it. Visited the 4d cinema after which was ok too. Next to Sealife and Shrek so ideal for Merlin pass holders 
"Written February 10, 2020",Well Maintained ,Not the best view in London and a bit of a tourist trap. The area around the eye is dirty and busy. The eye itself is well managed and maintained but better views can be obtained free in Parliament Hill and Royal Greenwich Park or head to Monument it St. Paul’s for good views of the city.The Eye is managed by Merlin Group and is over commercialised so expect theme park up sells of ride photos and loads of Coke branding everywhere. 
"Written February 16, 2020",Overpriced Save your Money,Where to start?? Massive queues so paid £40 each for fast track. One revolution of the London skyline over the Thames in a pod full of people!! If you want to treat your partner bring them to bar one instead for food and drinks because that’s at least reasonably priced and you get something for your money. The reason it’s even getting the 1 star is the 4D experience was entertaining 
"Written March 7, 2020",A Special Experience,"I do not like ferris wheels.  I don't do well with heights.  But this was something different.  First of all, buy your tickets ahead of time.  We ordered online for a specific time and had no problem getting onto the ride.  Each capsule is closed, with a wide bench in the middle for those who wish to sit.  There is a railing all around the inside for those who stand. The wheel movers verrrrry slowly.  it took over 40 minutes to go around.  So I didn't feel fear and actually enjoyed the scenery.  it was a clear evening and you could see all of London from the Eye.  There is a also a short film about the Eye and the places you can recognize from above.  Truly a positive experience. "
"Written January 18, 2020",An experience,I’m not going to say I loved it but that is personal preference because I’m petrified of heights and sat in the middle the whole time. My husband loved it great views our pod was not overcrowded.I’m glad I done it.
"Written October 30, 2020",Amazing views.,"Always love doing the London Eye, although if we didn't have Merlin passes I'm not sure it's as value for money as it could be. I appreciate why they've done it but I preferred it when the tablets were in the pods to tell you about the buildings etc. Still a great way to pass an hour though!"
"Written August 21, 2021",Very beautiful!,"One you get on the London eye it's beautiful, now words, just breath taking. Home, in order to enjoy such beauty I had to be in a queue time of 1 hour, and with small kids that's a bit hard. Nonetheless, it was very nice!"
"Written August 7, 2021",Wonderful experience,"Went to buy tickets for the London Eye and the greeter offered me a golden envelope with a card inside that said “Congratulations you’ve received a Wow moment. A private pod for up to six people” Wow indeed! What a wonderful prize. The staff were brilliant and treated us like VIPs as we were led to the head of the queue. The views were amazing, you hardly felt you were moving. Highly recommend the trip."
"Written August 19, 2021",Good but not great,"Second visit to the London Eye, I would only recommend this attraction of you can get discounted tickets. As it just not simply worth full ticket price.Great views and well organised, however Zero social distancing being applied. And the security checks before you get are a joke and looks ridiculous as you watch some teenagers with a mirror walk in talking to each other and then walk out talking to each other without once looking at the mirror and the cleaning crew are only marginally better 😬"
"Written October 20, 2020",Fabulous experience,"We were a bit concerned to go as the lockdown restrictions had just been eased and the London Eye hadn’t been re-open for very long. We didn’t need to worry as the staff were very professional, and the whole process went smoothly. There were 7 of us in total in our pod which made the experience really special as we could see so much without being in the way of others. Our kids loved every minute and we’re so sad when the 30 minutes was up. What a fabulous experience!"
"Written February 9, 2023",An interesting London attraction,"The building is home to the famous London Eye and offers spectacular views of the River Thames and the surrounding area. The building itself is beautiful, with its iconic architecture and stunning interiors. Inside, you can find many shops, restaurants, and attractions to explore. With its historical and cultural significance, London Eye Riverside Building is a must-see for any traveler."
"Written November 5, 2022",Very Touristy but You have to do it,"This was a great experience.  I hate ferris wheels but this was great.  It moves soooo slow that you can barely tell it is moving.  But, you get amazing views of London from this vantage point.  Also, in the general area, there are several shops and places to eat as well as people watch. "
"Written October 19, 2023",Great,I know people disagree on whether the London Eye is worth it or not. We visited with teenagers and they would very much have the experience - and they were thrilled and thereby I’m happy. Wouldn’t go there next time visiting London as it’s kind of a ‘do it once’-thing. But it was a great visit. Visited at 8PM and there were no people. Great
